date,metric,value,unit,source,fetched_at,raw_ref
2024-01-01,AporEner,113920600,kWh,xm:servapibi,2026-09-22T19:22:49Z,xm/2024/01/AporEner_Sistema.2024-01-01.ndjson#AporEner:Sistema:2024-01-01:2024-01-31
2024-01-01,AporEnerMediHist,140650000,kWh,xm:servapibi,2026-09-22T19:22:50Z,xm/2024/01/AporEnerMediHist_Sistema.2024-01-01.ndjson#AporEnerMediHist:Sistema:2024-01-01:2024-01-31
2024-01-01,CapaUtilDiarEner,17358910837,kWh,xm:servapibi,2026-09-22T19:22:48Z,xm/2024/01/CapaUtilDiarEner_Sistema.2024-01-01.ndjson#CapaUtilDiarEner:Sistema:2024-01-01:2024-01-31
2024-01-01,DemaSIN,176268815.03,kWh,xm:servapibi,2026-09-22T19:22:53Z,xm/2024/01/DemaSIN_Sistema.2024-01-01.ndjson#DemaSIN:Sistema:2024-01-01:2024-01-31
2024-01-01,PorcApor,0.80996,fraction,xm:servapibi,2026-09-22T19:22:51Z,xm/2024/01/PorcApor_Sistema.2024-01-01.ndjson#PorcApor:Sistema:2024-01-01:2024-01-31
2024-01-01,PorcVoluUtilDiar,0.70058,fraction,xm:servapibi,2026-09-22T19:22:45Z,xm/2024/01/PorcVoluUtilDiar_Sistema.2024-01-01.ndjson#PorcVoluUtilDiar:Sistema:2024-01-01:2024-01-31
2024-01-01,PrecBolsNaci,222.17681833333336,COP/kWh,xm:servapibi,2026-09-22T19:22:56Z,xm/2024/01/PrecBolsNaci_Sistema.2024-01-01.ndjson#PrecBolsNaci:Sistema:2024-01-01:2024-01-31
2024-01-01,PrecEscaAct,1045.08036,COP/kWh,xm:servapibi,2026-09-22T19:22:54Z,xm/2024/01/PrecEscaAct_Sistema.2024-01-01.ndjson#PrecEscaAct:Sistema:2024-01-01:2024-01-31
2024-01-01,VoluUtilDiarEner,12161276400,kWh,xm:servapibi,2026-09-22T19:22:46Z,xm/2024/01/VoluUtilDiarEner_Sistema.2024-01-01.ndjson#VoluUtilDiarEner:Sistema:2024-01-01:2024-01-31
2024-01-02,AporEner,107403100,kWh,xm:servapibi,2026-09-22T19:22:49Z,xm/2024/01/AporEner_Sistema.2024-01-01.ndjson#AporEner:Sistema:2024-01-01:2024-01-31
2024-01-02,AporEnerMediHist,140650000,kWh,xm:servapibi,2026-09-22T19:22:50Z,xm/2024/01/AporEnerMediHist_Sistema.2024-01-01.ndjson#AporEnerMediHist:Sistema:2024-01-01:2024-01-31
2024-01-02,CapaUtilDiarEner,17358910837,kWh,xm:servapibi,2026-09-22T19:22:48Z,xm/2024/01/CapaUtilDiarEner_Sistema.2024-01-01.ndjson#CapaUtilDiarEner:Sistema:2024-01-01:2024-01-31
2024-01-02,DemaSIN,203896156.39,kWh,xm:servapibi,2026-09-22T19:22:53Z,xm/2024/01/DemaSIN_Sistema.2024-01-01.ndjson#DemaSIN:Sistema:2024-01-01:2024-01-31
2024-01-02,PorcApor,0.76362,fraction,xm:servapibi,2026-09-22T19:22:51Z,xm/2024/01/PorcApor_Sistema.2024-01-01.ndjson#PorcApor:Sistema:2024-01-01:2024-01-31
