date,metric,value,unit,source,fetched_at,raw_ref
2021-01-01,AporEner,118451100,kWh,xm:servapibi,2026-09-22T19:13:48Z,xm/2021/01/AporEner_Sistema.2021-01-01.ndjson#AporEner:Sistema:2021-01-01:2021-01-31
2021-01-01,AporEnerMediHist,98410000,kWh,xm:servapibi,2026-09-22T19:13:49Z,xm/2021/01/AporEnerMediHist_Sistema.2021-01-01.ndjson#AporEnerMediHist:Sistema:2021-01-01:2021-01-31
2021-01-01,CapaUtilDiarEner,16924074293,kWh,xm:servapibi,2026-09-22T19:13:46Z,xm/2021/01/CapaUtilDiarEner_Sistema.2021-01-01.ndjson#CapaUtilDiarEner:Sistema:2021-01-01:2021-01-31
2021-01-01,DemaSIN,155622818.6,kWh,xm:servapibi,2026-09-22T19:13:52Z,xm/2021/01/DemaSIN_Sistema.2021-01-01.ndjson#DemaSIN:Sistema:2021-01-01:2021-01-31
2021-01-01,PorcApor,1.20365,fraction,xm:servapibi,2026-09-22T19:13:50Z,xm/2021/01/PorcApor_Sistema.2021-01-01.ndjson#PorcApor:Sistema:2021-01-01:2021-01-31
2021-01-01,PorcVoluUtilDiar,0.7192,fraction,xm:servapibi,2026-09-22T19:13:44Z,xm/2021/01/PorcVoluUtilDiar_Sistema.2021-01-01.ndjson#PorcVoluUtilDiar:Sistema:2021-01-01:2021-01-31
2021-01-01,PrecBolsNaci,152.3541166666666,COP/kWh,xm:servapibi,2026-09-22T19:13:54Z,xm/2021/01/PrecBolsNaci_Sistema.2021-01-01.ndjson#PrecBolsNaci:Sistema:2021-01-01:2021-01-31
2021-01-01,PrecEscaAct,593.92552,COP/kWh,xm:servapibi,2026-09-22T19:13:53Z,xm/2021/01/PrecEscaAct_Sistema.2021-01-01.ndjson#PrecEscaAct:Sistema:2021-01-01:2021-01-31
2021-01-01,VoluUtilDiarEner,12171761700,kWh,xm:servapibi,2026-09-22T19:13:45Z,xm/2021/01/VoluUtilDiarEner_Sistema.2021-01-01.ndjson#VoluUtilDiarEner:Sistema:2021-01-01:2021-01-31
2021-01-02,AporEner,124709800,kWh,xm:servapibi,2026-09-22T19:13:48Z,xm/2021/01/AporEner_Sistema.2021-01-01.ndjson#AporEner:Sistema:2021-01-01:2021-01-31
2021-01-02,AporEnerMediHist,98410000,kWh,xm:servapibi,2026-09-22T19:13:49Z,xm/2021/01/AporEnerMediHist_Sistema.2021-01-01.ndjson#AporEnerMediHist:Sistema:2021-01-01:2021-01-31
2021-01-02,CapaUtilDiarEner,16924074293,kWh,xm:servapibi,2026-09-22T19:13:46Z,xm/2021/01/CapaUtilDiarEner_Sistema.2021-01-01.ndjson#CapaUtilDiarEner:Sistema:2021-01-01:2021-01-31
2021-01-02,DemaSIN,168376857.62,kWh,xm:servapibi,2026-09-22T19:13:52Z,xm/2021/01/DemaSIN_Sistema.2021-01-01.ndjson#DemaSIN:Sistema:2021-01-01:2021-01-31
2021-01-02,PorcApor,1.26725,fraction,xm:servapibi,2026-09-22T19:13:50Z,xm/2021/01/PorcApor_Sistema.2021-01-01.ndjson#PorcApor:Sistema:2021-01-01:2021-01-31
2021-01-02,PorcVoluUtilDiar,0.71863,fraction,xm:servapibi,2026-09-22T19:13:44Z,xm/2021/01/PorcVoluUtilDiar_Sistema.2021-01-01.ndjson#PorcVoluUtilDiar:Sistema:2021-01-01:2021-01-31
2021-01-02,PrecBolsNaci,130.05418166666672,COP/kWh,xm:servapibi,2026-09-22T19:13:54Z,xm/2021/01/PrecBolsNaci_Sistema.2021-01-01.ndjson#PrecBolsNaci:Sistema:2021-01-01:2021-01-31
2021-01-02,PrecEscaAct,593.92552,COP/kWh,xm:servapibi,2026-09-22T19:13:53Z,xm/2021/01/PrecEscaAct_Sistema.2021-01-01.ndjson#PrecEscaAct:Sistema:2021-01-01:2021-01-31
2021-01-02,VoluUtilDiarEner,12162106100,kWh,xm:servapibi,2026-09-22T19:13:45Z,xm/2021/01/VoluUtilDiarEner_Sistema.2021-01-01.ndjson#VoluUtilDiarEner:Sistema:2021-01-01:2021-01-31
2021-01-03,AporEner,131498600,kWh,xm:servapibi,2026-09-22T19:13:48Z,xm/2021/01/AporEner_Sistema.2021-01-01.ndjson#AporEner:Sistema:2021-01-01:2021-01-31
2021-01-03,AporEnerMediHist,98410000,kWh,xm:servapibi,2026-09-22T19:13:49Z,xm/2021/01/AporEnerMediHist_Sistema.2021-01-01.ndjson#AporEnerMediHist:Sistema:2021-01-01:2021-01-31
2021-01-03,CapaUtilDiarEner,16924074293,kWh,xm:servapibi,2026-09-22T19:13:46Z,xm/2021/01/CapaUtilDiarEner_Sistema.2021-01-01.ndjson#CapaUtilDiarEner:Sistema:2021-01-01:2021-01-31
2021-01-03,DemaSIN,168100044.16,kWh,xm:servapibi,2026-09-22T19:13:52Z,xm/2021/01/DemaSIN_Sistema.2021-01-01.ndjson#DemaSIN:Sistema:2021-01-01:2021-01-31
2021-01-03,PorcApor,1.33623,fraction,xm:servapibi,2026-09-22T19:13:50Z,xm/2021/01/PorcApor_Sistema.2021-01-01.ndjson#PorcApor:Sistema:2021-01-01:2021-01-31
2021-01-03,PorcVoluUtilDiar,0.71867,fraction,xm:servapibi,2026-09-22T19:13:44Z,xm/2021/01/PorcVoluUtilDiar_Sistema.2021-01-01.ndjson#PorcVoluUtilDiar:Sistema:2021-01-01:2021-01-31
