date,metric,value,unit,source,fetched_at,raw_ref
2019-01-01,AporEner,63035900,kWh,xm:servapibi,2026-09-22T19:07:51Z,xm/2019/01/AporEner_Sistema.2019-01-01.ndjson#AporEner:Sistema:2019-01-01:2019-01-31
2019-01-01,AporEnerMediHist,100680000,kWh,xm:servapibi,2026-09-22T19:07:53Z,xm/2019/01/AporEnerMediHist_Sistema.2019-01-01.ndjson#AporEnerMediHist:Sistema:2019-01-01:2019-01-31
2019-01-01,CapaUtilDiarEner,16953659258,kWh,xm:servapibi,2026-09-22T19:07:50Z,xm/2019/01/CapaUtilDiarEner_Sistema.2019-01-01.ndjson#CapaUtilDiarEner:Sistema:2019-01-01:2019-01-31
2019-01-01,DemaSIN,147133355.57,kWh,xm:servapibi,2026-09-22T19:07:55Z,xm/2019/01/DemaSIN_Sistema.2019-01-01.ndjson#DemaSIN:Sistema:2019-01-01:2019-01-31
2019-01-01,PorcApor,0.6261,fraction,xm:servapibi,2026-09-22T19:07:54Z,xm/2019/01/PorcApor_Sistema.2019-01-01.ndjson#PorcApor:Sistema:2019-01-01:2019-01-31
2019-01-01,PorcVoluUtilDiar,0.71411,fraction,xm:servapibi,2026-09-22T19:07:47Z,xm/2019/01/PorcVoluUtilDiar_Sistema.2019-01-01.ndjson#PorcVoluUtilDiar:Sistema:2019-01-01:2019-01-31
2019-01-01,PrecBolsNaci,295.30676666666665,COP/kWh,xm:servapibi,2026-09-22T19:07:58Z,xm/2019/01/PrecBolsNaci_Sistema.2019-01-01.ndjson#PrecBolsNaci:Sistema:2019-01-01:2019-01-31
2019-01-01,PrecEscaAct,674.33167,COP/kWh,xm:servapibi,2026-09-22T19:07:57Z,xm/2019/01/PrecEscaAct_Sistema.2019-01-01.ndjson#PrecEscaAct:Sistema:2019-01-01:2019-01-31
2019-01-01,VoluUtilDiarEner,12106776000,kWh,xm:servapibi,2026-09-22T19:07:49Z,xm/2019/01/VoluUtilDiarEner_Sistema.2019-01-01.ndjson#VoluUtilDiarEner:Sistema:2019-01-01:2019-01-31
2019-01-02,AporEner,60901300,kWh,xm:servapibi,2026-09-22T19:07:51Z,xm/2019/01/AporEner_Sistema.2019-01-01.ndjson#AporEner:Sistema:2019-01-01:2019-01-31
2019-01-02,AporEnerMediHist,100680000,kWh,xm:servapibi,2026-09-22T19:07:53Z,xm/2019/01/AporEnerMediHist_Sistema.2019-01-01.ndjson#AporEnerMediHist:Sistema:2019-01-01:2019-01-31
2019-01-02,CapaUtilDiarEner,16953659258,kWh,xm:servapibi,2026-09-22T19:07:50Z,xm/2019/01/CapaUtilDiarEner_Sistema.2019-01-01.ndjson#CapaUtilDiarEner:Sistema:2019-01-01:2019-01-31
2019-01-02,DemaSIN,175004542.39,kWh,xm:servapibi,2026-09-22T19:07:55Z,xm/2019/01/DemaSIN_Sistema.2019-01-01.ndjson#DemaSIN:Sistema:2019-01-01:2019-01-31
2019-01-02,PorcApor,0.6049,fraction,xm:servapibi,2026-09-22T19:07:54Z,xm/2019/01/PorcApor_Sistema.2019-01-01.ndjson#PorcApor:Sistema:2019-01-01:2019-01-31
