date,metric,value,unit,source,fetched_at,raw_ref
2022-01-02,DemaSIN,173827993.35,kWh,xm:servapibi,2026-09-22T19:16:51Z,xm/2022/01/DemaSIN_Sistema.2022-01-01.ndjson#DemaSIN:Sistema:2022-01-01:2022-01-31
2022-01-02,PorcApor,1.13004,fraction,xm:servapibi,2026-09-22T19:16:50Z,xm/2022/01/PorcApor_Sistema.2022-01-01.ndjson#PorcApor:Sistema:2022-01-01:2022-01-31
2022-01-02,PorcVoluUtilDiar,0.79012,fraction,xm:servapibi,2026-09-22T19:16:43Z,xm/2022/01/PorcVoluUtilDiar_Sistema.2022-01-01.ndjson#PorcVoluUtilDiar:Sistema:2022-01-01:2022-01-31
2022-01-02,PrecBolsNaci,194.68077833333325,COP/kWh,xm:servapibi,2026-09-22T19:16:54Z,xm/2022/01/PrecBolsNaci_Sistema.2022-01-01.ndjson#PrecBolsNaci:Sistema:2022-01-01:2022-01-31
2022-01-02,PrecEscaAct,885.72915,COP/kWh,xm:servapibi,2026-09-22T19:16:52Z,xm/2022/01/PrecEscaAct_Sistema.2022-01-01.ndjson#PrecEscaAct:Sistema:2022-01-01:2022-01-31
2022-01-02,VoluUtilDiarEner,13302118300,kWh,xm:servapibi,2026-09-22T19:16:44Z,xm/2022/01/VoluUtilDiarEner_Sistema.2022-01-01.ndjson#VoluUtilDiarEner:Sistema:2022-01-01:2022-01-31
2022-01-03,AporEner,103965400,kWh,xm:servapibi,2026-09-22T19:16:47Z,xm/2022/01/AporEner_Sistema.2022-01-01.ndjson#AporEner:Sistema:2022-01-01:2022-01-31
2022-01-03,AporEnerMediHist,98100000,kWh,xm:servapibi,2026-09-22T19:16:48Z,xm/2022/01/AporEnerMediHist_Sistema.2022-01-01.ndjson#AporEnerMediHist:Sistema:2022-01-01:2022-01-31
2022-01-03,CapaUtilDiarEner,16835523220,kWh,xm:servapibi,2026-09-22T19:16:46Z,xm/2022/01/CapaUtilDiarEner_Sistema.2022-01-01.ndjson#CapaUtilDiarEner:Sistema:2022-01-01:2022-01-31
2022-01-03,DemaSIN,196037743.34,kWh,xm:servapibi,2026-09-22T19:16:51Z,xm/2022/01/DemaSIN_Sistema.2022-01-01.ndjson#DemaSIN:Sistema:2022-01-01:2022-01-31
2022-01-03,PorcApor,1.05979,fraction,xm:servapibi,2026-09-22T19:16:50Z,xm/2022/01/PorcApor_Sistema.2022-01-01.ndjson#PorcApor:Sistema:2022-01-01:2022-01-31
2022-01-03,PorcVoluUtilDiar,0.78786,fraction,xm:servapibi,2026-09-22T19:16:43Z,xm/2022/01/PorcVoluUtilDiar_Sistema.2022-01-01.ndjson#PorcVoluUtilDiar:Sistema:2022-01-01:2022-01-31
2022-01-03,PrecBolsNaci,203.05136833333327,COP/kWh,xm:servapibi,2026-09-22T19:16:54Z,xm/2022/01/PrecBolsNaci_Sistema.2022-01-01.ndjson#PrecBolsNaci:Sistema:2022-01-01:2022-01-31
2022-01-03,PrecEscaAct,885.72915,COP/kWh,xm:servapibi,2026-09-22T19:16:52Z,xm/2022/01/PrecEscaAct_Sistema.2022-01-01.ndjson#PrecEscaAct:Sistema:2022-01-01:2022-01-31
2022-01-03,VoluUtilDiarEner,13264100500,kWh,xm:servapibi,2026-09-22T19:16:44Z,xm/2022/01/VoluUtilDiarEner_Sistema.2022-01-01.ndjson#VoluUtilDiarEner:Sistema:2022-01-01:2022-01-31
2022-01-04,AporEner,98656700,kWh,xm:servapibi,2026-09-22T19:16:47Z,xm/2022/01/AporEner_Sistema.2022-01-01.ndjson#AporEner:Sistema:2022-01-01:2022-01-31
2022-01-04,AporEnerMediHist,98100000,kWh,xm:servapibi,2026-09-22T19:16:48Z,xm/2022/01/AporEnerMediHist_Sistema.2022-01-01.ndjson#AporEnerMediHist:Sistema:2022-01-01:2022-01-31
2022-01-04,CapaUtilDiarEner,16835523220,kWh,xm:servapibi,2026-09-22T19:16:46Z,xm/2022/01/CapaUtilDiarEner_Sistema.2022-01-01.ndjson#CapaUtilDiarEner:Sistema:2022-01-01:2022-01-31
2022-01-04,DemaSIN,202268953.5,kWh,xm:servapibi,2026-09-22T19:16:51Z,xm/2022/01/DemaSIN_Sistema.2022-01-01.ndjson#DemaSIN:Sistema:2022-01-01:2022-01-31
2022-01-04,PorcApor,1.00567,fraction,xm:servapibi,2026-09-22T19:16:50Z,xm/2022/01/PorcApor_Sistema.2022-01-01.ndjson#PorcApor:Sistema:2022-01-01:2022-01-31
2022-01-04,PorcVoluUtilDiar,0.78436,fraction,xm:servapibi,2026-09-22T19:16:43Z,xm/2022/01/PorcVoluUtilDiar_Sistema.2022-01-01.ndjson#PorcVoluUtilDiar:Sistema:2022-01-01:2022-01-31
2022-01-04,PrecBolsNaci,159.51555333333337,COP/kWh,xm:servapibi,2026-09-22T19:16:54Z,xm/2022/01/PrecBolsNaci_Sistema.2022-01-01.ndjson#PrecBolsNaci:Sistema:2022-01-01:2022-01-31
2022-01-04,PrecEscaAct,885.72915,COP/kWh,xm:servapibi,2026-09-22T19:16:52Z,xm/2022/01/PrecEscaAct_Sistema.2022-01-01.ndjson#PrecEscaAct:Sistema:2022-01-01:2022-01-31
2022-01-04,VoluUtilDiarEner,13205058100,kWh,xm:servapibi,2026-09-22T19:16:44Z,xm/2022/01/VoluUtilDiarEner_Sistema.2022-01-01.ndjson#VoluUtilDiarEner:Sistema:2022-01-01:2022-01-31
2022-01-05,AporEner,94045700,kWh,xm:servapibi,2026-09-22T19:16:47Z,xm/2022/01/AporEner_Sistema.2022-01-01.ndjson#AporEner:Sistema:2022-01-01:2022-01-31
2022-01-05,AporEnerMediHist,98100000,kWh,xm:servapibi,2026-09-22T19:16:48Z,xm/2022/01/AporEnerMediHist_Sistema.2022-01-01.ndjson#AporEnerMediHist:Sistema:2022-01-01:2022-01-31
2022-01-05,CapaUtilDiarEner,16835523220,kWh,xm:servapibi,2026-09-22T19:16:46Z,xm/2022/01/CapaUtilDiarEner_Sistema.2022-01-01.ndjson#CapaUtilDiarEner:Sistema:2022-01-01:2022-01-31
2022-01-05,DemaSIN,203458349.15,kWh,xm:servapibi,2026-09-22T19:16:51Z,xm/2022/01/DemaSIN_Sistema.2022-01-01.ndjson#DemaSIN:Sistema:2022-01-01:2022-01-31
2022-01-05,PorcApor,0.95867,fraction,xm:servapibi,2026-09-22T19:16:50Z,xm/2022/01/PorcApor_Sistema.2022-01-01.ndjson#PorcApor:Sistema:2022-01-01:2022-01-31
2022-01-05,PorcVoluUtilDiar,0.77895,fraction,xm:servapibi,2026-09-22T19:16:43Z,xm/2022/01/PorcVoluUtilDiar_Sistema.2022-01-01.ndjson#PorcVoluUtilDiar:Sistema:2022-01-01:2022-01-31
2022-01-05,PrecBolsNaci,171.87697333333338,COP/kWh,xm:servapibi,2026-09-22T19:16:54Z,xm/2022/01/PrecBolsNaci_Sistema.2022-01-01.ndjson#PrecBolsNaci:Sistema:2022-01-01:2022-01-31
2022-01-05,PrecEscaAct,885.72915,COP/kWh,xm:servapibi,2026-09-22T19:16:52Z,xm/2022/01/PrecEscaAct_Sistema.2022-01-01.ndjson#PrecEscaAct:Sistema:2022-01-01:2022-01-31
2022-01-05,VoluUtilDiarEner,13113998400,kWh,xm:servapibi,2026-09-22T19:16:44Z,xm/2022/01/VoluUtilDiarEner_Sistema.2022-01-01.ndjson#VoluUtilDiarEner:Sistema:2022-01-01:2022-01-31
2022-01-06,AporEner,107799700,kWh,xm:servapibi,2026-09-22T19:16:47Z,xm/2022/01/AporEner_Sistema.2022-01-01.ndjson#AporEner:Sistema:2022-01-01:2022-01-31
2022-01-06,AporEnerMediHist,98100000,kWh,xm:servapibi,2026-09-22T19:16:48Z,xm/2022/01/AporEnerMediHist_Sistema.2022-01-01.ndjson#AporEnerMediHist:Sistema:2022-01-01:2022-01-31
2022-01-06,CapaUtilDiarEner,16835523220,kWh,xm:servapibi,2026-09-22T19:16:46Z,xm/2022/01/CapaUtilDiarEner_Sistema.2022-01-01.ndjson#CapaUtilDiarEner:Sistema:2022-01-01:2022-01-31
2022-01-06,DemaSIN,204476066.24,kWh,xm:servapibi,2026-09-22T19:16:51Z,xm/2022/01/DemaSIN_Sistema.2022-01-01.ndjson#DemaSIN:Sistema:2022-01-01:2022-01-31
2022-01-06,PorcApor,1.09888,fraction,xm:servapibi,2026-09-22T19:16:50Z,xm/2022/01/PorcApor_Sistema.2022-01-01.ndjson#PorcApor:Sistema:2022-01-01:2022-01-31
2022-01-06,PorcVoluUtilDiar,0.77623,fraction,xm:servapibi,2026-09-22T19:16:43Z,xm/2022/01/PorcVoluUtilDiar_Sistema.2022-01-01.ndjson#PorcVoluUtilDiar:Sistema:2022-01-01:2022-01-31
2022-01-06,PrecBolsNaci,191.55491000000004,COP/kWh,xm:servapibi,2026-09-22T19:16:54Z,xm/2022/01/PrecBolsNaci_Sistema.2022-01-01.ndjson#PrecBolsNaci:Sistema:2022-01-01:2022-01-31
2022-01-06,PrecEscaAct,885.72915,COP/kWh,xm:servapibi,2026-09-22T19:16:52Z,xm/2022/01/PrecEscaAct_Sistema.2022-01-01.ndjson#PrecEscaAct:Sistema:2022-01-01:2022-01-31
2022-01-06,VoluUtilDiarEner,13068306200,kWh,xm:servapibi,2026-09-22T19:16:44Z,xm/2022/01/VoluUtilDiarEner_Sistema.2022-01-01.ndjson#VoluUtilDiarEner:Sistema:2022-01-01:2022-01-31
2022-01-07,AporEner,125021100,kWh,xm:servapibi,2026-09-22T19:16:47Z,xm/2022/01/AporEner_Sistema.2022-01-01.ndjson#AporEner:Sistema:2022-01-01:2022-01-31
2022-01-07,AporEnerMediHist,98100000,kWh,xm:servapibi,2026-09-22T19:16:48Z,xm/2022/01/AporEnerMediHist_Sistema.2022-01-01.ndjson#AporEnerMediHist:Sistema:2022-01-01:2022-01-31
2022-01-07,CapaUtilDiarEner,16835523220,kWh,xm:servapibi,2026-09-22T19:16:46Z,xm/2022/01/CapaUtilDiarEner_Sistema.2022-01-01.ndjson#CapaUtilDiarEner:Sistema:2022-01-01:2022-01-31
2022-01-07,DemaSIN,205311305.71,kWh,xm:servapibi,2026-09-22T19:16:51Z,xm/2022/01/DemaSIN_Sistema.2022-01-01.ndjson#DemaSIN:Sistema:2022-01-01:2022-01-31
2022-01-07,PorcApor,1.27443,fraction,xm:servapibi,2026-09-22T19:16:50Z,xm/2022/01/PorcApor_Sistema.2022-01-01.ndjson#PorcApor:Sistema:2022-01-01:2022-01-31
2022-01-07,PorcVoluUtilDiar,0.77386,fraction,xm:servapibi,2026-09-22T19:16:43Z,xm/2022/01/PorcVoluUtilDiar_Sistema.2022-01-01.ndjson#PorcVoluUtilDiar:Sistema:2022-01-01:2022-01-31
2022-01-07,PrecBolsNaci,197.32527333333337,COP/kWh,xm:servapibi,2026-09-22T19:16:54Z,xm/2022/01/PrecBolsNaci_Sistema.2022-01-01.ndjson#PrecBolsNaci:Sistema:2022-01-01:2022-01-31
2022-01-07,PrecEscaAct,885.72915,COP/kWh,xm:servapibi,2026-09-22T19:16:52Z,xm/2022/01/PrecEscaAct_Sistema.2022-01-01.ndjson#PrecEscaAct:Sistema:2022-01-01:2022-01-31
2022-01-07,VoluUtilDiarEner,13028397000,kWh,xm:servapibi,2026-09-22T19:16:44Z,xm/2022/01/VoluUtilDiarEner_Sistema.2022-01-01.ndjson#VoluUtilDiarEner:Sistema:2022-01-01:2022-01-31
2022-01-08,AporEner,96123500,kWh,xm:servapibi,2026-09-22T19:16:47Z,xm/2022/01/AporEner_Sistema.2022-01-01.ndjson#AporEner:Sistema:2022-01-01:2022-01-31
2022-01-08,AporEnerMediHist,98100000,kWh,xm:servapibi,2026-09-22T19:16:48Z,xm/2022/01/AporEnerMediHist_Sistema.2022-01-01.ndjson#AporEnerMediHist:Sistema:2022-01-01:2022-01-31
2022-01-08,CapaUtilDiarEner,16835523220,kWh,xm:servapibi,2026-09-22T19:16:46Z,xm/2022/01/CapaUtilDiarEner_Sistema.2022-01-01.ndjson#CapaUtilDiarEner:Sistema:2022-01-01:2022-01-31
2022-01-08,DemaSIN,199685371.62,kWh,xm:servapibi,2026-09-22T19:16:51Z,xm/2022/01/DemaSIN_Sistema.2022-01-01.ndjson#DemaSIN:Sistema:2022-01-01:2022-01-31
2022-01-08,PorcApor,0.97985,fraction,xm:servapibi,2026-09-22T19:16:50Z,xm/2022/01/PorcApor_Sistema.2022-01-01.ndjson#PorcApor:Sistema:2022-01-01:2022-01-31
2022-01-08,PorcVoluUtilDiar,0.7697,fraction,xm:servapibi,2026-09-22T19:16:43Z,xm/2022/01/PorcVoluUtilDiar_Sistema.2022-01-01.ndjson#PorcVoluUtilDiar:Sistema:2022-01-01:2022-01-31
2022-01-08,PrecBolsNaci,203.70790333333332,COP/kWh,xm:servapibi,2026-09-22T19:16:54Z,xm/2022/01/PrecBolsNaci_Sistema.2022-01-01.ndjson#PrecBolsNaci:Sistema:2022-01-01:2022-01-31
2022-01-08,PrecEscaAct,885.72915,COP/kWh,xm:servapibi,2026-09-22T19:16:52Z,xm/2022/01/PrecEscaAct_Sistema.2022-01-01.ndjson#PrecEscaAct:Sistema:2022-01-01:2022-01-31
2022-01-08,VoluUtilDiarEner,12958364400,kWh,xm:servapibi,2026-09-22T19:16:44Z,xm/2022/01/VoluUtilDiarEner_Sistema.2022-01-01.ndjson#VoluUtilDiarEner:Sistema:2022-01-01:2022-01-31
2022-01-09,AporEner,92590900,kWh,xm:servapibi,2026-09-22T19:16:47Z,xm/2022/01/AporEner_Sistema.2022-01-01.ndjson#AporEner:Sistema:2022-01-01:2022-01-31
2022-01-09,AporEnerMediHist,98100000,kWh,xm:servapibi,2026-09-22T19:16:48Z,xm/2022/01/AporEnerMediHist_Sistema.2022-01-01.ndjson#AporEnerMediHist:Sistema:2022-01-01:2022-01-31
2022-01-09,CapaUtilDiarEner,16835523220,kWh,xm:servapibi,2026-09-22T19:16:46Z,xm/2022/01/CapaUtilDiarEner_Sistema.2022-01-01.ndjson#CapaUtilDiarEner:Sistema:2022-01-01:2022-01-31
2022-01-09,DemaSIN,183313638.29,kWh,xm:servapibi,2026-09-22T19:16:51Z,xm/2022/01/DemaSIN_Sistema.2022-01-01.ndjson#DemaSIN:Sistema:2022-01-01:2022-01-31
2022-01-09,PorcApor,0.94384,fraction,xm:servapibi,2026-09-22T19:16:50Z,xm/2022/01/PorcApor_Sistema.2022-01-01.ndjson#PorcApor:Sistema:2022-01-01:2022-01-31
2022-01-09,PorcVoluUtilDiar,0.76606,fraction,xm:servapibi,2026-09-22T19:16:43Z,xm/2022/01/PorcVoluUtilDiar_Sistema.2022-01-01.ndjson#PorcVoluUtilDiar:Sistema:2022-01-01:2022-01-31
2022-01-09,PrecBolsNaci,199.22224666666673,COP/kWh,xm:servapibi,2026-09-22T19:16:54Z,xm/2022/01/PrecBolsNaci_Sistema.2022-01-01.ndjson#PrecBolsNaci:Sistema:2022-01-01:2022-01-31
2022-01-09,PrecEscaAct,885.72915,COP/kWh,xm:servapibi,2026-09-22T19:16:52Z,xm/2022/01/PrecEscaAct_Sistema.2022-01-01.ndjson#PrecEscaAct:Sistema:2022-01-01:2022-01-31
2022-01-09,VoluUtilDiarEner,12896967200,kWh,xm:servapibi,2026-09-22T19:16:44Z,xm/2022/01/VoluUtilDiarEner_Sistema.2022-01-01.ndjson#VoluUtilDiarEner:Sistema:2022-01-01:2022-01-31
2022-01-10,AporEner,88306100,kWh,xm:servapibi,2026-09-22T19:16:47Z,xm/2022/01/AporEner_Sistema.2022-01-01.ndjson#AporEner:Sistema:2022-01-01:2022-01-31
2022-01-10,AporEnerMediHist,98100000,kWh,xm:servapibi,2026-09-22T19:16:48Z,xm/2022/01/AporEnerMediHist_Sistema.2022-01-01.ndjson#AporEnerMediHist:Sistema:2022-01-01:2022-01-31
2022-01-10,CapaUtilDiarEner,16835523220,kWh,xm:servapibi,2026-09-22T19:16:46Z,xm/2022/01/CapaUtilDiarEner_Sistema.2022-01-01.ndjson#CapaUtilDiarEner:Sistema:2022-01-01:2022-01-31
2022-01-10,DemaSIN,184680174.93,kWh,xm:servapibi,2026-09-22T19:16:51Z,xm/2022/01/DemaSIN_Sistema.2022-01-01.ndjson#DemaSIN:Sistema:2022-01-01:2022-01-31
2022-01-10,PorcApor,0.90016,fraction,xm:servapibi,2026-09-22T19:16:50Z,xm/2022/01/PorcApor_Sistema.2022-01-01.ndjson#PorcApor:Sistema:2022-01-01:2022-01-31
2022-01-10,PorcVoluUtilDiar,0.76263,fraction,xm:servapibi,2026-09-22T19:16:43Z,xm/2022/01/PorcVoluUtilDiar_Sistema.2022-01-01.ndjson#PorcVoluUtilDiar:Sistema:2022-01-01:2022-01-31
2022-01-10,PrecBolsNaci,203.03868999999995,COP/kWh,xm:servapibi,2026-09-22T19:16:54Z,xm/2022/01/PrecBolsNaci_Sistema.2022-01-01.ndjson#PrecBolsNaci:Sistema:2022-01-01:2022-01-31
2022-01-10,PrecEscaAct,885.72915,COP/kWh,xm:servapibi,2026-09-22T19:16:52Z,xm/2022/01/PrecEscaAct_Sistema.2022-01-01.ndjson#PrecEscaAct:Sistema:2022-01-01:2022-01-31
2022-01-10,VoluUtilDiarEner,12839280500,kWh,xm:servapibi,2026-09-22T19:16:44Z,xm/2022/01/VoluUtilDiarEner_Sistema.2022-01-01.ndjson#VoluUtilDiarEner:Sistema:2022-01-01:2022-01-31
2022-01-11,AporEner,87214700,kWh,xm:servapibi,2026-09-22T19:16:47Z,xm/2022/01/AporEner_Sistema.2022-01-01.ndjson#AporEner:Sistema:2022-01-01:2022-01-31
2022-01-11,AporEnerMediHist,98100000,kWh,xm:servapibi,2026-09-22T19:16:48Z,xm/2022/01/AporEnerMediHist_Sistema.2022-01-01.ndjson#AporEnerMediHist:Sistema:2022-01-01:2022-01-31
2022-01-11,CapaUtilDiarEner,16835523220,kWh,xm:servapibi,2026-09-22T19:16:46Z,xm/2022/01/CapaUtilDiarEner_Sistema.2022-01-01.ndjson#CapaUtilDiarEner:Sistema:2022-01-01:2022-01-31
2022-01-11,DemaSIN,202950267.01,kWh,xm:servapibi,2026-09-22T19:16:51Z,xm/2022/01/DemaSIN_Sistema.2022-01-01.ndjson#DemaSIN:Sistema:2022-01-01:2022-01-31
2022-01-11,PorcApor,0.88904,fraction,xm:servapibi,2026-09-22T19:16:50Z,xm/2022/01/PorcApor_Sistema.2022-01-01.ndjson#PorcApor:Sistema:2022-01-01:2022-01-31
2022-01-11,PorcVoluUtilDiar,0.75815,fraction,xm:servapibi,2026-09-22T19:16:43Z,xm/2022/01/PorcVoluUtilDiar_Sistema.2022-01-01.ndjson#PorcVoluUtilDiar:Sistema:2022-01-01:2022-01-31
2022-01-11,PrecBolsNaci,245.78851,COP/kWh,xm:servapibi,2026-09-22T19:16:54Z,xm/2022/01/PrecBolsNaci_Sistema.2022-01-01.ndjson#PrecBolsNaci:Sistema:2022-01-01:2022-01-31
2022-01-11,PrecEscaAct,885.72915,COP/kWh,xm:servapibi,2026-09-22T19:16:52Z,xm/2022/01/PrecEscaAct_Sistema.2022-01-01.ndjson#PrecEscaAct:Sistema:2022-01-01:2022-01-31
2022-01-11,VoluUtilDiarEner,12763892200,kWh,xm:servapibi,2026-09-22T19:16:44Z,xm/2022/01/VoluUtilDiarEner_Sistema.2022-01-01.ndjson#VoluUtilDiarEner:Sistema:2022-01-01:2022-01-31
2022-01-12,AporEner,85559300,kWh,xm:servapibi,2026-09-22T19:16:47Z,xm/2022/01/AporEner_Sistema.2022-01-01.ndjson#AporEner:Sistema:2022-01-01:2022-01-31
2022-01-12,AporEnerMediHist,98100000,kWh,xm:servapibi,2026-09-22T19:16:48Z,xm/2022/01/AporEnerMediHist_Sistema.2022-01-01.ndjson#AporEnerMediHist:Sistema:2022-01-01:2022-01-31
2022-01-12,CapaUtilDiarEner,16835523220,kWh,xm:servapibi,2026-09-22T19:16:46Z,xm/2022/01/CapaUtilDiarEner_Sistema.2022-01-01.ndjson#CapaUtilDiarEner:Sistema:2022-01-01:2022-01-31
2022-01-12,DemaSIN,207120426.61,kWh,xm:servapibi,2026-09-22T19:16:51Z,xm/2022/01/DemaSIN_Sistema.2022-01-01.ndjson#DemaSIN:Sistema:2022-01-01:2022-01-31
2022-01-12,PorcApor,0.87216,fraction,xm:servapibi,2026-09-22T19:16:50Z,xm/2022/01/PorcApor_Sistema.2022-01-01.ndjson#PorcApor:Sistema:2022-01-01:2022-01-31
2022-01-12,PorcVoluUtilDiar,0.75422,fraction,xm:servapibi,2026-09-22T19:16:43Z,xm/2022/01/PorcVoluUtilDiar_Sistema.2022-01-01.ndjson#PorcVoluUtilDiar:Sistema:2022-01-01:2022-01-31
2022-01-12,PrecBolsNaci,242.5415866666668,COP/kWh,xm:servapibi,2026-09-22T19:16:54Z,xm/2022/01/PrecBolsNaci_Sistema.2022-01-01.ndjson#PrecBolsNaci:Sistema:2022-01-01:2022-01-31
2022-01-12,PrecEscaAct,885.72915,COP/kWh,xm:servapibi,2026-09-22T19:16:52Z,xm/2022/01/PrecEscaAct_Sistema.2022-01-01.ndjson#PrecEscaAct:Sistema:2022-01-01:2022-01-31
2022-01-12,VoluUtilDiarEner,12697705100,kWh,xm:servapibi,2026-09-22T19:16:44Z,xm/2022/01/VoluUtilDiarEner_Sistema.2022-01-01.ndjson#VoluUtilDiarEner:Sistema:2022-01-01:2022-01-31
2022-01-13,AporEner,93526400,kWh,xm:servapibi,2026-09-22T19:16:47Z,xm/2022/01/AporEner_Sistema.2022-01-01.ndjson#AporEner:Sistema:2022-01-01:2022-01-31
2022-01-13,AporEnerMediHist,98100000,kWh,xm:servapibi,2026-09-22T19:16:48Z,xm/2022/01/AporEnerMediHist_Sistema.2022-01-01.ndjson#AporEnerMediHist:Sistema:2022-01-01:2022-01-31
2022-01-13,CapaUtilDiarEner,16835523220,kWh,xm:servapibi,2026-09-22T19:16:46Z,xm/2022/01/CapaUtilDiarEner_Sistema.2022-01-01.ndjson#CapaUtilDiarEner:Sistema:2022-01-01:2022-01-31
2022-01-13,DemaSIN,208434438.22,kWh,xm:servapibi,2026-09-22T19:16:51Z,xm/2022/01/DemaSIN_Sistema.2022-01-01.ndjson#DemaSIN:Sistema:2022-01-01:2022-01-31
2022-01-13,PorcApor,0.95338,fraction,xm:servapibi,2026-09-22T19:16:50Z,xm/2022/01/PorcApor_Sistema.2022-01-01.ndjson#PorcApor:Sistema:2022-01-01:2022-01-31
2022-01-13,PorcVoluUtilDiar,0.75104,fraction,xm:servapibi,2026-09-22T19:16:43Z,xm/2022/01/PorcVoluUtilDiar_Sistema.2022-01-01.ndjson#PorcVoluUtilDiar:Sistema:2022-01-01:2022-01-31
2022-01-13,PrecBolsNaci,238.95292666666674,COP/kWh,xm:servapibi,2026-09-22T19:16:54Z,xm/2022/01/PrecBolsNaci_Sistema.2022-01-01.ndjson#PrecBolsNaci:Sistema:2022-01-01:2022-01-31
2022-01-13,PrecEscaAct,885.72915,COP/kWh,xm:servapibi,2026-09-22T19:16:52Z,xm/2022/01/PrecEscaAct_Sistema.2022-01-01.ndjson#PrecEscaAct:Sistema:2022-01-01:2022-01-31
2022-01-13,VoluUtilDiarEner,12644091000,kWh,xm:servapibi,2026-09-22T19:16:44Z,xm/2022/01/VoluUtilDiarEner_Sistema.2022-01-01.ndjson#VoluUtilDiarEner:Sistema:2022-01-01:2022-01-31
2022-01-14,AporEner,138276600,kWh,xm:servapibi,2026-09-22T19:16:47Z,xm/2022/01/AporEner_Sistema.2022-01-01.ndjson#AporEner:Sistema:2022-01-01:2022-01-31
2022-01-14,AporEnerMediHist,98100000,kWh,xm:servapibi,2026-09-22T19:16:48Z,xm/2022/01/AporEnerMediHist_Sistema.2022-01-01.ndjson#AporEnerMediHist:Sistema:2022-01-01:2022-01-31
2022-01-14,CapaUtilDiarEner,16835523220,kWh,xm:servapibi,2026-09-22T19:16:46Z,xm/2022/01/CapaUtilDiarEner_Sistema.2022-01-01.ndjson#CapaUtilDiarEner:Sistema:2022-01-01:2022-01-31
2022-01-14,DemaSIN,208713703.95,kWh,xm:servapibi,2026-09-22T19:16:51Z,xm/2022/01/DemaSIN_Sistema.2022-01-01.ndjson#DemaSIN:Sistema:2022-01-01:2022-01-31
2022-01-14,PorcApor,1.40955,fraction,xm:servapibi,2026-09-22T19:16:50Z,xm/2022/01/PorcApor_Sistema.2022-01-01.ndjson#PorcApor:Sistema:2022-01-01:2022-01-31
2022-01-14,PorcVoluUtilDiar,0.75074,fraction,xm:servapibi,2026-09-22T19:16:43Z,xm/2022/01/PorcVoluUtilDiar_Sistema.2022-01-01.ndjson#PorcVoluUtilDiar:Sistema:2022-01-01:2022-01-31
2022-01-14,PrecBolsNaci,253.13515000000004,COP/kWh,xm:servapibi,2026-09-22T19:16:54Z,xm/2022/01/PrecBolsNaci_Sistema.2022-01-01.ndjson#PrecBolsNaci:Sistema:2022-01-01:2022-01-31
