date,metric,value,unit,source,fetched_at,raw_ref
2023-01-03,CapaUtilDiarEner,18194181867,kWh,xm:servapibi,2026-09-22T19:19:49Z,xm/2023/01/CapaUtilDiarEner_Sistema.ndjson.gz#CapaUtilDiarEner:Sistema:2023-01-01:2023-01-31
2023-01-03,DemaSIN,201591099.63,kWh,xm:servapibi,2026-09-22T19:19:54Z,xm/2023/01/DemaSIN_Sistema.ndjson.gz#DemaSIN:Sistema:2023-01-01:2023-01-31
2023-01-03,PorcApor,1.36555,fraction,xm:servapibi,2026-09-22T19:19:53Z,xm/2023/01/PorcApor_Sistema.ndjson.gz#PorcApor:Sistema:2023-01-01:2023-01-31
2023-01-03,PorcVoluUtilDiar,0.78659,fraction,xm:servapibi,2026-09-22T19:19:46Z,xm/2023/01/PorcVoluUtilDiar_Sistema.ndjson.gz#PorcVoluUtilDiar:Sistema:2023-01-01:2023-01-31
2023-01-03,PrecBolsNaci,531.0935100000002,COP/kWh,xm:servapibi,2026-09-22T19:19:57Z,xm/2023/01/PrecBolsNaci_Sistema.ndjson.gz#PrecBolsNaci:Sistema:2023-01-01:2023-01-31
2023-01-03,PrecEscaAct,1309.80228,COP/kWh,xm:servapibi,2026-09-22T19:19:55Z,xm/2023/01/PrecEscaAct_Sistema.ndjson.gz#PrecEscaAct:Sistema:2023-01-01:2023-01-31
2023-01-03,VoluUtilDiarEner,14311372700,kWh,xm:servapibi,2026-09-22T19:19:47Z,xm/2023/01/VoluUtilDiarEner_Sistema.ndjson.gz#VoluUtilDiarEner:Sistema:2023-01-01:2023-01-31
2023-01-04,AporEner,191394200,kWh,xm:servapibi,2026-09-22T19:19:50Z,xm/2023/01/AporEner_Sistema.ndjson.gz#AporEner:Sistema:2023-01-01:2023-01-31
2023-01-04,AporEnerMediHist,134760000,kWh,xm:servapibi,2026-09-22T19:19:51Z,xm/2023/01/AporEnerMediHist_Sistema.ndjson.gz#AporEnerMediHist:Sistema:2023-01-01:2023-01-31
2023-01-04,CapaUtilDiarEner,18194181867,kWh,xm:servapibi,2026-09-22T19:19:49Z,xm/2023/01/CapaUtilDiarEner_Sistema.ndjson.gz#CapaUtilDiarEner:Sistema:2023-01-01:2023-01-31
2023-01-04,DemaSIN,205939247.84,kWh,xm:servapibi,2026-09-22T19:19:54Z,xm/2023/01/DemaSIN_Sistema.ndjson.gz#DemaSIN:Sistema:2023-01-01:2023-01-31
2023-01-04,PorcApor,1.42026,fraction,xm:servapibi,2026-09-22T19:19:53Z,xm/2023/01/PorcApor_Sistema.ndjson.gz#PorcApor:Sistema:2023-01-01:2023-01-31
2023-01-04,PorcVoluUtilDiar,0.78374,fraction,xm:servapibi,2026-09-22T19:19:46Z,xm/2023/01/PorcVoluUtilDiar_Sistema.ndjson.gz#PorcVoluUtilDiar:Sistema:2023-01-01:2023-01-31
2023-01-04,PrecBolsNaci,556.6878333333333,COP/kWh,xm:servapibi,2026-09-22T19:19:57Z,xm/2023/01/PrecBolsNaci_Sistema.ndjson.gz#PrecBolsNaci:Sistema:2023-01-01:2023-01-31
2023-01-04,PrecEscaAct,1309.80228,COP/kWh,xm:servapibi,2026-09-22T19:19:55Z,xm/2023/01/PrecEscaAct_Sistema.ndjson.gz#PrecEscaAct:Sistema:2023-01-01:2023-01-31
2023-01-04,VoluUtilDiarEner,14259484300,kWh,xm:servapibi,2026-09-22T19:19:47Z,xm/2023/01/VoluUtilDiarEner_Sistema.ndjson.gz#VoluUtilDiarEner:Sistema:2023-01-01:2023-01-31
2023-01-05,AporEner,163372500,kWh,xm:servapibi,2026-09-22T19:19:50Z,xm/2023/01/AporEner_Sistema.ndjson.gz#AporEner:Sistema:2023-01-01:2023-01-31
2023-01-05,AporEnerMediHist,134760000,kWh,xm:servapibi,2026-09-22T19:19:51Z,xm/2023/01/AporEnerMediHist_Sistema.ndjson.gz#AporEnerMediHist:Sistema:2023-01-01:2023-01-31
2023-01-05,CapaUtilDiarEner,18194181867,kWh,xm:servapibi,2026-09-22T19:19:49Z,xm/2023/01/CapaUtilDiarEner_Sistema.ndjson.gz#CapaUtilDiarEner:Sistema:2023-01-01:2023-01-31
2023-01-05,DemaSIN,207000469.21,kWh,xm:servapibi,2026-09-22T19:19:54Z,xm/2023/01/DemaSIN_Sistema.ndjson.gz#DemaSIN:Sistema:2023-01-01:2023-01-31
2023-01-05,PorcApor,1.21232,fraction,xm:servapibi,2026-09-22T19:19:53Z,xm/2023/01/PorcApor_Sistema.ndjson.gz#PorcApor:Sistema:2023-01-01:2023-01-31
2023-01-05,PorcVoluUtilDiar,0.78072,fraction,xm:servapibi,2026-09-22T19:19:46Z,xm/2023/01/PorcVoluUtilDiar_Sistema.ndjson.gz#PorcVoluUtilDiar:Sistema:2023-01-01:2023-01-31
2023-01-05,PrecBolsNaci,560.9733533333335,COP/kWh,xm:servapibi,2026-09-22T19:19:57Z,xm/2023/01/PrecBolsNaci_Sistema.ndjson.gz#PrecBolsNaci:Sistema:2023-01-01:2023-01-31
2023-01-05,PrecEscaAct,1309.80228,COP/kWh,xm:servapibi,2026-09-22T19:19:55Z,xm/2023/01/PrecEscaAct_Sistema.ndjson.gz#PrecEscaAct:Sistema:2023-01-01:2023-01-31
2023-01-05,VoluUtilDiarEner,14204531600,kWh,xm:servapibi,2026-09-22T19:19:47Z,xm/2023/01/VoluUtilDiarEner_Sistema.ndjson.gz#VoluUtilDiarEner:Sistema:2023-01-01:2023-01-31
2023-01-06,AporEner,175842500,kWh,xm:servapibi,2026-09-22T19:19:50Z,xm/2023/01/AporEner_Sistema.ndjson.gz#AporEner:Sistema:2023-01-01:2023-01-31
2023-01-06,AporEnerMediHist,134760000,kWh,xm:servapibi,2026-09-22T19:19:51Z,xm/2023/01/AporEnerMediHist_Sistema.ndjson.gz#AporEnerMediHist:Sistema:2023-01-01:2023-01-31
2023-01-06,CapaUtilDiarEner,18194181867,kWh,xm:servapibi,2026-09-22T19:19:49Z,xm/2023/01/CapaUtilDiarEner_Sistema.ndjson.gz#CapaUtilDiarEner:Sistema:2023-01-01:2023-01-31
2023-01-06,DemaSIN,209745770.78,kWh,xm:servapibi,2026-09-22T19:19:54Z,xm/2023/01/DemaSIN_Sistema.ndjson.gz#DemaSIN:Sistema:2023-01-01:2023-01-31
2023-01-06,PorcApor,1.30486,fraction,xm:servapibi,2026-09-22T19:19:53Z,xm/2023/01/PorcApor_Sistema.ndjson.gz#PorcApor:Sistema:2023-01-01:2023-01-31
2023-01-06,PorcVoluUtilDiar,0.77881,fraction,xm:servapibi,2026-09-22T19:19:46Z,xm/2023/01/PorcVoluUtilDiar_Sistema.ndjson.gz#PorcVoluUtilDiar:Sistema:2023-01-01:2023-01-31
2023-01-06,PrecBolsNaci,526.7276283333335,COP/kWh,xm:servapibi,2026-09-22T19:19:57Z,xm/2023/01/PrecBolsNaci_Sistema.ndjson.gz#PrecBolsNaci:Sistema:2023-01-01:2023-01-31
2023-01-06,PrecEscaAct,1309.80228,COP/kWh,xm:servapibi,2026-09-22T19:19:55Z,xm/2023/01/PrecEscaAct_Sistema.ndjson.gz#PrecEscaAct:Sistema:2023-01-01:2023-01-31
2023-01-06,VoluUtilDiarEner,14169821500,kWh,xm:servapibi,2026-09-22T19:19:47Z,xm/2023/01/VoluUtilDiarEner_Sistema.ndjson.gz#VoluUtilDiarEner:Sistema:2023-01-01:2023-01-31
2023-01-07,AporEner,221568300,kWh,xm:servapibi,2026-09-22T19:19:50Z,xm/2023/01/AporEner_Sistema.ndjson.gz#AporEner:Sistema:2023-01-01:2023-01-31
2023-01-07,AporEnerMediHist,134760000,kWh,xm:servapibi,2026-09-22T19:19:51Z,xm/2023/01/AporEnerMediHist_Sistema.ndjson.gz#AporEnerMediHist:Sistema:2023-01-01:2023-01-31
2023-01-07,CapaUtilDiarEner,18194181867,kWh,xm:servapibi,2026-09-22T19:19:49Z,xm/2023/01/CapaUtilDiarEner_Sistema.ndjson.gz#CapaUtilDiarEner:Sistema:2023-01-01:2023-01-31
2023-01-07,DemaSIN,201557703.76,kWh,xm:servapibi,2026-09-22T19:19:54Z,xm/2023/01/DemaSIN_Sistema.ndjson.gz#DemaSIN:Sistema:2023-01-01:2023-01-31
2023-01-07,PorcApor,1.64417,fraction,xm:servapibi,2026-09-22T19:19:53Z,xm/2023/01/PorcApor_Sistema.ndjson.gz#PorcApor:Sistema:2023-01-01:2023-01-31
2023-01-07,PorcVoluUtilDiar,0.77964,fraction,xm:servapibi,2026-09-22T19:19:46Z,xm/2023/01/PorcVoluUtilDiar_Sistema.ndjson.gz#PorcVoluUtilDiar:Sistema:2023-01-01:2023-01-31
2023-01-07,PrecBolsNaci,503.2561899999999,COP/kWh,xm:servapibi,2026-09-22T19:19:57Z,xm/2023/01/PrecBolsNaci_Sistema.ndjson.gz#PrecBolsNaci:Sistema:2023-01-01:2023-01-31
2023-01-07,PrecEscaAct,1309.80228,COP/kWh,xm:servapibi,2026-09-22T19:19:55Z,xm/2023/01/PrecEscaAct_Sistema.ndjson.gz#PrecEscaAct:Sistema:2023-01-01:2023-01-31
2023-01-07,VoluUtilDiarEner,14184971600,kWh,xm:servapibi,2026-09-22T19:19:47Z,xm/2023/01/VoluUtilDiarEner_Sistema.ndjson.gz#VoluUtilDiarEner:Sistema:2023-01-01:2023-01-31
2023-01-08,AporEner,226152700,kWh,xm:servapibi,2026-09-22T19:19:50Z,xm/2023/01/AporEner_Sistema.ndjson.gz#AporEner:Sistema:2023-01-01:2023-01-31
2023-01-08,AporEnerMediHist,134760000,kWh,xm:servapibi,2026-09-22T19:19:51Z,xm/2023/01/AporEnerMediHist_Sistema.ndjson.gz#AporEnerMediHist:Sistema:2023-01-01:2023-01-31
2023-01-08,CapaUtilDiarEner,18194181867,kWh,xm:servapibi,2026-09-22T19:19:49Z,xm/2023/01/CapaUtilDiarEner_Sistema.ndjson.gz#CapaUtilDiarEner:Sistema:2023-01-01:2023-01-31
2023-01-08,DemaSIN,182952543.46,kWh,xm:servapibi,2026-09-22T19:19:54Z,xm/2023/01/DemaSIN_Sistema.ndjson.gz#DemaSIN:Sistema:2023-01-01:2023-01-31
2023-01-08,PorcApor,1.67819,fraction,xm:servapibi,2026-09-22T19:19:53Z,xm/2023/01/PorcApor_Sistema.ndjson.gz#PorcApor:Sistema:2023-01-01:2023-01-31
2023-01-08,PorcVoluUtilDiar,0.78111,fraction,xm:servapibi,2026-09-22T19:19:46Z,xm/2023/01/PorcVoluUtilDiar_Sistema.ndjson.gz#PorcVoluUtilDiar:Sistema:2023-01-01:2023-01-31
2023-01-08,PrecBolsNaci,415.881105,COP/kWh,xm:servapibi,2026-09-22T19:19:57Z,xm/2023/01/PrecBolsNaci_Sistema.ndjson.gz#PrecBolsNaci:Sistema:2023-01-01:2023-01-31
2023-01-08,PrecEscaAct,1309.80228,COP/kWh,xm:servapibi,2026-09-22T19:19:55Z,xm/2023/01/PrecEscaAct_Sistema.ndjson.gz#PrecEscaAct:Sistema:2023-01-01:2023-01-31
2023-01-08,VoluUtilDiarEner,14211719400,kWh,xm:servapibi,2026-09-22T19:19:47Z,xm/2023/01/VoluUtilDiarEner_Sistema.ndjson.gz#VoluUtilDiarEner:Sistema:2023-01-01:2023-01-31
2023-01-09,AporEner,192047200,kWh,xm:servapibi,2026-09-22T19:19:50Z,xm/2023/01/AporEner_Sistema.ndjson.gz#AporEner:Sistema:2023-01-01:2023-01-31
2023-01-09,AporEnerMediHist,134760000,kWh,xm:servapibi,2026-09-22T19:19:51Z,xm/2023/01/AporEnerMediHist_Sistema.ndjson.gz#AporEnerMediHist:Sistema:2023-01-01:2023-01-31
2023-01-09,CapaUtilDiarEner,18194181867,kWh,xm:servapibi,2026-09-22T19:19:49Z,xm/2023/01/CapaUtilDiarEner_Sistema.ndjson.gz#CapaUtilDiarEner:Sistema:2023-01-01:2023-01-31
2023-01-09,DemaSIN,187381158.76,kWh,xm:servapibi,2026-09-22T19:19:54Z,xm/2023/01/DemaSIN_Sistema.ndjson.gz#DemaSIN:Sistema:2023-01-01:2023-01-31
2023-01-09,PorcApor,1.42511,fraction,xm:servapibi,2026-09-22T19:19:53Z,xm/2023/01/PorcApor_Sistema.ndjson.gz#PorcApor:Sistema:2023-01-01:2023-01-31
2023-01-09,PorcVoluUtilDiar,0.78089,fraction,xm:servapibi,2026-09-22T19:19:46Z,xm/2023/01/PorcVoluUtilDiar_Sistema.ndjson.gz#PorcVoluUtilDiar:Sistema:2023-01-01:2023-01-31
2023-01-09,PrecBolsNaci,432.68716666666666,COP/kWh,xm:servapibi,2026-09-22T19:19:57Z,xm/2023/01/PrecBolsNaci_Sistema.ndjson.gz#PrecBolsNaci:Sistema:2023-01-01:2023-01-31
2023-01-09,PrecEscaAct,1309.80228,COP/kWh,xm:servapibi,2026-09-22T19:19:55Z,xm/2023/01/PrecEscaAct_Sistema.ndjson.gz#PrecEscaAct:Sistema:2023-01-01:2023-01-31
2023-01-09,VoluUtilDiarEner,14207582100,kWh,xm:servapibi,2026-09-22T19:19:47Z,xm/2023/01/VoluUtilDiarEner_Sistema.ndjson.gz#VoluUtilDiarEner:Sistema:2023-01-01:2023-01-31
2023-01-10,AporEner,255572300,kWh,xm:servapibi,2026-09-22T19:19:50Z,xm/2023/01/AporEner_Sistema.ndjson.gz#AporEner:Sistema:2023-01-01:2023-01-31
2023-01-10,AporEnerMediHist,134760000,kWh,xm:servapibi,2026-09-22T19:19:51Z,xm/2023/01/AporEnerMediHist_Sistema.ndjson.gz#AporEnerMediHist:Sistema:2023-01-01:2023-01-31
2023-01-10,CapaUtilDiarEner,18194181867,kWh,xm:servapibi,2026-09-22T19:19:49Z,xm/2023/01/CapaUtilDiarEner_Sistema.ndjson.gz#CapaUtilDiarEner:Sistema:2023-01-01:2023-01-31
2023-01-10,DemaSIN,205902054.24,kWh,xm:servapibi,2026-09-22T19:19:54Z,xm/2023/01/DemaSIN_Sistema.ndjson.gz#DemaSIN:Sistema:2023-01-01:2023-01-31
2023-01-10,PorcApor,1.8965,fraction,xm:servapibi,2026-09-22T19:19:53Z,xm/2023/01/PorcApor_Sistema.ndjson.gz#PorcApor:Sistema:2023-01-01:2023-01-31
2023-01-10,PorcVoluUtilDiar,0.78219,fraction,xm:servapibi,2026-09-22T19:19:46Z,xm/2023/01/PorcVoluUtilDiar_Sistema.ndjson.gz#PorcVoluUtilDiar:Sistema:2023-01-01:2023-01-31
2023-01-10,PrecBolsNaci,382.0447666666666,COP/kWh,xm:servapibi,2026-09-22T19:19:57Z,xm/2023/01/PrecBolsNaci_Sistema.ndjson.gz#PrecBolsNaci:Sistema:2023-01-01:2023-01-31
2023-01-10,PrecEscaAct,1309.80228,COP/kWh,xm:servapibi,2026-09-22T19:19:55Z,xm/2023/01/PrecEscaAct_Sistema.ndjson.gz#PrecEscaAct:Sistema:2023-01-01:2023-01-31
2023-01-10,VoluUtilDiarEner,14231229800,kWh,xm:servapibi,2026-09-22T19:19:47Z,xm/2023/01/VoluUtilDiarEner_Sistema.ndjson.gz#VoluUtilDiarEner:Sistema:2023-01-01:2023-01-31
2023-01-11,AporEner,276497100,kWh,xm:servapibi,2026-09-22T19:19:50Z,xm/2023/01/AporEner_Sistema.ndjson.gz#AporEner:Sistema:2023-01-01:2023-01-31
2023-01-11,AporEnerMediHist,134760000,kWh,xm:servapibi,2026-09-22T19:19:51Z,xm/2023/01/AporEnerMediHist_Sistema.ndjson.gz#AporEnerMediHist:Sistema:2023-01-01:2023-01-31
2023-01-11,CapaUtilDiarEner,18194181867,kWh,xm:servapibi,2026-09-22T19:19:49Z,xm/2023/01/CapaUtilDiarEner_Sistema.ndjson.gz#CapaUtilDiarEner:Sistema:2023-01-01:2023-01-31
2023-01-11,DemaSIN,211267840.1,kWh,xm:servapibi,2026-09-22T19:19:54Z,xm/2023/01/DemaSIN_Sistema.ndjson.gz#DemaSIN:Sistema:2023-01-01:2023-01-31
2023-01-11,PorcApor,2.05177,fraction,xm:servapibi,2026-09-22T19:19:53Z,xm/2023/01/PorcApor_Sistema.ndjson.gz#PorcApor:Sistema:2023-01-01:2023-01-31
2023-01-11,PorcVoluUtilDiar,0.78435,fraction,xm:servapibi,2026-09-22T19:19:46Z,xm/2023/01/PorcVoluUtilDiar_Sistema.ndjson.gz#PorcVoluUtilDiar:Sistema:2023-01-01:2023-01-31
2023-01-11,PrecBolsNaci,438.9582866666669,COP/kWh,xm:servapibi,2026-09-22T19:19:57Z,xm/2023/01/PrecBolsNaci_Sistema.ndjson.gz#PrecBolsNaci:Sistema:2023-01-01:2023-01-31
2023-01-11,PrecEscaAct,1309.80228,COP/kWh,xm:servapibi,2026-09-22T19:19:55Z,xm/2023/01/PrecEscaAct_Sistema.ndjson.gz#PrecEscaAct:Sistema:2023-01-01:2023-01-31
2023-01-11,VoluUtilDiarEner,14270684600,kWh,xm:servapibi,2026-09-22T19:19:47Z,xm/2023/01/VoluUtilDiarEner_Sistema.ndjson.gz#VoluUtilDiarEner:Sistema:2023-01-01:2023-01-31
2023-01-12,AporEner,312106000,kWh,xm:servapibi,2026-09-22T19:19:50Z,xm/2023/01/AporEner_Sistema.ndjson.gz#AporEner:Sistema:2023-01-01:2023-01-31
2023-01-12,AporEnerMediHist,134760000,kWh,xm:servapibi,2026-09-22T19:19:51Z,xm/2023/01/AporEnerMediHist_Sistema.ndjson.gz#AporEnerMediHist:Sistema:2023-01-01:2023-01-31
2023-01-12,CapaUtilDiarEner,18194181867,kWh,xm:servapibi,2026-09-22T19:19:49Z,xm/2023/01/CapaUtilDiarEner_Sistema.ndjson.gz#CapaUtilDiarEner:Sistema:2023-01-01:2023-01-31
2023-01-12,DemaSIN,211886671.6,kWh,xm:servapibi,2026-09-22T19:19:54Z,xm/2023/01/DemaSIN_Sistema.ndjson.gz#DemaSIN:Sistema:2023-01-01:2023-01-31
2023-01-12,PorcApor,2.31601,fraction,xm:servapibi,2026-09-22T19:19:53Z,xm/2023/01/PorcApor_Sistema.ndjson.gz#PorcApor:Sistema:2023-01-01:2023-01-31
2023-01-12,PorcVoluUtilDiar,0.78622,fraction,xm:servapibi,2026-09-22T19:19:46Z,xm/2023/01/PorcVoluUtilDiar_Sistema.ndjson.gz#PorcVoluUtilDiar:Sistema:2023-01-01:2023-01-31
2023-01-12,PrecBolsNaci,312.0560949999999,COP/kWh,xm:servapibi,2026-09-22T19:19:57Z,xm/2023/01/PrecBolsNaci_Sistema.ndjson.gz#PrecBolsNaci:Sistema:2023-01-01:2023-01-31
2023-01-12,PrecEscaAct,1309.80228,COP/kWh,xm:servapibi,2026-09-22T19:19:55Z,xm/2023/01/PrecEscaAct_Sistema.ndjson.gz#PrecEscaAct:Sistema:2023-01-01:2023-01-31
2023-01-12,VoluUtilDiarEner,14304690200,kWh,xm:servapibi,2026-09-22T19:19:47Z,xm/2023/01/VoluUtilDiarEner_Sistema.ndjson.gz#VoluUtilDiarEner:Sistema:2023-01-01:2023-01-31
2023-01-13,AporEner,264443800,kWh,xm:servapibi,2026-09-22T19:19:50Z,xm/2023/01/AporEner_Sistema.ndjson.gz#AporEner:Sistema:2023-01-01:2023-01-31
2023-01-13,AporEnerMediHist,134760000,kWh,xm:servapibi,2026-09-22T19:19:51Z,xm/2023/01/AporEnerMediHist_Sistema.ndjson.gz#AporEnerMediHist:Sistema:2023-01-01:2023-01-31
2023-01-13,CapaUtilDiarEner,18194181867,kWh,xm:servapibi,2026-09-22T19:19:49Z,xm/2023/01/CapaUtilDiarEner_Sistema.ndjson.gz#CapaUtilDiarEner:Sistema:2023-01-01:2023-01-31
2023-01-13,DemaSIN,216352082.38,kWh,xm:servapibi,2026-09-22T19:19:54Z,xm/2023/01/DemaSIN_Sistema.ndjson.gz#DemaSIN:Sistema:2023-01-01:2023-01-31
2023-01-13,PorcApor,1.96233,fraction,xm:servapibi,2026-09-22T19:19:53Z,xm/2023/01/PorcApor_Sistema.ndjson.gz#PorcApor:Sistema:2023-01-01:2023-01-31
2023-01-13,PorcVoluUtilDiar,0.78584,fraction,xm:servapibi,2026-09-22T19:19:46Z,xm/2023/01/PorcVoluUtilDiar_Sistema.ndjson.gz#PorcVoluUtilDiar:Sistema:2023-01-01:2023-01-31
2023-01-13,PrecBolsNaci,256.6160366666666,COP/kWh,xm:servapibi,2026-09-22T19:19:57Z,xm/2023/01/PrecBolsNaci_Sistema.ndjson.gz#PrecBolsNaci:Sistema:2023-01-01:2023-01-31
2023-01-13,PrecEscaAct,1309.80228,COP/kWh,xm:servapibi,2026-09-22T19:19:55Z,xm/2023/01/PrecEscaAct_Sistema.ndjson.gz#PrecEscaAct:Sistema:2023-01-01:2023-01-31
2023-01-13,VoluUtilDiarEner,14297673800,kWh,xm:servapibi,2026-09-22T19:19:47Z,xm/2023/01/VoluUtilDiarEner_Sistema.ndjson.gz#VoluUtilDiarEner:Sistema:2023-01-01:2023-01-31
2023-01-14,AporEner,256437400,kWh,xm:servapibi,2026-09-22T19:19:50Z,xm/2023/01/AporEner_Sistema.ndjson.gz#AporEner:Sistema:2023-01-01:2023-01-31
2023-01-14,AporEnerMediHist,134760000,kWh,xm:servapibi,2026-09-22T19:19:51Z,xm/2023/01/AporEnerMediHist_Sistema.ndjson.gz#AporEnerMediHist:Sistema:2023-01-01:2023-01-31
2023-01-14,CapaUtilDiarEner,18194181867,kWh,xm:servapibi,2026-09-22T19:19:49Z,xm/2023/01/CapaUtilDiarEner_Sistema.ndjson.gz#CapaUtilDiarEner:Sistema:2023-01-01:2023-01-31
2023-01-14,DemaSIN,207314905.51,kWh,xm:servapibi,2026-09-22T19:19:54Z,xm/2023/01/DemaSIN_Sistema.ndjson.gz#DemaSIN:Sistema:2023-01-01:2023-01-31
2023-01-14,PorcApor,1.90292,fraction,xm:servapibi,2026-09-22T19:19:53Z,xm/2023/01/PorcApor_Sistema.ndjson.gz#PorcApor:Sistema:2023-01-01:2023-01-31
2023-01-14,PorcVoluUtilDiar,0.78524,fraction,xm:servapibi,2026-09-22T19:19:46Z,xm/2023/01/PorcVoluUtilDiar_Sistema.ndjson.gz#PorcVoluUtilDiar:Sistema:2023-01-01:2023-01-31
2023-01-14,PrecBolsNaci,250.09383,COP/kWh,xm:servapibi,2026-09-22T19:19:57Z,xm/2023/01/PrecBolsNaci_Sistema.ndjson.gz#PrecBolsNaci:Sistema:2023-01-01:2023-01-31
2023-01-14,PrecEscaAct,1309.80228,COP/kWh,xm:servapibi,2026-09-22T19:19:55Z,xm/2023/01/PrecEscaAct_Sistema.ndjson.gz#PrecEscaAct:Sistema:2023-01-01:2023-01-31
2023-01-14,VoluUtilDiarEner,14286777100,kWh,xm:servapibi,2026-09-22T19:19:47Z,xm/2023/01/VoluUtilDiarEner_Sistema.ndjson.gz#VoluUtilDiarEner:Sistema:2023-01-01:2023-01-31
2023-01-15,AporEner,251215000,kWh,xm:servapibi,2026-09-22T19:19:50Z,xm/2023/01/AporEner_Sistema.ndjson.gz#AporEner:Sistema:2023-01-01:2023-01-31
2023-01-15,AporEnerMediHist,134760000,kWh,xm:servapibi,2026-09-22T19:19:51Z,xm/2023/01/AporEnerMediHist_Sistema.ndjson.gz#AporEnerMediHist:Sistema:2023-01-01:2023-01-31
2023-01-15,CapaUtilDiarEner,18194181867,kWh,xm:servapibi,2026-09-22T19:19:49Z,xm/2023/01/CapaUtilDiarEner_Sistema.ndjson.gz#CapaUtilDiarEner:Sistema:2023-01-01:2023-01-31
