date,concepto,dia_kwh,pct_dia,mes_kwh,pct_mes,anio_kwh,pct_anio,ultimos365_kwh,tipo_dia,tipo_dia_anio_anterior,source,fetched_at,raw_ref
2016-05-01,demanda_distribucion,47082388.362,-7.665,47082388.362,0,6721452391.647,0.705,20080073935.434,Domingo,Festivo,smec:ResultadoInforme1,2026-09-22T01:29:06Z,cenace_smec/2016/05/ResultadoInforme1.ndjson.gz#informe1:2016-05-01
2016-05-01,exportacion_colombia,836955.523,1.209,836955.523,0,227794367.348,0.369,287838068.765,Domingo,Festivo,smec:ResultadoInforme1,2026-09-22T01:29:06Z,cenace_smec/2016/05/ResultadoInforme1.ndjson.gz#informe1:2016-05-01
2016-05-01,generacion_hidraulica,64524021.54,-7.517,64524021.54,0,6860845310.173,0.949,20881168402.488,Domingo,Festivo,smec:ResultadoInforme1,2026-09-22T01:29:06Z,cenace_smec/2016/05/ResultadoInforme1.ndjson.gz#informe1:2016-05-01
2016-05-01,generacion_motores_bunker,2029238.152,16.939,2029238.152,0,491572244.065,0.415,1374161119.233,Domingo,Festivo,smec:ResultadoInforme1,2026-09-22T01:29:06Z,cenace_smec/2016/05/ResultadoInforme1.ndjson.gz#informe1:2016-05-01
2016-05-01,generacion_motores_diesel,0,-100,0,0,12752019.607,0,43495105.341,Domingo,Festivo,smec:ResultadoInforme1,2026-09-22T01:29:06Z,cenace_smec/2016/05/ResultadoInforme1.ndjson.gz#informe1:2016-05-01
2016-05-01,generacion_otros_tipos,0,0,0,0,5922701.763,0,62100948.04,Domingo,Festivo,smec:ResultadoInforme1,2026-09-22T01:29:06Z,cenace_smec/2016/05/ResultadoInforme1.ndjson.gz#informe1:2016-05-01
2016-05-01,generacion_turbinas_diesel,1921620.827,-22.549,1921620.827,0,856566344.619,0.225,2579822313.401,Domingo,Festivo,smec:ResultadoInforme1,2026-09-22T01:29:06Z,cenace_smec/2016/05/ResultadoInforme1.ndjson.gz#informe1:2016-05-01
2016-05-01,generacion_turbinas_gas,7501554.181,1.527,7501554.181,0,814196193.84,0.93,2468927806.808,Domingo,Festivo,smec:ResultadoInforme1,2026-09-22T01:29:06Z,cenace_smec/2016/05/ResultadoInforme1.ndjson.gz#informe1:2016-05-01
2016-05-01,generacion_turbinas_nafta,0,0,0,0,5542110.428,0,15710739.796,Domingo,Festivo,smec:ResultadoInforme1,2026-09-22T01:29:06Z,cenace_smec/2016/05/ResultadoInforme1.ndjson.gz#informe1:2016-05-01
2016-05-01,generacion_vapor_bunker,4358949.821,-2.872,4358949.821,0,923156273.526,0.474,2368772961.655,Domingo,Festivo,smec:ResultadoInforme1,2026-09-22T01:29:06Z,cenace_smec/2016/05/ResultadoInforme1.ndjson.gz#informe1:2016-05-01
