date,concepto,dia_kwh,pct_dia,mes_kwh,pct_mes,anio_kwh,pct_anio,ultimos365_kwh,tipo_dia,tipo_dia_anio_anterior,source,fetched_at,raw_ref
2026-01-01,demanda_distribucion,69091782.934,-15.372,69091782.934,0,69091782.934,0,31035674060.796,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:33Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-01.ndjson#informe1:2026-01-01
2026-01-01,exportacion_colombia,38519.275,100,38519.275,0,38519.275,0,220864139.67,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:33Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-01.ndjson#informe1:2026-01-01
2026-01-01,exportacion_peru,0,0,0,0,0,0,1394461.288,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:33Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-01.ndjson#informe1:2026-01-01
2026-01-01,generacion_hidraulica,51004769.845,-9.823,51004769.845,0,51004769.845,0,29513545052.236,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:33Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-01.ndjson#informe1:2026-01-01
2026-01-01,generacion_motores_bunker,9295352.702,-5.712,9295352.702,0,9295352.702,0,1468833814.172,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:33Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-01.ndjson#informe1:2026-01-01
2026-01-01,generacion_otros_tipos,405353.171,-34.92,405353.171,0,405353.171,0,661587245.982,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:33Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-01.ndjson#informe1:2026-01-01
2026-01-01,generacion_turbinas_diesel,3580031.366,-33.947,3580031.366,0,3580031.366,0,644860454.24,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:33Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-01.ndjson#informe1:2026-01-01
2026-01-01,generacion_turbinas_gas,1341474.186,0.394,1341474.186,0,1341474.186,0,479794887.873,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:33Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-01.ndjson#informe1:2026-01-01
2026-01-01,generacion_vapor_bunker,4195114.417,0.23,4195114.417,0,4195114.417,0,1477759955.991,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:33Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-01.ndjson#informe1:2026-01-01
2026-01-01,importacion_colombia,3345552.306,-54.089,3345552.306,0,3345552.306,0,646920537.586,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:33Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-01.ndjson#informe1:2026-01-01
2026-01-01,importacion_peru,0,0,0,0,0,0,0.016,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:33Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-01.ndjson#informe1:2026-01-01
2026-01-01,total_exportacion,38519.275,0,38519.275,-99.146,38519.275,-99.983,222258600.958,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:33Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-01.ndjson#informe1:2026-01-01
2026-01-01,total_generacion,69822095.687,-10.466,69822095.687,-97.414,69822095.687,-99.796,34246381410.494,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:33Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-01.ndjson#informe1:2026-01-01
2026-01-01,total_importacion,3345552.306,-54.089,3345552.306,-98.2,3345552.306,-99.482,646920537.602,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:33Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-01.ndjson#informe1:2026-01-01
2026-01-01,total_perdidas_transporte,-5663360.089,-17.344,-5663360.089,-95.358,-5663360.089,-100.375,1504948226.188,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:33Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-01.ndjson#informe1:2026-01-01
2026-01-02,demanda_distribucion,75011931.528,8.569,144103714.462,108.569,144103714.462,108.569,31040927345.24,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:34Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-02.ndjson#informe1:2026-01-02
2026-01-02,exportacion_colombia,15502.147,-59.755,54021.422,40.245,54021.422,40.245,220879257.583,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:34Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-02.ndjson#informe1:2026-01-02
2026-01-02,exportacion_peru,0,0,0,0,0,0,1394461.288,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:34Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-02.ndjson#informe1:2026-01-02
2026-01-02,generacion_hidraulica,58434018.363,14.566,109438788.208,114.566,109438788.208,114.566,29514412732.183,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:34Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-02.ndjson#informe1:2026-01-02
2026-01-02,generacion_motores_bunker,8857079.666,-4.715,18152432.368,95.285,18152432.368,95.285,1471064124.718,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:34Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-02.ndjson#informe1:2026-01-02
2026-01-02,generacion_otros_tipos,491979.311,21.371,897332.482,121.371,897332.482,121.371,661921317.861,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:34Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-02.ndjson#informe1:2026-01-02
2026-01-02,generacion_turbinas_diesel,3859104.256,7.795,7439135.622,107.795,7439135.622,107.795,646728519.769,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:34Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-02.ndjson#informe1:2026-01-02
2026-01-02,generacion_turbinas_gas,1433024.245,6.825,2774498.431,106.825,2774498.431,106.825,480145064.57,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:34Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-02.ndjson#informe1:2026-01-02
2026-01-02,generacion_vapor_bunker,4338544.674,3.419,8533659.091,103.419,8533659.091,103.419,1477142533.336,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:34Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-02.ndjson#informe1:2026-01-02
2026-01-02,importacion_colombia,4560174.337,36.306,7905726.643,136.306,7905726.643,136.306,646279097.628,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:34Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-02.ndjson#informe1:2026-01-02
2026-01-02,importacion_peru,0,0,0,0,0,0,0.016,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:34Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-02.ndjson#informe1:2026-01-02
2026-01-02,total_exportacion,15502.147,-59.755,54021.422,40.245,54021.422,40.245,222273718.871,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:34Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-02.ndjson#informe1:2026-01-02
2026-01-02,total_generacion,77413750.515,10.873,147235846.202,110.873,147235846.202,110.873,34251414292.437,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:34Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-02.ndjson#informe1:2026-01-02
2026-01-02,total_importacion,4560174.337,36.306,7905726.643,136.306,7905726.643,136.306,646279097.644,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:34Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-02.ndjson#informe1:2026-01-02
2026-01-02,total_perdidas_transporte,-2402567.8,-57.577,-8065927.889,42.423,-8065927.889,42.423,1501506883.391,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:34Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-02.ndjson#informe1:2026-01-02
2026-01-03,demanda_distribucion,78780216.586,5.024,222883931.048,54.669,222883931.048,54.669,31044502671.161,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:36Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-03.ndjson#informe1:2026-01-03
2026-01-03,exportacion_colombia,0,-100,54021.422,0,54021.422,0,220879224.984,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:36Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-03.ndjson#informe1:2026-01-03
2026-01-03,exportacion_peru,0,0,0,0,0,0,1394461.288,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:36Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-03.ndjson#informe1:2026-01-03
2026-01-03,generacion_hidraulica,54615939.439,-6.534,164054727.647,49.905,164054727.647,49.905,29508745620.798,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:36Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-03.ndjson#informe1:2026-01-03
2026-01-03,generacion_motores_bunker,9631053.731,8.738,27783486.099,53.057,27783486.099,53.057,1473539103.535,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:36Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-03.ndjson#informe1:2026-01-03
2026-01-03,generacion_otros_tipos,388011.944,-21.132,1285344.426,43.241,1285344.426,43.241,662190698.015,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:36Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-03.ndjson#informe1:2026-01-03
2026-01-03,generacion_turbinas_diesel,5038370.98,30.558,12477506.602,67.728,12477506.602,67.728,647570417.175,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:36Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-03.ndjson#informe1:2026-01-03
2026-01-03,generacion_turbinas_gas,1529649.516,6.743,4304147.947,55.132,4304147.947,55.132,479338428.019,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:36Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-03.ndjson#informe1:2026-01-03
2026-01-03,generacion_vapor_bunker,7057715.297,62.675,15591374.388,82.704,15591374.388,82.704,1479470906.737,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:36Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-03.ndjson#informe1:2026-01-03
2026-01-03,importacion_colombia,7420573.196,62.726,15326299.839,93.863,15326299.839,93.863,648160160.957,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:36Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-03.ndjson#informe1:2026-01-03
2026-01-03,importacion_peru,0,0,0,0,0,0,0.016,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:36Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-03.ndjson#informe1:2026-01-03
2026-01-03,total_exportacion,0,-100,54021.422,0,54021.422,0,222273686.272,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:38:36Z,cenace_smec/2026/01/ResultadoInforme1.2026-01-03.ndjson#informe1:2026-01-03
