date,concepto,dia_kwh,pct_dia,mes_kwh,pct_mes,anio_kwh,pct_anio,ultimos365_kwh,tipo_dia,tipo_dia_anio_anterior,source,fetched_at,raw_ref
2020-01-01,demanda_distribucion,50216922.645,-13.974,50216922.645,0,50216922.645,0,23473599418.552,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:55:29Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-01
2020-01-01,exportacion_colombia,1953528.517,-73.306,1953528.517,0,1953528.517,0,1771634717.001,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:55:29Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-01
2020-01-01,exportacion_peru,0,0,0,0,0,0,41811505.964,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:55:29Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-01
2020-01-01,generacion_hidraulica,54409626.387,-14.759,54409626.387,0,54409626.387,0,23900472363.027,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:55:29Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-01
2020-01-01,generacion_motores_bunker,338403.35,-12.533,338403.35,0,338403.35,0,932921788.155,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:55:29Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-01
2020-01-01,generacion_otros_tipos,216867.777,5.583,216867.777,0,216867.777,0,152276613.217,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:55:29Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-01
2020-01-01,generacion_turbinas_diesel,111938.752,121.668,111938.752,0,111938.752,0,138467863.39,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:55:29Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-01
2020-01-01,generacion_turbinas_gas,1763339.601,-1.464,1763339.601,0,1763339.601,0,798792562.311,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:55:29Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-01
2020-01-01,generacion_turbinas_nafta,0,0,0,0,0,0,0,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:55:29Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-01
2020-01-01,generacion_vapor_bunker,1142825.312,0.005,1142825.312,0,1142825.312,0,1410375982.85,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:55:29Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-01
2020-01-01,importacion_colombia,42828.665,15129.269,42828.665,0,42828.665,0,13471947.163,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:55:29Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-01
2020-01-01,importacion_peru,0,0,0,0,0,0,0,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:55:29Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-01
2020-01-01,total_exportacion,1953528.517,-73.306,1953528.517,-98.796,1953528.517,-99.892,1813446222.965,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:55:29Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-01
2020-01-01,total_generacion,57983001.179,-13.979,57983001.179,-97.432,57983001.179,-99.788,27333307172.95,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:55:29Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-01
2020-01-01,total_importacion,42828.665,15129.269,42828.665,-86.552,42828.665,-99.681,13471947.163,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:55:29Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-01
2020-01-01,total_perdidas_transporte,5300107.555,372.79,5300107.555,-89.722,5300107.555,-99.463,974535077.224,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:55:29Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-01
2020-01-02,demanda_distribucion,61112864.908,21.698,111329787.553,121.698,111329787.553,121.698,23476306739.882,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:30Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-02
2020-01-02,exportacion_colombia,4149375.037,112.404,6102903.554,212.404,6102903.554,212.404,1775693485.861,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:30Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-02
2020-01-02,exportacion_peru,0,0,0,0,0,0,41811505.964,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:30Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-02
2020-01-02,generacion_hidraulica,63362960.487,16.455,117772586.874,116.455,117772586.874,116.455,23907985589.727,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:30Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-02
2020-01-02,generacion_motores_bunker,588427.205,73.883,926830.555,173.883,926830.555,173.883,930120226.854,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:30Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-02
2020-01-02,generacion_otros_tipos,203593.545,-6.121,420461.322,93.879,420461.322,93.879,151852686.091,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:30Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-02
2020-01-02,generacion_turbinas_diesel,195559.05,74.702,307497.802,174.702,307497.802,174.702,138769168.357,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:30Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-02
2020-01-02,generacion_turbinas_gas,2001506.931,13.507,3764846.532,113.507,3764846.532,113.507,798685912.132,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:30Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-02
2020-01-02,generacion_turbinas_nafta,0,0,0,0,0,0,0,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:30Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-02
2020-01-02,generacion_vapor_bunker,1584720.123,38.667,2727545.435,138.667,2727545.435,138.667,1405435222.728,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:30Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-02
2020-01-02,importacion_colombia,10144.673,-76.313,52973.338,23.687,52973.338,23.687,13401426.272,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:30Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-02
2020-01-02,importacion_peru,0,0,0,0,0,0,0,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:30Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-02
2020-01-02,total_exportacion,4149375.037,112.404,6102903.554,212.404,6102903.554,212.404,1817504991.825,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:30Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-02
2020-01-02,total_generacion,67936767.341,17.167,125919768.52,117.167,125919768.52,117.167,27332848805.889,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:30Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-02
2020-01-02,total_importacion,10144.673,-76.313,52973.338,23.687,52973.338,23.687,13401426.272,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:30Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-02
2020-01-02,total_perdidas_transporte,1892651.319,-64.29,7192758.874,35.71,7192758.874,35.71,970465587.509,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:30Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-02
2020-01-03,demanda_distribucion,65022633.028,6.398,176352420.581,58.405,176352420.581,58.405,23474121776.801,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:32Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-03
2020-01-03,exportacion_colombia,4950585.524,19.309,11053489.078,81.119,11053489.078,81.119,1780548619.406,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:32Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-03
2020-01-03,exportacion_peru,0,0,0,0,0,0,41811505.964,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:32Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-03
2020-01-03,generacion_hidraulica,68126122.531,7.517,185898709.405,57.845,185898709.405,57.845,23915441097.669,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:32Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-03
2020-01-03,generacion_motores_bunker,732019.198,24.403,1658849.753,78.981,1658849.753,78.981,927477756.843,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:32Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-03
2020-01-03,generacion_otros_tipos,344850.688,69.382,765312.01,82.017,765312.01,82.017,151605368.314,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:32Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-03
2020-01-03,generacion_turbinas_diesel,165729.72,-15.253,473227.522,53.896,473227.522,53.896,138757501.682,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:32Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-03
2020-01-03,generacion_turbinas_gas,1788701.384,-10.632,5553547.916,47.511,5553547.916,47.511,798411691.807,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:32Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-03
2020-01-03,generacion_turbinas_nafta,0,0,0,0,0,0,0,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:32Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-03
2020-01-03,generacion_vapor_bunker,1867545.011,17.847,4595090.446,68.47,4595090.446,68.47,1400583418.256,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:32Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-03
2020-01-03,importacion_colombia,19266.283,89.915,72239.621,36.37,72239.621,36.37,13320864.323,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:32Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-03
2020-01-03,importacion_peru,0,0,0,0,0,0,0,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:32Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-03
2020-01-03,total_exportacion,4950585.524,19.309,11053489.078,81.119,11053489.078,81.119,1822360125.37,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:32Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-03
2020-01-03,total_generacion,73024968.532,7.49,198944737.052,57.993,198944737.052,57.993,27332276834.571,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:32Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-03
2020-01-03,total_importacion,19266.283,89.915,72239.621,36.37,72239.621,36.37,13320864.323,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:32Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-03
2020-01-03,total_perdidas_transporte,1994146.377,5.363,9186905.251,27.724,9186905.251,27.724,970032671.566,Laboral,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:32Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-03
2020-01-04,demanda_distribucion,63761505.586,-1.94,240113926.167,36.156,240113926.167,36.156,23468234136.51,Sábado,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:33Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-04
2020-01-04,exportacion_colombia,6979224.556,40.978,18032713.634,63.14,18032713.634,63.14,1787429695.981,Sábado,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:33Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-04
2020-01-04,exportacion_peru,0,0,0,0,0,0,41811505.964,Sábado,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:33Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-04
2020-01-04,generacion_hidraulica,66586662.765,-2.26,252485372.17,35.819,252485372.17,35.819,23918722017.772,Sábado,Laboral,smec:ResultadoInforme1,2026-09-22T01:55:33Z,cenace_smec/2020/01/ResultadoInforme1.ndjson.gz#informe1:2020-01-04
