date,concepto,dia_kwh,pct_dia,mes_kwh,pct_mes,anio_kwh,pct_anio,ultimos365_kwh,tipo_dia,tipo_dia_anio_anterior,source,fetched_at,raw_ref
2024-01-01,demanda_distribucion,64515190.103,-8.931,64515190.103,0,64515190.103,0,28842093281.436,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:24:13Z,cenace_smec/2024/01/ResultadoInforme1.ndjson.gz#informe1:2024-01-01
2024-01-01,exportacion_colombia,190755.886,103.028,190755.886,0,190755.886,0,543048366.831,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:24:13Z,cenace_smec/2024/01/ResultadoInforme1.ndjson.gz#informe1:2024-01-01
2024-01-01,exportacion_peru,0,-100,0,0,0,0,3885466.029,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:24:13Z,cenace_smec/2024/01/ResultadoInforme1.ndjson.gz#informe1:2024-01-01
2024-01-01,generacion_hidraulica,65112654.619,-7.794,65112654.619,0,65112654.619,0,25586875622.955,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:24:13Z,cenace_smec/2024/01/ResultadoInforme1.ndjson.gz#informe1:2024-01-01
2024-01-01,generacion_motores_bunker,1847249.377,-4.009,1847249.377,0,1847249.377,0,1580341193.177,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:24:13Z,cenace_smec/2024/01/ResultadoInforme1.ndjson.gz#informe1:2024-01-01
2024-01-01,generacion_otros_tipos,356720.937,-35.513,356720.937,0,356720.937,0,394223732.536,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:24:13Z,cenace_smec/2024/01/ResultadoInforme1.ndjson.gz#informe1:2024-01-01
2024-01-01,generacion_turbinas_diesel,216339.415,2.709,216339.415,0,216339.415,0,874147233.582,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:24:13Z,cenace_smec/2024/01/ResultadoInforme1.ndjson.gz#informe1:2024-01-01
2024-01-01,generacion_turbinas_gas,1052710.885,-17.047,1052710.885,0,1052710.885,0,603134822.913,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:24:13Z,cenace_smec/2024/01/ResultadoInforme1.ndjson.gz#informe1:2024-01-01
2024-01-01,generacion_vapor_bunker,2710995.266,-0.278,2710995.266,0,2710995.266,0,1852926833.576,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:24:13Z,cenace_smec/2024/01/ResultadoInforme1.ndjson.gz#informe1:2024-01-01
2024-01-01,importacion_colombia,70851.943,-21.588,70851.943,0,70851.943,0,1290749015.279,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:24:13Z,cenace_smec/2024/01/ResultadoInforme1.ndjson.gz#informe1:2024-01-01
2024-01-01,importacion_peru,0,0,0,0,0,0,23568498.085,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:24:13Z,cenace_smec/2024/01/ResultadoInforme1.ndjson.gz#informe1:2024-01-01
2024-01-01,total_exportacion,190755.886,101.971,190755.886,-83.587,190755.886,-99.965,546933832.86,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:24:13Z,cenace_smec/2024/01/ResultadoInforme1.ndjson.gz#informe1:2024-01-01
2024-01-01,total_generacion,71296670.499,-7.757,71296670.499,-97.167,71296670.499,-99.769,30891649438.739,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:24:13Z,cenace_smec/2024/01/ResultadoInforme1.ndjson.gz#informe1:2024-01-01
2024-01-01,total_importacion,70851.943,-21.588,70851.943,-99.952,70851.943,-99.995,1314317513.364,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:24:13Z,cenace_smec/2024/01/ResultadoInforme1.ndjson.gz#informe1:2024-01-01
2024-01-01,total_perdidas_transporte,4457606.139,12.323,4457606.139,-108.98,4457606.139,-99.467,842374912.094,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T02:24:13Z,cenace_smec/2024/01/ResultadoInforme1.ndjson.gz#informe1:2024-01-01
