date,concepto,dia_kwh,pct_dia,mes_kwh,pct_mes,anio_kwh,pct_anio,ultimos365_kwh,tipo_dia,tipo_dia_anio_anterior,source,fetched_at,raw_ref
2017-01-01,demanda_distribucion,45939138.164,-10.027,45939138.164,0,45939138.164,0,20100620239.561,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:33:53Z,cenace_smec/2017/01/ResultadoInforme1.2017-01-01.ndjson#informe1:2017-01-01
2017-01-01,exportacion_colombia,99736.419,6.341,99736.419,0,99736.419,0,398664191.402,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:33:53Z,cenace_smec/2017/01/ResultadoInforme1.2017-01-01.ndjson#informe1:2017-01-01
2017-01-01,exportacion_peru,0,0,0,0,0,0,22668891.325,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:33:53Z,cenace_smec/2017/01/ResultadoInforme1.2017-01-01.ndjson#informe1:2017-01-01
2017-01-01,generacion_hidraulica,22453928.081,-21.441,22453928.081,0,22453928.081,0,18078229152.668,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:33:53Z,cenace_smec/2017/01/ResultadoInforme1.2017-01-01.ndjson#informe1:2017-01-01
2017-01-01,generacion_motores_bunker,10838338.787,0.345,10838338.787,0,10838338.787,0,1916888530.787,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:33:53Z,cenace_smec/2017/01/ResultadoInforme1.2017-01-01.ndjson#informe1:2017-01-01
2017-01-01,generacion_otros_tipos,309565.965,52.201,309565.965,0,309565.965,0,84269245.89,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:33:53Z,cenace_smec/2017/01/ResultadoInforme1.2017-01-01.ndjson#informe1:2017-01-01
2017-01-01,generacion_turbinas_diesel,5911138.256,-6.392,5911138.256,0,5911138.256,0,1410124530.129,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:33:53Z,cenace_smec/2017/01/ResultadoInforme1.2017-01-01.ndjson#informe1:2017-01-01
2017-01-01,generacion_turbinas_gas,4058280.724,0.855,4058280.724,0,4058280.724,0,1821905763.212,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:33:53Z,cenace_smec/2017/01/ResultadoInforme1.2017-01-01.ndjson#informe1:2017-01-01
2017-01-01,generacion_turbinas_nafta,0,0,0,0,0,0,11145920.643,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:33:53Z,cenace_smec/2017/01/ResultadoInforme1.2017-01-01.ndjson#informe1:2017-01-01
2017-01-01,generacion_vapor_bunker,9571844.621,4.678,9571844.621,0,9571844.621,0,1945496871.484,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:33:53Z,cenace_smec/2017/01/ResultadoInforme1.2017-01-01.ndjson#informe1:2017-01-01
2017-01-01,importacion_colombia,29934.662,-37.566,29934.662,0,29934.662,0,98566132.728,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:33:53Z,cenace_smec/2017/01/ResultadoInforme1.2017-01-01.ndjson#informe1:2017-01-01
2017-01-01,importacion_peru,0,0,0,0,0,0,36015931.465,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:33:53Z,cenace_smec/2017/01/ResultadoInforme1.2017-01-01.ndjson#informe1:2017-01-01
2017-01-01,total_exportacion,99736.419,6.341,99736.419,-96.931,99736.419,-99.976,421333082.727,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:33:53Z,cenace_smec/2017/01/ResultadoInforme1.2017-01-01.ndjson#informe1:2017-01-01
2017-01-01,total_generacion,53143096.434,-10.033,53143096.434,-97.276,53143096.434,-99.79,25268060014.813,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:33:53Z,cenace_smec/2017/01/ResultadoInforme1.2017-01-01.ndjson#informe1:2017-01-01
2017-01-01,total_importacion,29934.662,-37.566,29934.662,-98.465,29934.662,-99.978,134582064.193,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:33:53Z,cenace_smec/2017/01/ResultadoInforme1.2017-01-01.ndjson#informe1:2017-01-01
2017-01-01,total_perdidas_transporte,-4013748.239,32.043,-4013748.239,-91.931,-4013748.239,-100.138,2879530980.041,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:33:53Z,cenace_smec/2017/01/ResultadoInforme1.2017-01-01.ndjson#informe1:2017-01-01
2017-01-02,demanda_distribucion,49317265.073,7.353,95256403.237,107.353,95256403.237,107.353,20104084215.66,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:33:54Z,cenace_smec/2017/01/ResultadoInforme1.2017-01-02.ndjson#informe1:2017-01-02
2017-01-02,exportacion_colombia,104264.794,4.54,204001.213,104.54,204001.213,104.54,398702799.786,Festivo,Festivo,smec:ResultadoInforme1,2026-09-22T01:33:54Z,cenace_smec/2017/01/ResultadoInforme1.2017-01-02.ndjson#informe1:2017-01-02
