issued,site,river_id,member,lead_days,q_m3s,store_key,etag,fetched_at
2025-01-01,agoyan,621014469,high_res,1,176.258,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-01,agoyan,621014469,high_res,10,236.292,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-01,agoyan,621014469,high_res,2,195.945,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-01,agoyan,621014469,high_res,3,240.671,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-01,agoyan,621014469,high_res,4,262.562,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-01,agoyan,621014469,high_res,5,290.406,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-01,agoyan,621014469,high_res,6,296.056,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-01,agoyan,621014469,high_res,7,269.794,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-01,agoyan,621014469,high_res,8,250.665,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-01,agoyan,621014469,high_res,9,243.757,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-01,manduriacu,670078161,high_res,1,571.789,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-01,manduriacu,670078161,high_res,10,776.073,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-01,manduriacu,670078161,high_res,2,659.43,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-01,manduriacu,670078161,high_res,3,787.928,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-01,manduriacu,670078161,high_res,4,715.434,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-01,manduriacu,670078161,high_res,5,762.439,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-01,manduriacu,670078161,high_res,6,829.841,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-01,manduriacu,670078161,high_res,7,779.128,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-01,manduriacu,670078161,high_res,8,787.987,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-01,manduriacu,670078161,high_res,9,819.256,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-01,minas_san_francisco,670027091,high_res,1,140.541,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-01,minas_san_francisco,670027091,high_res,10,250.232,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-01,minas_san_francisco,670027091,high_res,2,131.571,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-01,minas_san_francisco,670027091,high_res,3,163.647,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-01,minas_san_francisco,670027091,high_res,4,211.996,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-01,minas_san_francisco,670027091,high_res,5,225.539,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-01,minas_san_francisco,670027091,high_res,6,226.03,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-01,minas_san_francisco,670027091,high_res,7,208.901,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-01,minas_san_francisco,670027091,high_res,8,193.743,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-01,minas_san_francisco,670027091,high_res,9,187.295,s3://geoglows-v2-forecasts/2025010100.zarr,eb3560dc3fb69eee4a8c1c2426f2b77f-2,2026-09-25T06:31:50Z
2025-01-02,agoyan,621014469,high_res,1,177.103,s3://geoglows-v2-forecasts/2025010200.zarr,d9cf5f15679b9b3ba984cdd40ed355d4-2,2026-09-25T06:31:50Z
2025-01-02,agoyan,621014469,high_res,10,257.988,s3://geoglows-v2-forecasts/2025010200.zarr,d9cf5f15679b9b3ba984cdd40ed355d4-2,2026-09-25T06:31:50Z
2025-01-02,agoyan,621014469,high_res,2,209.321,s3://geoglows-v2-forecasts/2025010200.zarr,d9cf5f15679b9b3ba984cdd40ed355d4-2,2026-09-25T06:31:50Z
2025-01-02,agoyan,621014469,high_res,3,231.759,s3://geoglows-v2-forecasts/2025010200.zarr,d9cf5f15679b9b3ba984cdd40ed355d4-2,2026-09-25T06:31:50Z
2025-01-02,agoyan,621014469,high_res,4,252.664,s3://geoglows-v2-forecasts/2025010200.zarr,d9cf5f15679b9b3ba984cdd40ed355d4-2,2026-09-25T06:31:50Z
2025-01-02,agoyan,621014469,high_res,5,274.802,s3://geoglows-v2-forecasts/2025010200.zarr,d9cf5f15679b9b3ba984cdd40ed355d4-2,2026-09-25T06:31:50Z
2025-01-02,agoyan,621014469,high_res,6,273.139,s3://geoglows-v2-forecasts/2025010200.zarr,d9cf5f15679b9b3ba984cdd40ed355d4-2,2026-09-25T06:31:50Z
2025-01-02,agoyan,621014469,high_res,7,267.539,s3://geoglows-v2-forecasts/2025010200.zarr,d9cf5f15679b9b3ba984cdd40ed355d4-2,2026-09-25T06:31:50Z
2025-01-02,agoyan,621014469,high_res,8,254.955,s3://geoglows-v2-forecasts/2025010200.zarr,d9cf5f15679b9b3ba984cdd40ed355d4-2,2026-09-25T06:31:50Z
2025-01-02,agoyan,621014469,high_res,9,247.457,s3://geoglows-v2-forecasts/2025010200.zarr,d9cf5f15679b9b3ba984cdd40ed355d4-2,2026-09-25T06:31:50Z
2025-01-02,manduriacu,670078161,high_res,1,596.042,s3://geoglows-v2-forecasts/2025010200.zarr,d9cf5f15679b9b3ba984cdd40ed355d4-2,2026-09-25T06:31:50Z
2025-01-02,manduriacu,670078161,high_res,10,818.556,s3://geoglows-v2-forecasts/2025010200.zarr,d9cf5f15679b9b3ba984cdd40ed355d4-2,2026-09-25T06:31:50Z
2025-01-02,manduriacu,670078161,high_res,2,634.604,s3://geoglows-v2-forecasts/2025010200.zarr,d9cf5f15679b9b3ba984cdd40ed355d4-2,2026-09-25T06:31:50Z
2025-01-02,manduriacu,670078161,high_res,3,625.363,s3://geoglows-v2-forecasts/2025010200.zarr,d9cf5f15679b9b3ba984cdd40ed355d4-2,2026-09-25T06:31:50Z
2025-01-02,manduriacu,670078161,high_res,4,629.964,s3://geoglows-v2-forecasts/2025010200.zarr,d9cf5f15679b9b3ba984cdd40ed355d4-2,2026-09-25T06:31:50Z
2025-01-02,manduriacu,670078161,high_res,5,712.104,s3://geoglows-v2-forecasts/2025010200.zarr,d9cf5f15679b9b3ba984cdd40ed355d4-2,2026-09-25T06:31:50Z
2025-01-02,manduriacu,670078161,high_res,6,756.361,s3://geoglows-v2-forecasts/2025010200.zarr,d9cf5f15679b9b3ba984cdd40ed355d4-2,2026-09-25T06:31:50Z
2025-01-02,manduriacu,670078161,high_res,7,827.827,s3://geoglows-v2-forecasts/2025010200.zarr,d9cf5f15679b9b3ba984cdd40ed355d4-2,2026-09-25T06:31:50Z
2025-01-02,manduriacu,670078161,high_res,8,948.295,s3://geoglows-v2-forecasts/2025010200.zarr,d9cf5f15679b9b3ba984cdd40ed355d4-2,2026-09-25T06:31:50Z
2025-01-02,manduriacu,670078161,high_res,9,961.732,s3://geoglows-v2-forecasts/2025010200.zarr,d9cf5f15679b9b3ba984cdd40ed355d4-2,2026-09-25T06:31:50Z
2025-01-02,minas_san_francisco,670027091,high_res,1,122.188,s3://geoglows-v2-forecasts/2025010200.zarr,d9cf5f15679b9b3ba984cdd40ed355d4-2,2026-09-25T06:31:50Z
