date,link,export_kwh,import_kwh,export_hours,import_hours,source,fetched_at,raw_ref
2019-01-01,ECUADOR 230,49.37,2766177.55,1,23,xm:servapibi,2026-09-22T19:07:46Z,xm/2019/01/ExpoEner_Enlace.2019-01-01.ndjson#ExpoEner:Enlace:2019-01-01:2019-01-31 xm/2019/01/ImpoEner_Enlace.2019-01-01.ndjson#ImpoEner:Enlace:2019-01-01:2019-01-31
2019-01-02,ECUADOR 230,14028.26,25666.03,16,8,xm:servapibi,2026-09-22T19:07:46Z,xm/2019/01/ExpoEner_Enlace.2019-01-01.ndjson#ExpoEner:Enlace:2019-01-01:2019-01-31 xm/2019/01/ImpoEner_Enlace.2019-01-01.ndjson#ImpoEner:Enlace:2019-01-01:2019-01-31
2019-01-03,ECUADOR 230,8727.570000000002,4738.21,13,11,xm:servapibi,2026-09-22T19:07:46Z,xm/2019/01/ExpoEner_Enlace.2019-01-01.ndjson#ExpoEner:Enlace:2019-01-01:2019-01-31 xm/2019/01/ImpoEner_Enlace.2019-01-01.ndjson#ImpoEner:Enlace:2019-01-01:2019-01-31
2019-01-04,ECUADOR 230,9484.64,6162.049999999999,11,13,xm:servapibi,2026-09-22T19:07:46Z,xm/2019/01/ExpoEner_Enlace.2019-01-01.ndjson#ExpoEner:Enlace:2019-01-01:2019-01-31 xm/2019/01/ImpoEner_Enlace.2019-01-01.ndjson#ImpoEner:Enlace:2019-01-01:2019-01-31
2019-01-05,ECUADOR 230,714.03,2089294.54,1,23,xm:servapibi,2026-09-22T19:07:46Z,xm/2019/01/ExpoEner_Enlace.2019-01-01.ndjson#ExpoEner:Enlace:2019-01-01:2019-01-31 xm/2019/01/ImpoEner_Enlace.2019-01-01.ndjson#ImpoEner:Enlace:2019-01-01:2019-01-31
2019-01-06,ECUADOR 230,0,3056363.17,0,24,xm:servapibi,2026-09-22T19:07:46Z,xm/2019/01/ExpoEner_Enlace.2019-01-01.ndjson#ExpoEner:Enlace:2019-01-01:2019-01-31 xm/2019/01/ImpoEner_Enlace.2019-01-01.ndjson#ImpoEner:Enlace:2019-01-01:2019-01-31
2019-01-07,ECUADOR 230,0,1840096.6500000001,0,24,xm:servapibi,2026-09-22T19:07:46Z,xm/2019/01/ExpoEner_Enlace.2019-01-01.ndjson#ExpoEner:Enlace:2019-01-01:2019-01-31 xm/2019/01/ImpoEner_Enlace.2019-01-01.ndjson#ImpoEner:Enlace:2019-01-01:2019-01-31
2019-01-08,ECUADOR 230,855.13,1989398.95,1,23,xm:servapibi,2026-09-22T19:07:46Z,xm/2019/01/ExpoEner_Enlace.2019-01-01.ndjson#ExpoEner:Enlace:2019-01-01:2019-01-31 xm/2019/01/ImpoEner_Enlace.2019-01-01.ndjson#ImpoEner:Enlace:2019-01-01:2019-01-31
2019-01-09,ECUADOR 230,1020.76,2632490.2299999995,2,22,xm:servapibi,2026-09-22T19:07:46Z,xm/2019/01/ExpoEner_Enlace.2019-01-01.ndjson#ExpoEner:Enlace:2019-01-01:2019-01-31 xm/2019/01/ImpoEner_Enlace.2019-01-01.ndjson#ImpoEner:Enlace:2019-01-01:2019-01-31
2019-01-10,ECUADOR 230,0,3172924.909999999,0,24,xm:servapibi,2026-09-22T19:07:46Z,xm/2019/01/ExpoEner_Enlace.2019-01-01.ndjson#ExpoEner:Enlace:2019-01-01:2019-01-31 xm/2019/01/ImpoEner_Enlace.2019-01-01.ndjson#ImpoEner:Enlace:2019-01-01:2019-01-31
2019-01-11,ECUADOR 230,8851.9,11501.17,10,14,xm:servapibi,2026-09-22T19:07:46Z,xm/2019/01/ExpoEner_Enlace.2019-01-01.ndjson#ExpoEner:Enlace:2019-01-01:2019-01-31 xm/2019/01/ImpoEner_Enlace.2019-01-01.ndjson#ImpoEner:Enlace:2019-01-01:2019-01-31
2019-01-12,ECUADOR 230,0,2626803.9499999997,0,24,xm:servapibi,2026-09-22T19:07:46Z,xm/2019/01/ExpoEner_Enlace.2019-01-01.ndjson#ExpoEner:Enlace:2019-01-01:2019-01-31 xm/2019/01/ImpoEner_Enlace.2019-01-01.ndjson#ImpoEner:Enlace:2019-01-01:2019-01-31
2019-01-13,ECUADOR 230,4525.31,471199.75,8,16,xm:servapibi,2026-09-22T19:07:46Z,xm/2019/01/ExpoEner_Enlace.2019-01-01.ndjson#ExpoEner:Enlace:2019-01-01:2019-01-31 xm/2019/01/ImpoEner_Enlace.2019-01-01.ndjson#ImpoEner:Enlace:2019-01-01:2019-01-31
2019-01-14,ECUADOR 230,0,1932050.06,0,24,xm:servapibi,2026-09-22T19:07:46Z,xm/2019/01/ExpoEner_Enlace.2019-01-01.ndjson#ExpoEner:Enlace:2019-01-01:2019-01-31 xm/2019/01/ImpoEner_Enlace.2019-01-01.ndjson#ImpoEner:Enlace:2019-01-01:2019-01-31
2019-01-15,ECUADOR 230,2948.68,1020692.5199999999,7,17,xm:servapibi,2026-09-22T19:07:46Z,xm/2019/01/ExpoEner_Enlace.2019-01-01.ndjson#ExpoEner:Enlace:2019-01-01:2019-01-31 xm/2019/01/ImpoEner_Enlace.2019-01-01.ndjson#ImpoEner:Enlace:2019-01-01:2019-01-31
2019-01-16,ECUADOR 230,6187.92,159221.84000000003,12,12,xm:servapibi,2026-09-22T19:07:46Z,xm/2019/01/ExpoEner_Enlace.2019-01-01.ndjson#ExpoEner:Enlace:2019-01-01:2019-01-31 xm/2019/01/ImpoEner_Enlace.2019-01-01.ndjson#ImpoEner:Enlace:2019-01-01:2019-01-31
2019-01-17,ECUADOR 230,260.25,1563964.5400000003,2,22,xm:servapibi,2026-09-22T19:07:46Z,xm/2019/01/ExpoEner_Enlace.2019-01-01.ndjson#ExpoEner:Enlace:2019-01-01:2019-01-31 xm/2019/01/ImpoEner_Enlace.2019-01-01.ndjson#ImpoEner:Enlace:2019-01-01:2019-01-31
2019-01-18,ECUADOR 230,1055.46,2044857.44,4,20,xm:servapibi,2026-09-22T19:07:46Z,xm/2019/01/ExpoEner_Enlace.2019-01-01.ndjson#ExpoEner:Enlace:2019-01-01:2019-01-31 xm/2019/01/ImpoEner_Enlace.2019-01-01.ndjson#ImpoEner:Enlace:2019-01-01:2019-01-31
