date,link,export_kwh,import_kwh,export_hours,import_hours,source,fetched_at,raw_ref
2020-01-01,ECUADOR 230,10237.03,1919810.81,7,17,xm:servapibi,2026-09-22T19:10:44Z,xm/2020/01/ExpoEner_Enlace.2020-01-01.ndjson#ExpoEner:Enlace:2020-01-01:2020-01-31 xm/2020/01/ImpoEner_Enlace.2020-01-01.ndjson#ImpoEner:Enlace:2020-01-01:2020-01-31
2020-01-02,ECUADOR 230,6855.51,4145464.79,2,22,xm:servapibi,2026-09-22T19:10:44Z,xm/2020/01/ExpoEner_Enlace.2020-01-01.ndjson#ExpoEner:Enlace:2020-01-01:2020-01-31 xm/2020/01/ImpoEner_Enlace.2020-01-01.ndjson#ImpoEner:Enlace:2020-01-01:2020-01-31
2020-01-03,ECUADOR 230,3895.1800000000003,4933525.930000001,3,21,xm:servapibi,2026-09-22T19:10:44Z,xm/2020/01/ExpoEner_Enlace.2020-01-01.ndjson#ExpoEner:Enlace:2020-01-01:2020-01-31 xm/2020/01/ImpoEner_Enlace.2020-01-01.ndjson#ImpoEner:Enlace:2020-01-01:2020-01-31
2020-01-04,ECUADOR 230,0,6979224.539999999,0,24,xm:servapibi,2026-09-22T19:10:44Z,xm/2020/01/ExpoEner_Enlace.2020-01-01.ndjson#ExpoEner:Enlace:2020-01-01:2020-01-31 xm/2020/01/ImpoEner_Enlace.2020-01-01.ndjson#ImpoEner:Enlace:2020-01-01:2020-01-31
2020-01-05,ECUADOR 230,0,7328137.980000001,0,24,xm:servapibi,2026-09-22T19:10:44Z,xm/2020/01/ExpoEner_Enlace.2020-01-01.ndjson#ExpoEner:Enlace:2020-01-01:2020-01-31 xm/2020/01/ImpoEner_Enlace.2020-01-01.ndjson#ImpoEner:Enlace:2020-01-01:2020-01-31
2020-01-06,ECUADOR 230,0,7339499.94,0,24,xm:servapibi,2026-09-22T19:10:44Z,xm/2020/01/ExpoEner_Enlace.2020-01-01.ndjson#ExpoEner:Enlace:2020-01-01:2020-01-31 xm/2020/01/ImpoEner_Enlace.2020-01-01.ndjson#ImpoEner:Enlace:2020-01-01:2020-01-31
2020-01-07,ECUADOR 230,0,7325807.33,0,24,xm:servapibi,2026-09-22T19:10:44Z,xm/2020/01/ExpoEner_Enlace.2020-01-01.ndjson#ExpoEner:Enlace:2020-01-01:2020-01-31 xm/2020/01/ImpoEner_Enlace.2020-01-01.ndjson#ImpoEner:Enlace:2020-01-01:2020-01-31
2020-01-08,ECUADOR 230,0,7185495.670000001,0,24,xm:servapibi,2026-09-22T19:10:44Z,xm/2020/01/ExpoEner_Enlace.2020-01-01.ndjson#ExpoEner:Enlace:2020-01-01:2020-01-31 xm/2020/01/ImpoEner_Enlace.2020-01-01.ndjson#ImpoEner:Enlace:2020-01-01:2020-01-31
2020-01-09,ECUADOR 230,4993.27,3016488.6900000004,3,21,xm:servapibi,2026-09-22T19:10:44Z,xm/2020/01/ExpoEner_Enlace.2020-01-01.ndjson#ExpoEner:Enlace:2020-01-01:2020-01-31 xm/2020/01/ImpoEner_Enlace.2020-01-01.ndjson#ImpoEner:Enlace:2020-01-01:2020-01-31
2020-01-10,ECUADOR 230,15124.159999999998,715536.1300000001,11,13,xm:servapibi,2026-09-22T19:10:44Z,xm/2020/01/ExpoEner_Enlace.2020-01-01.ndjson#ExpoEner:Enlace:2020-01-01:2020-01-31 xm/2020/01/ImpoEner_Enlace.2020-01-01.ndjson#ImpoEner:Enlace:2020-01-01:2020-01-31
2020-01-11,ECUADOR 230,15463.630000000001,13400.529999999999,10,14,xm:servapibi,2026-09-22T19:10:44Z,xm/2020/01/ExpoEner_Enlace.2020-01-01.ndjson#ExpoEner:Enlace:2020-01-01:2020-01-31 xm/2020/01/ImpoEner_Enlace.2020-01-01.ndjson#ImpoEner:Enlace:2020-01-01:2020-01-31
2020-01-12,ECUADOR 230,20085.48,16444.920000000002,12,12,xm:servapibi,2026-09-22T19:10:44Z,xm/2020/01/ExpoEner_Enlace.2020-01-01.ndjson#ExpoEner:Enlace:2020-01-01:2020-01-31 xm/2020/01/ImpoEner_Enlace.2020-01-01.ndjson#ImpoEner:Enlace:2020-01-01:2020-01-31
2020-01-13,ECUADOR 230,13509.74,527368.8699999999,9,15,xm:servapibi,2026-09-22T19:10:44Z,xm/2020/01/ExpoEner_Enlace.2020-01-01.ndjson#ExpoEner:Enlace:2020-01-01:2020-01-31 xm/2020/01/ImpoEner_Enlace.2020-01-01.ndjson#ImpoEner:Enlace:2020-01-01:2020-01-31
2020-01-14,ECUADOR 230,19442.85,807182.5099999999,13,11,xm:servapibi,2026-09-22T19:10:44Z,xm/2020/01/ExpoEner_Enlace.2020-01-01.ndjson#ExpoEner:Enlace:2020-01-01:2020-01-31 xm/2020/01/ImpoEner_Enlace.2020-01-01.ndjson#ImpoEner:Enlace:2020-01-01:2020-01-31
2020-01-15,ECUADOR 230,4515.5,37698.56,5,19,xm:servapibi,2026-09-22T19:10:44Z,xm/2020/01/ExpoEner_Enlace.2020-01-01.ndjson#ExpoEner:Enlace:2020-01-01:2020-01-31 xm/2020/01/ImpoEner_Enlace.2020-01-01.ndjson#ImpoEner:Enlace:2020-01-01:2020-01-31
2020-01-16,ECUADOR 230,1266.8400000000001,37287.74,2,22,xm:servapibi,2026-09-22T19:10:44Z,xm/2020/01/ExpoEner_Enlace.2020-01-01.ndjson#ExpoEner:Enlace:2020-01-01:2020-01-31 xm/2020/01/ImpoEner_Enlace.2020-01-01.ndjson#ImpoEner:Enlace:2020-01-01:2020-01-31
2020-01-17,ECUADOR 230,8253.3,35290.05,6,18,xm:servapibi,2026-09-22T19:10:44Z,xm/2020/01/ExpoEner_Enlace.2020-01-01.ndjson#ExpoEner:Enlace:2020-01-01:2020-01-31 xm/2020/01/ImpoEner_Enlace.2020-01-01.ndjson#ImpoEner:Enlace:2020-01-01:2020-01-31
2020-01-18,ECUADOR 230,13024.82,44457.520000000004,6,18,xm:servapibi,2026-09-22T19:10:44Z,xm/2020/01/ExpoEner_Enlace.2020-01-01.ndjson#ExpoEner:Enlace:2020-01-01:2020-01-31 xm/2020/01/ImpoEner_Enlace.2020-01-01.ndjson#ImpoEner:Enlace:2020-01-01:2020-01-31
2020-01-19,ECUADOR 230,0,3801306.82,0,24,xm:servapibi,2026-09-22T19:10:44Z,xm/2020/01/ExpoEner_Enlace.2020-01-01.ndjson#ExpoEner:Enlace:2020-01-01:2020-01-31 xm/2020/01/ImpoEner_Enlace.2020-01-01.ndjson#ImpoEner:Enlace:2020-01-01:2020-01-31
2020-01-20,ECUADOR 230,0,4507605.84,0,24,xm:servapibi,2026-09-22T19:10:44Z,xm/2020/01/ExpoEner_Enlace.2020-01-01.ndjson#ExpoEner:Enlace:2020-01-01:2020-01-31 xm/2020/01/ImpoEner_Enlace.2020-01-01.ndjson#ImpoEner:Enlace:2020-01-01:2020-01-31
2020-01-21,ECUADOR 230,0,6547551.050000001,0,24,xm:servapibi,2026-09-22T19:10:44Z,xm/2020/01/ExpoEner_Enlace.2020-01-01.ndjson#ExpoEner:Enlace:2020-01-01:2020-01-31 xm/2020/01/ImpoEner_Enlace.2020-01-01.ndjson#ImpoEner:Enlace:2020-01-01:2020-01-31
2020-01-22,ECUADOR 230,0,6477832.52,0,24,xm:servapibi,2026-09-22T19:10:44Z,xm/2020/01/ExpoEner_Enlace.2020-01-01.ndjson#ExpoEner:Enlace:2020-01-01:2020-01-31 xm/2020/01/ImpoEner_Enlace.2020-01-01.ndjson#ImpoEner:Enlace:2020-01-01:2020-01-31
2020-01-23,ECUADOR 230,0,6897734.62,0,24,xm:servapibi,2026-09-22T19:10:44Z,xm/2020/01/ExpoEner_Enlace.2020-01-01.ndjson#ExpoEner:Enlace:2020-01-01:2020-01-31 xm/2020/01/ImpoEner_Enlace.2020-01-01.ndjson#ImpoEner:Enlace:2020-01-01:2020-01-31
2020-01-24,ECUADOR 230,705.25,4914422.809999999,1,23,xm:servapibi,2026-09-22T19:10:44Z,xm/2020/01/ExpoEner_Enlace.2020-01-01.ndjson#ExpoEner:Enlace:2020-01-01:2020-01-31 xm/2020/01/ImpoEner_Enlace.2020-01-01.ndjson#ImpoEner:Enlace:2020-01-01:2020-01-31
