date,link,export_kwh,import_kwh,export_hours,import_hours,source,fetched_at,raw_ref
2021-01-01,ECUADOR 230,5283.719999999999,36453.11,5,19,xm:servapibi,2026-09-22T19:13:42Z,xm/2021/01/ExpoEner_Enlace.2021-01-01.ndjson#ExpoEner:Enlace:2021-01-01:2021-01-31 xm/2021/01/ImpoEner_Enlace.2021-01-01.ndjson#ImpoEner:Enlace:2021-01-01:2021-01-31
2021-01-02,ECUADOR 230,4016.8,37399.55,5,19,xm:servapibi,2026-09-22T19:13:42Z,xm/2021/01/ExpoEner_Enlace.2021-01-01.ndjson#ExpoEner:Enlace:2021-01-01:2021-01-31 xm/2021/01/ImpoEner_Enlace.2021-01-01.ndjson#ImpoEner:Enlace:2021-01-01:2021-01-31
2021-01-03,ECUADOR 230,5114.76,32128.199999999997,4,20,xm:servapibi,2026-09-22T19:13:42Z,xm/2021/01/ExpoEner_Enlace.2021-01-01.ndjson#ExpoEner:Enlace:2021-01-01:2021-01-31 xm/2021/01/ImpoEner_Enlace.2021-01-01.ndjson#ImpoEner:Enlace:2021-01-01:2021-01-31
2021-01-04,ECUADOR 230,8091.33,35582.51,7,17,xm:servapibi,2026-09-22T19:13:42Z,xm/2021/01/ExpoEner_Enlace.2021-01-01.ndjson#ExpoEner:Enlace:2021-01-01:2021-01-31 xm/2021/01/ImpoEner_Enlace.2021-01-01.ndjson#ImpoEner:Enlace:2021-01-01:2021-01-31
2021-01-05,ECUADOR 230,4660.09,34178.9,2,22,xm:servapibi,2026-09-22T19:13:42Z,xm/2021/01/ExpoEner_Enlace.2021-01-01.ndjson#ExpoEner:Enlace:2021-01-01:2021-01-31 xm/2021/01/ImpoEner_Enlace.2021-01-01.ndjson#ImpoEner:Enlace:2021-01-01:2021-01-31
2021-01-06,ECUADOR 230,4254.24,28863.670000000002,7,17,xm:servapibi,2026-09-22T19:13:42Z,xm/2021/01/ExpoEner_Enlace.2021-01-01.ndjson#ExpoEner:Enlace:2021-01-01:2021-01-31 xm/2021/01/ImpoEner_Enlace.2021-01-01.ndjson#ImpoEner:Enlace:2021-01-01:2021-01-31
2021-01-07,ECUADOR 230,571.17,31034.469999999998,3,21,xm:servapibi,2026-09-22T19:13:42Z,xm/2021/01/ExpoEner_Enlace.2021-01-01.ndjson#ExpoEner:Enlace:2021-01-01:2021-01-31 xm/2021/01/ImpoEner_Enlace.2021-01-01.ndjson#ImpoEner:Enlace:2021-01-01:2021-01-31
2021-01-08,ECUADOR 230,597.36,39472.52,1,23,xm:servapibi,2026-09-22T19:13:42Z,xm/2021/01/ExpoEner_Enlace.2021-01-01.ndjson#ExpoEner:Enlace:2021-01-01:2021-01-31 xm/2021/01/ImpoEner_Enlace.2021-01-01.ndjson#ImpoEner:Enlace:2021-01-01:2021-01-31
2021-01-09,ECUADOR 230,4126.96,42629.18,4,20,xm:servapibi,2026-09-22T19:13:42Z,xm/2021/01/ExpoEner_Enlace.2021-01-01.ndjson#ExpoEner:Enlace:2021-01-01:2021-01-31 xm/2021/01/ImpoEner_Enlace.2021-01-01.ndjson#ImpoEner:Enlace:2021-01-01:2021-01-31
2021-01-10,ECUADOR 230,6966.280000000001,33646.049999999996,5,19,xm:servapibi,2026-09-22T19:13:42Z,xm/2021/01/ExpoEner_Enlace.2021-01-01.ndjson#ExpoEner:Enlace:2021-01-01:2021-01-31 xm/2021/01/ImpoEner_Enlace.2021-01-01.ndjson#ImpoEner:Enlace:2021-01-01:2021-01-31
