date,link,export_kwh,import_kwh,export_hours,import_hours,source,fetched_at,raw_ref
2016-05-01,ECUADOR 230,24852.269999999997,806779.9400000001,13,11,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-02,ECUADOR 230,35943.04000000001,275424.91000000003,20,4,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-03,ECUADOR 230,48644.67,1133.4499999999998,21,3,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-04,ECUADOR 230,56327.66,5346.389999999999,20,4,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-05,ECUADOR 230,68911.69,1788349.4200000002,15,9,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-06,ECUADOR 230,34105.06,548495.2600000001,15,9,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-07,ECUADOR 230,20691.57,1023207.56,10,14,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-08,ECUADOR 230,120223.20999999999,2688196.31,10,14,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-09,ECUADOR 230,14703.229999999998,3334141.6200000006,7,17,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-10,ECUADOR 230,22891.65,3413402.23,7,17,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-11,ECUADOR 230,40350.07000000001,1189210.78,9,15,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-12,ECUADOR 230,80996.22,694835.86,16,8,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-13,ECUADOR 230,29546.54,768608.22,13,11,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-14,ECUADOR 230,2207.92,3024913.83,1,23,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-15,ECUADOR 230,20417.570000000003,865070.8700000001,16,8,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-16,ECUADOR 230,0,4676318.049999999,0,24,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-17,ECUADOR 230,2871.99,4828079.43,2,22,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-18,ECUADOR 230,4124.34,2561451.51,3,21,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-19,ECUADOR 230,5504.62,4707187.07,2,22,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-20,ECUADOR 230,26192.41,3193685.96,8,16,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-21,ECUADOR 230,36641.67000000001,1530136.37,13,11,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-22,ECUADOR 230,7981.860000000001,1860904.95,4,20,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-23,ECUADOR 230,35540.93,1497750.9800000002,7,17,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-24,ECUADOR 230,3454.19,2221907.32,3,21,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-25,ECUADOR 230,11689.9,2532055.7399999993,2,22,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-26,ECUADOR 230,0,2888275.61,0,24,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-27,ECUADOR 230,0,2771010.05,0,24,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-28,ECUADOR 230,24903.03,2360456.3100000005,4,20,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-29,ECUADOR 230,26843.54,1845346.56,5,19,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-30,ECUADOR 230,14654.369999999999,1605537.7499999998,6,18,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-05-31,ECUADOR 230,3187.18,2124453.1,1,23,xm:servapibi,2026-09-22T18:59:15Z,xm/2016/05/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-05-01:2016-05-31 xm/2016/05/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-05-01:2016-05-31
2016-06-01,ECUADOR 230,3549.8,2553287.4599999995,2,22,xm:servapibi,2026-09-22T18:59:30Z,xm/2016/06/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2016-06-01:2016-06-30 xm/2016/06/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2016-06-01:2016-06-30
