date,link,export_kwh,import_kwh,export_hours,import_hours,source,fetched_at,raw_ref
2018-01-01,ECUADOR 230,711.77,3008714.139999999,2,22,xm:servapibi,2026-09-22T19:42:26Z,xm/2018/01/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2018-01-01:2018-01-31 xm/2018/01/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2018-01-01:2018-01-31
2018-01-02,ECUADOR 230,0,1519736.3,0,24,xm:servapibi,2026-09-22T19:42:26Z,xm/2018/01/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2018-01-01:2018-01-31 xm/2018/01/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2018-01-01:2018-01-31
2018-01-03,ECUADOR 230,0,4604653.199999999,0,24,xm:servapibi,2026-09-22T19:42:26Z,xm/2018/01/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2018-01-01:2018-01-31 xm/2018/01/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2018-01-01:2018-01-31
2018-01-04,ECUADOR 230,0,4838480.34,0,24,xm:servapibi,2026-09-22T19:42:26Z,xm/2018/01/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2018-01-01:2018-01-31 xm/2018/01/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2018-01-01:2018-01-31
2018-01-05,ECUADOR 230,8001.839999999998,1769727.63,9,15,xm:servapibi,2026-09-22T19:42:26Z,xm/2018/01/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2018-01-01:2018-01-31 xm/2018/01/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2018-01-01:2018-01-31
2018-01-06,ECUADOR 230,0,4104734.09,0,24,xm:servapibi,2026-09-22T19:42:26Z,xm/2018/01/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2018-01-01:2018-01-31 xm/2018/01/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2018-01-01:2018-01-31
2018-01-07,ECUADOR 230,1219.76,1593678.82,1,23,xm:servapibi,2026-09-22T19:42:26Z,xm/2018/01/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2018-01-01:2018-01-31 xm/2018/01/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2018-01-01:2018-01-31
2018-01-08,ECUADOR 230,0,3540728.020000001,0,24,xm:servapibi,2026-09-22T19:42:26Z,xm/2018/01/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2018-01-01:2018-01-31 xm/2018/01/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2018-01-01:2018-01-31
2018-01-09,ECUADOR 230,0,2305834.56,0,24,xm:servapibi,2026-09-22T19:42:26Z,xm/2018/01/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2018-01-01:2018-01-31 xm/2018/01/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2018-01-01:2018-01-31
2018-01-10,ECUADOR 230,0,2567347.9100000006,0,24,xm:servapibi,2026-09-22T19:42:26Z,xm/2018/01/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2018-01-01:2018-01-31 xm/2018/01/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2018-01-01:2018-01-31
2018-01-11,ECUADOR 230,354.4,51419.86,1,23,xm:servapibi,2026-09-22T19:42:26Z,xm/2018/01/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2018-01-01:2018-01-31 xm/2018/01/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2018-01-01:2018-01-31
2018-01-12,ECUADOR 230,0,473674.43999999994,0,24,xm:servapibi,2026-09-22T19:42:26Z,xm/2018/01/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2018-01-01:2018-01-31 xm/2018/01/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2018-01-01:2018-01-31
2018-01-13,ECUADOR 230,0,68793.36,0,24,xm:servapibi,2026-09-22T19:42:26Z,xm/2018/01/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2018-01-01:2018-01-31 xm/2018/01/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2018-01-01:2018-01-31
2018-01-14,ECUADOR 230,0,72494.57999999997,0,24,xm:servapibi,2026-09-22T19:42:26Z,xm/2018/01/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2018-01-01:2018-01-31 xm/2018/01/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2018-01-01:2018-01-31
2018-01-15,ECUADOR 230,0,83289.88000000002,0,24,xm:servapibi,2026-09-22T19:42:26Z,xm/2018/01/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2018-01-01:2018-01-31 xm/2018/01/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2018-01-01:2018-01-31
2018-01-16,ECUADOR 230,1495.65,2905492.0199999996,2,22,xm:servapibi,2026-09-22T19:42:26Z,xm/2018/01/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2018-01-01:2018-01-31 xm/2018/01/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2018-01-01:2018-01-31
2018-01-17,ECUADOR 230,0,5655541.599999999,0,24,xm:servapibi,2026-09-22T19:42:26Z,xm/2018/01/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2018-01-01:2018-01-31 xm/2018/01/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2018-01-01:2018-01-31
2018-01-18,ECUADOR 230,0,7303825.72,0,24,xm:servapibi,2026-09-22T19:42:26Z,xm/2018/01/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2018-01-01:2018-01-31 xm/2018/01/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2018-01-01:2018-01-31
2018-01-19,ECUADOR 230,6534.259999999999,5045777.5200000005,6,18,xm:servapibi,2026-09-22T19:42:26Z,xm/2018/01/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2018-01-01:2018-01-31 xm/2018/01/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2018-01-01:2018-01-31
2018-01-20,ECUADOR 230,0,6994597.880000001,0,24,xm:servapibi,2026-09-22T19:42:26Z,xm/2018/01/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2018-01-01:2018-01-31 xm/2018/01/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2018-01-01:2018-01-31
2018-01-21,ECUADOR 230,517.29,4053121.6200000006,1,23,xm:servapibi,2026-09-22T19:42:26Z,xm/2018/01/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2018-01-01:2018-01-31 xm/2018/01/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2018-01-01:2018-01-31
2018-01-22,ECUADOR 230,0,7378980.8100000005,0,24,xm:servapibi,2026-09-22T19:42:26Z,xm/2018/01/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2018-01-01:2018-01-31 xm/2018/01/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2018-01-01:2018-01-31
2018-01-23,ECUADOR 230,0,7374265.280000001,0,24,xm:servapibi,2026-09-22T19:42:26Z,xm/2018/01/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2018-01-01:2018-01-31 xm/2018/01/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2018-01-01:2018-01-31
2018-01-24,ECUADOR 230,0,7042759.2299999995,0,24,xm:servapibi,2026-09-22T19:42:26Z,xm/2018/01/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2018-01-01:2018-01-31 xm/2018/01/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2018-01-01:2018-01-31
2018-01-25,ECUADOR 230,503,4972094.299999999,1,23,xm:servapibi,2026-09-22T19:42:26Z,xm/2018/01/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2018-01-01:2018-01-31 xm/2018/01/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2018-01-01:2018-01-31
2018-01-26,ECUADOR 230,0,6019118.03,0,24,xm:servapibi,2026-09-22T19:42:26Z,xm/2018/01/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2018-01-01:2018-01-31 xm/2018/01/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2018-01-01:2018-01-31
2018-01-27,ECUADOR 230,0,7287546.219999999,0,24,xm:servapibi,2026-09-22T19:42:26Z,xm/2018/01/ExpoEner_Enlace.ndjson.gz#ExpoEner:Enlace:2018-01-01:2018-01-31 xm/2018/01/ImpoEner_Enlace.ndjson.gz#ImpoEner:Enlace:2018-01-01:2018-01-31
