date,basin,latitude,longitude,kind,precip_mm,temp_mean_c,issued_at,source,fetched_at,raw_ref
1990-01-01,paute,-2.6,-78.6,era5,13.3,11.3,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
1990-01-02,paute,-2.6,-78.6,era5,10.1,11.1,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
1990-01-03,paute,-2.6,-78.6,era5,3.1,10.8,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
1990-01-04,paute,-2.6,-78.6,era5,6,11.5,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
1990-01-05,paute,-2.6,-78.6,era5,19.1,11.5,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
1990-01-06,paute,-2.6,-78.6,era5,8.8,12,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
1990-01-07,paute,-2.6,-78.6,era5,21.7,11.4,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
1990-01-08,paute,-2.6,-78.6,era5,15,11.6,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
1990-01-09,paute,-2.6,-78.6,era5,11.6,11.2,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
1990-01-10,paute,-2.6,-78.6,era5,10.5,11.6,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
1990-01-11,paute,-2.6,-78.6,era5,19.8,11.5,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
1990-01-12,paute,-2.6,-78.6,era5,28,11.6,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
1990-01-13,paute,-2.6,-78.6,era5,15.6,10.7,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
1990-01-14,paute,-2.6,-78.6,era5,4.2,11,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
1990-01-15,paute,-2.6,-78.6,era5,3.7,10.8,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
1990-01-16,paute,-2.6,-78.6,era5,0.5,12,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
1990-01-17,paute,-2.6,-78.6,era5,4.8,11.6,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
1990-01-18,paute,-2.6,-78.6,era5,6.1,10.8,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
1990-01-19,paute,-2.6,-78.6,era5,2.3,10.6,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
1990-01-20,paute,-2.6,-78.6,era5,4.3,11.2,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
1990-01-21,paute,-2.6,-78.6,era5,7,10.9,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
1990-01-22,paute,-2.6,-78.6,era5,1.4,11.3,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
1990-01-23,paute,-2.6,-78.6,era5,1,11.3,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
1990-01-24,paute,-2.6,-78.6,era5,1.1,10.6,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
1990-01-25,paute,-2.6,-78.6,era5,1.4,10.8,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
1990-01-26,paute,-2.6,-78.6,era5,5.3,10.9,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
1990-01-27,paute,-2.6,-78.6,era5,1.3,12,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
1990-01-28,paute,-2.6,-78.6,era5,1.3,11.9,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
1990-01-29,paute,-2.6,-78.6,era5,3,11.5,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
1990-01-30,paute,-2.6,-78.6,era5,9,12,,open_meteo:era5,2026-09-22T08:49:11Z,open_meteo/1990/01/era5.1990-01-01.ndjson#era5:paute:-2.6:-78.6:1990-01-01:1990-12-31
