date,basin,latitude,longitude,kind,precip_mm,temp_mean_c,issued_at,source,fetched_at,raw_ref
2005-01-01,paute,-2.6,-78.6,era5,0.6,11.9,,open_meteo:era5,2026-09-22T08:49:28Z,open_meteo/2005/01/era5.2005-01-01.ndjson#era5:paute:-2.6:-78.6:2005-01-01:2005-12-31
2005-01-02,paute,-2.6,-78.6,era5,1,12,,open_meteo:era5,2026-09-22T08:49:28Z,open_meteo/2005/01/era5.2005-01-01.ndjson#era5:paute:-2.6:-78.6:2005-01-01:2005-12-31
2005-01-03,paute,-2.6,-78.6,era5,3.3,11.9,,open_meteo:era5,2026-09-22T08:49:28Z,open_meteo/2005/01/era5.2005-01-01.ndjson#era5:paute:-2.6:-78.6:2005-01-01:2005-12-31
2005-01-04,paute,-2.6,-78.6,era5,5.3,12.5,,open_meteo:era5,2026-09-22T08:49:28Z,open_meteo/2005/01/era5.2005-01-01.ndjson#era5:paute:-2.6:-78.6:2005-01-01:2005-12-31
2005-01-05,paute,-2.6,-78.6,era5,5,12,,open_meteo:era5,2026-09-22T08:49:28Z,open_meteo/2005/01/era5.2005-01-01.ndjson#era5:paute:-2.6:-78.6:2005-01-01:2005-12-31
2005-01-06,paute,-2.6,-78.6,era5,4.6,11.7,,open_meteo:era5,2026-09-22T08:49:28Z,open_meteo/2005/01/era5.2005-01-01.ndjson#era5:paute:-2.6:-78.6:2005-01-01:2005-12-31
2005-01-07,paute,-2.6,-78.6,era5,6.5,11.3,,open_meteo:era5,2026-09-22T08:49:28Z,open_meteo/2005/01/era5.2005-01-01.ndjson#era5:paute:-2.6:-78.6:2005-01-01:2005-12-31
2005-01-08,paute,-2.6,-78.6,era5,1.8,12.1,,open_meteo:era5,2026-09-22T08:49:28Z,open_meteo/2005/01/era5.2005-01-01.ndjson#era5:paute:-2.6:-78.6:2005-01-01:2005-12-31
2005-01-09,paute,-2.6,-78.6,era5,2,12.6,,open_meteo:era5,2026-09-22T08:49:28Z,open_meteo/2005/01/era5.2005-01-01.ndjson#era5:paute:-2.6:-78.6:2005-01-01:2005-12-31
2005-01-10,paute,-2.6,-78.6,era5,7.8,13,,open_meteo:era5,2026-09-22T08:49:28Z,open_meteo/2005/01/era5.2005-01-01.ndjson#era5:paute:-2.6:-78.6:2005-01-01:2005-12-31
2005-01-11,paute,-2.6,-78.6,era5,6.6,13.2,,open_meteo:era5,2026-09-22T08:49:28Z,open_meteo/2005/01/era5.2005-01-01.ndjson#era5:paute:-2.6:-78.6:2005-01-01:2005-12-31
2005-01-12,paute,-2.6,-78.6,era5,4,12.5,,open_meteo:era5,2026-09-22T08:49:28Z,open_meteo/2005/01/era5.2005-01-01.ndjson#era5:paute:-2.6:-78.6:2005-01-01:2005-12-31
2005-01-13,paute,-2.6,-78.6,era5,5.4,12.1,,open_meteo:era5,2026-09-22T08:49:28Z,open_meteo/2005/01/era5.2005-01-01.ndjson#era5:paute:-2.6:-78.6:2005-01-01:2005-12-31
2005-01-14,paute,-2.6,-78.6,era5,8.3,12.4,,open_meteo:era5,2026-09-22T08:49:28Z,open_meteo/2005/01/era5.2005-01-01.ndjson#era5:paute:-2.6:-78.6:2005-01-01:2005-12-31
