date,basin,latitude,longitude,kind,precip_mm,temp_mean_c,issued_at,source,fetched_at,raw_ref
2023-01-01,coca_ccs,-0.3034,-77.9266,era5,6.6,9.1,,open_meteo:era5,2026-09-24T13:59:42Z,open_meteo/2023/01/era5.2023-01-01.ndjson#era5:coca_ccs:-0.3034:-77.9266:2023-01-01:2023-12-31
2023-01-01,daule_marcel_laniado,-0.544,-79.6412,era5,15.9,25.8,,open_meteo:era5,2026-09-24T14:01:46Z,open_meteo/2023/01/era5.2023-01-01.ndjson#era5:daule_marcel_laniado:-0.544:-79.6412:2023-01-01:2023-12-31
2023-01-01,guayllabamba_manduriacu,-0.0475,-78.4355,era5,17.6,11.6,,open_meteo:era5,2026-09-24T14:01:04Z,open_meteo/2023/01/era5.2023-01-01.ndjson#era5:guayllabamba_manduriacu:-0.0475:-78.4355:2023-01-01:2023-12-31
2023-01-01,jubones_msf,-3.3653,-79.2546,era5,16.6,13.5,,open_meteo:era5,2026-09-24T14:02:27Z,open_meteo/2023/01/era5.2023-01-01.ndjson#era5:jubones_msf:-3.3653:-79.2546:2023-01-01:2023-12-31
2023-01-01,pastaza_agoyan,-1.4018,-78.6128,era5,17.1,11.4,,open_meteo:era5,2026-09-24T14:00:23Z,open_meteo/2023/01/era5.2023-01-01.ndjson#era5:pastaza_agoyan:-1.4018:-78.6128:2023-01-01:2023-12-31
2023-01-01,paute,-2.6,-78.6,era5,15.5,11.9,,open_meteo:era5,2026-09-22T08:49:49Z,open_meteo/2023/01/era5.2023-01-01.ndjson#era5:paute:-2.6:-78.6:2023-01-01:2023-12-31
2023-01-01,paute_mazar,-2.8819,-78.9173,era5,20.7,13,,open_meteo:era5,2026-09-24T13:59:00Z,open_meteo/2023/01/era5.2023-01-01.ndjson#era5:paute_mazar:-2.8819:-78.9173:2023-01-01:2023-12-31
2023-01-01,zamora_delsitanisagua,-3.8792,-79.1596,era5,5.2,16.8,,open_meteo:era5,2026-09-24T14:03:08Z,open_meteo/2023/01/era5.2023-01-01.ndjson#era5:zamora_delsitanisagua:-3.8792:-79.1596:2023-01-01:2023-12-31
2023-01-02,coca_ccs,-0.3034,-77.9266,era5,11.6,7.6,,open_meteo:era5,2026-09-24T13:59:42Z,open_meteo/2023/01/era5.2023-01-01.ndjson#era5:coca_ccs:-0.3034:-77.9266:2023-01-01:2023-12-31
2023-01-02,daule_marcel_laniado,-0.544,-79.6412,era5,39.2,25,,open_meteo:era5,2026-09-24T14:01:46Z,open_meteo/2023/01/era5.2023-01-01.ndjson#era5:daule_marcel_laniado:-0.544:-79.6412:2023-01-01:2023-12-31
2023-01-02,guayllabamba_manduriacu,-0.0475,-78.4355,era5,43.4,10.4,,open_meteo:era5,2026-09-24T14:01:04Z,open_meteo/2023/01/era5.2023-01-01.ndjson#era5:guayllabamba_manduriacu:-0.0475:-78.4355:2023-01-01:2023-12-31
2023-01-02,jubones_msf,-3.3653,-79.2546,era5,8.4,13.3,,open_meteo:era5,2026-09-24T14:02:27Z,open_meteo/2023/01/era5.2023-01-01.ndjson#era5:jubones_msf:-3.3653:-79.2546:2023-01-01:2023-12-31
