date,basin,latitude,longitude,kind,precip_mm,temp_mean_c,issued_at,source,fetched_at,raw_ref
1991-01-01,paute,-2.6,-78.6,era5,16.4,12,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-02,paute,-2.6,-78.6,era5,30.6,11,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-03,paute,-2.6,-78.6,era5,36.7,11.5,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-04,paute,-2.6,-78.6,era5,14.5,12.2,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-05,paute,-2.6,-78.6,era5,6.4,12.2,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-06,paute,-2.6,-78.6,era5,4,12.4,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-07,paute,-2.6,-78.6,era5,5.3,13,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-08,paute,-2.6,-78.6,era5,4,13.1,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-09,paute,-2.6,-78.6,era5,3.3,12.2,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-10,paute,-2.6,-78.6,era5,3.3,12.9,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-11,paute,-2.6,-78.6,era5,9.4,13,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-12,paute,-2.6,-78.6,era5,15.9,12.6,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-13,paute,-2.6,-78.6,era5,8.9,12.6,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-14,paute,-2.6,-78.6,era5,6.6,12.3,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-15,paute,-2.6,-78.6,era5,8.5,12.3,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-16,paute,-2.6,-78.6,era5,3.5,11.5,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-17,paute,-2.6,-78.6,era5,25.8,11.1,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-18,paute,-2.6,-78.6,era5,18.3,12.1,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-19,paute,-2.6,-78.6,era5,10.4,11.7,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-20,paute,-2.6,-78.6,era5,25.3,12.3,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-21,paute,-2.6,-78.6,era5,13.4,11.3,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-22,paute,-2.6,-78.6,era5,11.1,11,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-23,paute,-2.6,-78.6,era5,3.5,10.9,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-24,paute,-2.6,-78.6,era5,1.8,10.6,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-25,paute,-2.6,-78.6,era5,0.6,11.3,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-26,paute,-2.6,-78.6,era5,1.9,11.2,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-27,paute,-2.6,-78.6,era5,1,11.1,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-28,paute,-2.6,-78.6,era5,1.4,11.6,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-29,paute,-2.6,-78.6,era5,3.4,11.4,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-30,paute,-2.6,-78.6,era5,1.3,12.2,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-01-31,paute,-2.6,-78.6,era5,5,12.1,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-02-01,paute,-2.6,-78.6,era5,17.7,12.5,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-02-02,paute,-2.6,-78.6,era5,21.8,12.7,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-02-03,paute,-2.6,-78.6,era5,15.7,12.6,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-02-04,paute,-2.6,-78.6,era5,16.7,12.5,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-02-05,paute,-2.6,-78.6,era5,10,12.3,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-02-06,paute,-2.6,-78.6,era5,3.6,12.1,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-02-07,paute,-2.6,-78.6,era5,7.4,11.9,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-02-08,paute,-2.6,-78.6,era5,13.9,12.2,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-02-09,paute,-2.6,-78.6,era5,3,12.4,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-02-10,paute,-2.6,-78.6,era5,3.6,12.2,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-02-11,paute,-2.6,-78.6,era5,2.9,11.4,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-02-12,paute,-2.6,-78.6,era5,4.5,11.5,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-02-13,paute,-2.6,-78.6,era5,3.9,11.8,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-02-14,paute,-2.6,-78.6,era5,3.1,11.8,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
1991-02-15,paute,-2.6,-78.6,era5,3.2,11.8,,open_meteo:era5,2026-09-22T08:49:12Z,open_meteo/1991/01/era5.ndjson.gz#era5:paute:-2.6:-78.6:1991-01-01:1991-12-31
