date,basin,latitude,longitude,kind,precip_mm,temp_mean_c,issued_at,source,fetched_at,raw_ref
2020-01-01,paute,-2.6,-78.6,era5,27,13.2,,open_meteo:era5,2026-09-22T08:49:46Z,open_meteo/2020/01/era5.2020-01-01.ndjson#era5:paute:-2.6:-78.6:2020-01-01:2020-12-31
2020-01-02,paute,-2.6,-78.6,era5,39.9,12.3,,open_meteo:era5,2026-09-22T08:49:46Z,open_meteo/2020/01/era5.2020-01-01.ndjson#era5:paute:-2.6:-78.6:2020-01-01:2020-12-31
2020-01-03,paute,-2.6,-78.6,era5,10.5,12.8,,open_meteo:era5,2026-09-22T08:49:46Z,open_meteo/2020/01/era5.2020-01-01.ndjson#era5:paute:-2.6:-78.6:2020-01-01:2020-12-31
2020-01-04,paute,-2.6,-78.6,era5,1.6,13.2,,open_meteo:era5,2026-09-22T08:49:46Z,open_meteo/2020/01/era5.2020-01-01.ndjson#era5:paute:-2.6:-78.6:2020-01-01:2020-12-31
2020-01-05,paute,-2.6,-78.6,era5,1.8,14,,open_meteo:era5,2026-09-22T08:49:46Z,open_meteo/2020/01/era5.2020-01-01.ndjson#era5:paute:-2.6:-78.6:2020-01-01:2020-12-31
2020-01-06,paute,-2.6,-78.6,era5,13.1,13.6,,open_meteo:era5,2026-09-22T08:49:46Z,open_meteo/2020/01/era5.2020-01-01.ndjson#era5:paute:-2.6:-78.6:2020-01-01:2020-12-31
2020-01-07,paute,-2.6,-78.6,era5,14.7,12.2,,open_meteo:era5,2026-09-22T08:49:46Z,open_meteo/2020/01/era5.2020-01-01.ndjson#era5:paute:-2.6:-78.6:2020-01-01:2020-12-31
2020-01-08,paute,-2.6,-78.6,era5,2.5,13.1,,open_meteo:era5,2026-09-22T08:49:46Z,open_meteo/2020/01/era5.2020-01-01.ndjson#era5:paute:-2.6:-78.6:2020-01-01:2020-12-31
2020-01-09,paute,-2.6,-78.6,era5,0.3,11.6,,open_meteo:era5,2026-09-22T08:49:46Z,open_meteo/2020/01/era5.2020-01-01.ndjson#era5:paute:-2.6:-78.6:2020-01-01:2020-12-31
2020-01-10,paute,-2.6,-78.6,era5,1.3,11.7,,open_meteo:era5,2026-09-22T08:49:46Z,open_meteo/2020/01/era5.2020-01-01.ndjson#era5:paute:-2.6:-78.6:2020-01-01:2020-12-31
2020-01-11,paute,-2.6,-78.6,era5,5.7,11.6,,open_meteo:era5,2026-09-22T08:49:46Z,open_meteo/2020/01/era5.2020-01-01.ndjson#era5:paute:-2.6:-78.6:2020-01-01:2020-12-31
2020-01-12,paute,-2.6,-78.6,era5,1.2,11.6,,open_meteo:era5,2026-09-22T08:49:46Z,open_meteo/2020/01/era5.2020-01-01.ndjson#era5:paute:-2.6:-78.6:2020-01-01:2020-12-31
2020-01-13,paute,-2.6,-78.6,era5,0.2,12.3,,open_meteo:era5,2026-09-22T08:49:46Z,open_meteo/2020/01/era5.2020-01-01.ndjson#era5:paute:-2.6:-78.6:2020-01-01:2020-12-31
2020-01-14,paute,-2.6,-78.6,era5,3,11.6,,open_meteo:era5,2026-09-22T08:49:46Z,open_meteo/2020/01/era5.2020-01-01.ndjson#era5:paute:-2.6:-78.6:2020-01-01:2020-12-31
2020-01-15,paute,-2.6,-78.6,era5,3.9,12.5,,open_meteo:era5,2026-09-22T08:49:46Z,open_meteo/2020/01/era5.2020-01-01.ndjson#era5:paute:-2.6:-78.6:2020-01-01:2020-12-31
2020-01-16,paute,-2.6,-78.6,era5,2,12.2,,open_meteo:era5,2026-09-22T08:49:46Z,open_meteo/2020/01/era5.2020-01-01.ndjson#era5:paute:-2.6:-78.6:2020-01-01:2020-12-31
2020-01-17,paute,-2.6,-78.6,era5,23.5,11.4,,open_meteo:era5,2026-09-22T08:49:46Z,open_meteo/2020/01/era5.2020-01-01.ndjson#era5:paute:-2.6:-78.6:2020-01-01:2020-12-31
2020-01-18,paute,-2.6,-78.6,era5,22.9,12.1,,open_meteo:era5,2026-09-22T08:49:46Z,open_meteo/2020/01/era5.2020-01-01.ndjson#era5:paute:-2.6:-78.6:2020-01-01:2020-12-31
2020-01-19,paute,-2.6,-78.6,era5,6.5,11.6,,open_meteo:era5,2026-09-22T08:49:46Z,open_meteo/2020/01/era5.2020-01-01.ndjson#era5:paute:-2.6:-78.6:2020-01-01:2020-12-31
2020-01-20,paute,-2.6,-78.6,era5,7.8,12.8,,open_meteo:era5,2026-09-22T08:49:46Z,open_meteo/2020/01/era5.2020-01-01.ndjson#era5:paute:-2.6:-78.6:2020-01-01:2020-12-31
