site,river_id,month_day,horizon_days,first_year,last_year,median_m3s
agoyan,621014469,06-23,7,1940,2023,226.56
manduriacu,670078161,06-23,7,1940,2023,345.723
minas_san_francisco,670027091,06-23,7,1940,2023,75.678
agoyan,621014469,06-24,7,1940,2023,223.049
manduriacu,670078161,06-24,7,1940,2023,348.429
minas_san_francisco,670027091,06-24,7,1940,2023,73.782
agoyan,621014469,06-25,7,1940,2023,225.539
manduriacu,670078161,06-25,7,1940,2023,346.446
minas_san_francisco,670027091,06-25,7,1940,2023,73.098
agoyan,621014469,06-26,7,1940,2023,227.427
manduriacu,670078161,06-26,7,1940,2023,346.12
minas_san_francisco,670027091,06-26,7,1940,2023,68.137
agoyan,621014469,06-27,7,1940,2023,228.221
manduriacu,670078161,06-27,7,1940,2023,349.364
minas_san_francisco,670027091,06-27,7,1940,2023,67.904
agoyan,621014469,06-28,7,1940,2023,227.482
manduriacu,670078161,06-28,7,1940,2023,354.029
minas_san_francisco,670027091,06-28,7,1940,2023,67.361
agoyan,621014469,06-29,7,1940,2023,228.146
manduriacu,670078161,06-29,7,1940,2023,355.622
minas_san_francisco,670027091,06-29,7,1940,2023,66.896
agoyan,621014469,06-30,7,1940,2023,223.322
manduriacu,670078161,06-30,7,1940,2023,349.669
minas_san_francisco,670027091,06-30,7,1940,2023,65.792
agoyan,621014469,07-01,7,1940,2023,221.233
manduriacu,670078161,07-01,7,1940,2023,348.582
minas_san_francisco,670027091,07-01,7,1940,2023,64.918
agoyan,621014469,07-02,7,1940,2023,217.879
manduriacu,670078161,07-02,7,1940,2023,346.586
minas_san_francisco,670027091,07-02,7,1940,2023,65.546
agoyan,621014469,07-03,7,1940,2023,211.579
manduriacu,670078161,07-03,7,1940,2023,331.863
minas_san_francisco,670027091,07-03,7,1940,2023,63.904
agoyan,621014469,07-04,7,1940,2023,207.086
manduriacu,670078161,07-04,7,1940,2023,317.549
minas_san_francisco,670027091,07-04,7,1940,2023,62.511
agoyan,621014469,07-05,7,1940,2023,207.994
manduriacu,670078161,07-05,7,1940,2023,312.202
minas_san_francisco,670027091,07-05,7,1940,2023,62.152
agoyan,621014469,07-06,7,1940,2023,205.701
manduriacu,670078161,07-06,7,1940,2023,314.519
minas_san_francisco,670027091,07-06,7,1940,2023,60.98
agoyan,621014469,07-07,7,1940,2023,206.678
manduriacu,670078161,07-07,7,1940,2023,308.732
minas_san_francisco,670027091,07-07,7,1940,2023,60.619
agoyan,621014469,07-08,7,1940,2023,203.387
manduriacu,670078161,07-08,7,1940,2023,306.492
minas_san_francisco,670027091,07-08,7,1940,2023,59.748
agoyan,621014469,07-09,7,1940,2023,204.423
manduriacu,670078161,07-09,7,1940,2023,309.672
minas_san_francisco,670027091,07-09,7,1940,2023,59.197
agoyan,621014469,07-10,7,1940,2023,203.737
manduriacu,670078161,07-10,7,1940,2023,310.64
minas_san_francisco,670027091,07-10,7,1940,2023,57.683
agoyan,621014469,07-11,7,1940,2023,202.4
manduriacu,670078161,07-11,7,1940,2023,308.726
minas_san_francisco,670027091,07-11,7,1940,2023,56.899
agoyan,621014469,07-12,7,1940,2023,200.684
manduriacu,670078161,07-12,7,1940,2023,300.426
minas_san_francisco,670027091,07-12,7,1940,2023,56.069
agoyan,621014469,07-13,7,1940,2023,197.716
manduriacu,670078161,07-13,7,1940,2023,297.72
minas_san_francisco,670027091,07-13,7,1940,2023,56.084
agoyan,621014469,07-14,7,1940,2023,194.649
manduriacu,670078161,07-14,7,1940,2023,294.459
minas_san_francisco,670027091,07-14,7,1940,2023,54.607
agoyan,621014469,07-15,7,1940,2023,191.173
manduriacu,670078161,07-15,7,1940,2023,293.017
minas_san_francisco,670027091,07-15,7,1940,2023,53.888
agoyan,621014469,07-16,7,1940,2023,193.687
manduriacu,670078161,07-16,7,1940,2023,289.375
minas_san_francisco,670027091,07-16,7,1940,2023,53.145
agoyan,621014469,07-17,7,1940,2023,196.088
manduriacu,670078161,07-17,7,1940,2023,291.063
minas_san_francisco,670027091,07-17,7,1940,2023,50.61
agoyan,621014469,07-18,7,1940,2023,186.852
manduriacu,670078161,07-18,7,1940,2023,291.389
minas_san_francisco,670027091,07-18,7,1940,2023,50.176
agoyan,621014469,07-19,7,1940,2023,184.726
manduriacu,670078161,07-19,7,1940,2023,291.019
minas_san_francisco,670027091,07-19,7,1940,2023,49.182
agoyan,621014469,07-20,7,1940,2023,186.72
manduriacu,670078161,07-20,7,1940,2023,285.586
minas_san_francisco,670027091,07-20,7,1940,2023,48.007
agoyan,621014469,07-21,7,1940,2023,185.526
manduriacu,670078161,07-21,7,1940,2023,281.795
minas_san_francisco,670027091,07-21,7,1940,2023,47.401
agoyan,621014469,07-22,7,1940,2023,182.218
manduriacu,670078161,07-22,7,1940,2023,279.75
minas_san_francisco,670027091,07-22,7,1940,2023,47.773
agoyan,621014469,07-23,7,1940,2023,182.282
manduriacu,670078161,07-23,7,1940,2023,282.74
minas_san_francisco,670027091,07-23,7,1940,2023,48.391
agoyan,621014469,07-24,7,1940,2023,181.7
manduriacu,670078161,07-24,7,1940,2023,276.56
minas_san_francisco,670027091,07-24,7,1940,2023,48.27
agoyan,621014469,07-25,7,1940,2023,178.161
manduriacu,670078161,07-25,7,1940,2023,274.082
minas_san_francisco,670027091,07-25,7,1940,2023,48.086
agoyan,621014469,07-26,7,1940,2023,179.066
manduriacu,670078161,07-26,7,1940,2023,280.535
minas_san_francisco,670027091,07-26,7,1940,2023,46.7
agoyan,621014469,07-27,7,1940,2023,179.245
manduriacu,670078161,07-27,7,1940,2023,285.504
minas_san_francisco,670027091,07-27,7,1940,2023,45.249
agoyan,621014469,07-28,7,1940,2023,176.052
manduriacu,670078161,07-28,7,1940,2023,286.685
minas_san_francisco,670027091,07-28,7,1940,2023,45.744
agoyan,621014469,07-29,7,1940,2023,173.505
manduriacu,670078161,07-29,7,1940,2023,281.245
minas_san_francisco,670027091,07-29,7,1940,2023,45.057
agoyan,621014469,07-30,7,1940,2023,170.889
manduriacu,670078161,07-30,7,1940,2023,280.561
minas_san_francisco,670027091,07-30,7,1940,2023,43.898
agoyan,621014469,07-31,7,1940,2023,167.943
manduriacu,670078161,07-31,7,1940,2023,279.198
minas_san_francisco,670027091,07-31,7,1940,2023,42.348
agoyan,621014469,08-01,7,1940,2023,166.043
manduriacu,670078161,08-01,7,1940,2023,277.939
minas_san_francisco,670027091,08-01,7,1940,2023,41.269
agoyan,621014469,08-02,7,1940,2023,162.615
manduriacu,670078161,08-02,7,1940,2023,276.588
minas_san_francisco,670027091,08-02,7,1940,2023,40.977
agoyan,621014469,08-03,7,1940,2023,157.474
manduriacu,670078161,08-03,7,1940,2023,271.418
minas_san_francisco,670027091,08-03,7,1940,2023,41.425
agoyan,621014469,08-04,7,1940,2023,157.278
manduriacu,670078161,08-04,7,1940,2023,270.036
minas_san_francisco,670027091,08-04,7,1940,2023,41.723
agoyan,621014469,08-05,7,1940,2023,155.724
manduriacu,670078161,08-05,7,1940,2023,268.887
minas_san_francisco,670027091,08-05,7,1940,2023,43.612
agoyan,621014469,08-06,7,1940,2023,152.693
manduriacu,670078161,08-06,7,1940,2023,263.875
minas_san_francisco,670027091,08-06,7,1940,2023,42.691
agoyan,621014469,08-07,7,1940,2023,152.214
manduriacu,670078161,08-07,7,1940,2023,262.342
minas_san_francisco,670027091,08-07,7,1940,2023,43.548
agoyan,621014469,08-08,7,1940,2023,155.777
manduriacu,670078161,08-08,7,1940,2023,262.912
minas_san_francisco,670027091,08-08,7,1940,2023,43.962
agoyan,621014469,08-09,7,1940,2023,155.605
manduriacu,670078161,08-09,7,1940,2023,261.758
minas_san_francisco,670027091,08-09,7,1940,2023,43.973
agoyan,621014469,08-10,7,1940,2023,153.901
manduriacu,670078161,08-10,7,1940,2023,266.104
minas_san_francisco,670027091,08-10,7,1940,2023,44.905
agoyan,621014469,08-11,7,1940,2023,153.914
manduriacu,670078161,08-11,7,1940,2023,269.021
minas_san_francisco,670027091,08-11,7,1940,2023,44.137
agoyan,621014469,08-12,7,1940,2023,154.689
manduriacu,670078161,08-12,7,1940,2023,269.724
minas_san_francisco,670027091,08-12,7,1940,2023,43.891
agoyan,621014469,08-13,7,1940,2023,150.781
manduriacu,670078161,08-13,7,1940,2023,268.907
minas_san_francisco,670027091,08-13,7,1940,2023,43.873
agoyan,621014469,08-14,7,1940,2023,150.752
manduriacu,670078161,08-14,7,1940,2023,270.435
minas_san_francisco,670027091,08-14,7,1940,2023,44.408
agoyan,621014469,08-15,7,1940,2023,147.549
manduriacu,670078161,08-15,7,1940,2023,271.651
minas_san_francisco,670027091,08-15,7,1940,2023,43.745
agoyan,621014469,08-16,7,1940,2023,148.467
manduriacu,670078161,08-16,7,1940,2023,270.756
minas_san_francisco,670027091,08-16,7,1940,2023,43.315
agoyan,621014469,08-17,7,1940,2023,144.15
manduriacu,670078161,08-17,7,1940,2023,271.804
minas_san_francisco,670027091,08-17,7,1940,2023,42.017
agoyan,621014469,08-18,7,1940,2023,141.094
manduriacu,670078161,08-18,7,1940,2023,269.091
minas_san_francisco,670027091,08-18,7,1940,2023,42.069
agoyan,621014469,08-19,7,1940,2023,138.324
manduriacu,670078161,08-19,7,1940,2023,267.499
minas_san_francisco,670027091,08-19,7,1940,2023,43.455
agoyan,621014469,08-20,7,1940,2023,134.197
manduriacu,670078161,08-20,7,1940,2023,272.405
minas_san_francisco,670027091,08-20,7,1940,2023,43.523
agoyan,621014469,08-21,7,1940,2023,133.86
manduriacu,670078161,08-21,7,1940,2023,280.581
minas_san_francisco,670027091,08-21,7,1940,2023,43.309
agoyan,621014469,08-22,7,1940,2023,134.626
manduriacu,670078161,08-22,7,1940,2023,287.799
minas_san_francisco,670027091,08-22,7,1940,2023,43.288
agoyan,621014469,08-23,7,1940,2023,134.411
manduriacu,670078161,08-23,7,1940,2023,287.845
minas_san_francisco,670027091,08-23,7,1940,2023,43.546
agoyan,621014469,08-24,7,1940,2023,131.937
manduriacu,670078161,08-24,7,1940,2023,283.742
minas_san_francisco,670027091,08-24,7,1940,2023,43.321
agoyan,621014469,08-25,7,1940,2023,132.624
manduriacu,670078161,08-25,7,1940,2023,286.079
minas_san_francisco,670027091,08-25,7,1940,2023,43.881
agoyan,621014469,08-26,7,1940,2023,134.274
manduriacu,670078161,08-26,7,1940,2023,287.001
minas_san_francisco,670027091,08-26,7,1940,2023,45.535
agoyan,621014469,08-27,7,1940,2023,132.19
manduriacu,670078161,08-27,7,1940,2023,280.351
minas_san_francisco,670027091,08-27,7,1940,2023,44.442
agoyan,621014469,08-28,7,1940,2023,130.713
manduriacu,670078161,08-28,7,1940,2023,276.982
minas_san_francisco,670027091,08-28,7,1940,2023,44.892
agoyan,621014469,08-29,7,1940,2023,132.121
manduriacu,670078161,08-29,7,1940,2023,280.889
minas_san_francisco,670027091,08-29,7,1940,2023,45.318
agoyan,621014469,08-30,7,1940,2023,127.876
manduriacu,670078161,08-30,7,1940,2023,276.639
minas_san_francisco,670027091,08-30,7,1940,2023,45.851
agoyan,621014469,08-31,7,1940,2023,127.988
manduriacu,670078161,08-31,7,1940,2023,280.848
minas_san_francisco,670027091,08-31,7,1940,2023,44.724
agoyan,621014469,09-01,7,1940,2023,126.938
manduriacu,670078161,09-01,7,1940,2023,283.378
minas_san_francisco,670027091,09-01,7,1940,2023,45.07
agoyan,621014469,09-02,7,1940,2023,128.396
manduriacu,670078161,09-02,7,1940,2023,287.339
minas_san_francisco,670027091,09-02,7,1940,2023,46.976
agoyan,621014469,09-03,7,1940,2023,128.385
manduriacu,670078161,09-03,7,1940,2023,287.867
minas_san_francisco,670027091,09-03,7,1940,2023,49.851
agoyan,621014469,09-04,7,1940,2023,128.354
manduriacu,670078161,09-04,7,1940,2023,293.214
minas_san_francisco,670027091,09-04,7,1940,2023,47.973
agoyan,621014469,09-05,7,1940,2023,129.739
manduriacu,670078161,09-05,7,1940,2023,300.521
minas_san_francisco,670027091,09-05,7,1940,2023,50.67
agoyan,621014469,09-06,7,1940,2023,130.407
manduriacu,670078161,09-06,7,1940,2023,302.533
minas_san_francisco,670027091,09-06,7,1940,2023,50.144
agoyan,621014469,09-07,7,1940,2023,129.361
manduriacu,670078161,09-07,7,1940,2023,307.058
minas_san_francisco,670027091,09-07,7,1940,2023,48.249
agoyan,621014469,09-08,7,1940,2023,129.819
manduriacu,670078161,09-08,7,1940,2023,308.996
minas_san_francisco,670027091,09-08,7,1940,2023,47.247
agoyan,621014469,09-09,7,1940,2023,130.986
manduriacu,670078161,09-09,7,1940,2023,309.975
minas_san_francisco,670027091,09-09,7,1940,2023,49.212
agoyan,621014469,09-10,7,1940,2023,134.886
manduriacu,670078161,09-10,7,1940,2023,314.229
minas_san_francisco,670027091,09-10,7,1940,2023,49.382
agoyan,621014469,09-11,7,1940,2023,137.466
manduriacu,670078161,09-11,7,1940,2023,316.41
minas_san_francisco,670027091,09-11,7,1940,2023,50.4
agoyan,621014469,09-12,7,1940,2023,133.745
manduriacu,670078161,09-12,7,1940,2023,314.807
minas_san_francisco,670027091,09-12,7,1940,2023,51.716
agoyan,621014469,09-13,7,1940,2023,133.317
manduriacu,670078161,09-13,7,1940,2023,320.628
minas_san_francisco,670027091,09-13,7,1940,2023,52.116
agoyan,621014469,09-14,7,1940,2023,135.607
manduriacu,670078161,09-14,7,1940,2023,329.821
minas_san_francisco,670027091,09-14,7,1940,2023,52.971
agoyan,621014469,09-15,7,1940,2023,135.218
manduriacu,670078161,09-15,7,1940,2023,322.355
minas_san_francisco,670027091,09-15,7,1940,2023,52.34
agoyan,621014469,09-16,7,1940,2023,134.007
manduriacu,670078161,09-16,7,1940,2023,322.377
minas_san_francisco,670027091,09-16,7,1940,2023,52.299
agoyan,621014469,09-17,7,1940,2023,130.326
manduriacu,670078161,09-17,7,1940,2023,326.149
minas_san_francisco,670027091,09-17,7,1940,2023,54.734
agoyan,621014469,09-18,7,1940,2023,135.082
manduriacu,670078161,09-18,7,1940,2023,336.382
minas_san_francisco,670027091,09-18,7,1940,2023,55.972
agoyan,621014469,09-19,7,1940,2023,135.344
manduriacu,670078161,09-19,7,1940,2023,336.378
minas_san_francisco,670027091,09-19,7,1940,2023,55.045
agoyan,621014469,09-20,7,1940,2023,136.788
manduriacu,670078161,09-20,7,1940,2023,336.639
minas_san_francisco,670027091,09-20,7,1940,2023,55.43
agoyan,621014469,09-21,7,1940,2023,134.368
manduriacu,670078161,09-21,7,1940,2023,337.388
minas_san_francisco,670027091,09-21,7,1940,2023,55.431
agoyan,621014469,09-22,7,1940,2023,134.789
manduriacu,670078161,09-22,7,1940,2023,344.163
minas_san_francisco,670027091,09-22,7,1940,2023,56.706
agoyan,621014469,09-23,7,1940,2023,137.082
manduriacu,670078161,09-23,7,1940,2023,340.583
minas_san_francisco,670027091,09-23,7,1940,2023,59.333
agoyan,621014469,09-24,7,1940,2023,142.359
manduriacu,670078161,09-24,7,1940,2023,340.89
minas_san_francisco,670027091,09-24,7,1940,2023,60.157
agoyan,621014469,09-25,7,1940,2023,149.481
manduriacu,670078161,09-25,7,1940,2023,341.88
minas_san_francisco,670027091,09-25,7,1940,2023,62.624
agoyan,621014469,09-26,7,1940,2023,151.674
manduriacu,670078161,09-26,7,1940,2023,348.113
minas_san_francisco,670027091,09-26,7,1940,2023,63.7
agoyan,621014469,09-27,7,1940,2023,156.195
manduriacu,670078161,09-27,7,1940,2023,350.127
minas_san_francisco,670027091,09-27,7,1940,2023,65.434
agoyan,621014469,09-28,7,1940,2023,162.659
manduriacu,670078161,09-28,7,1940,2023,348.573
minas_san_francisco,670027091,09-28,7,1940,2023,65.765
agoyan,621014469,09-29,7,1940,2023,161.431
manduriacu,670078161,09-29,7,1940,2023,348.215
minas_san_francisco,670027091,09-29,7,1940,2023,66.529
agoyan,621014469,09-30,7,1940,2023,163.378
manduriacu,670078161,09-30,7,1940,2023,347.844
minas_san_francisco,670027091,09-30,7,1940,2023,66.093
agoyan,621014469,10-01,7,1940,2023,168.663
manduriacu,670078161,10-01,7,1940,2023,340.57
minas_san_francisco,670027091,10-01,7,1940,2023,67.936
agoyan,621014469,10-02,7,1940,2023,167.524
manduriacu,670078161,10-02,7,1940,2023,349.296
minas_san_francisco,670027091,10-02,7,1940,2023,65.95
agoyan,621014469,10-03,7,1940,2023,170.26
manduriacu,670078161,10-03,7,1940,2023,359.74
minas_san_francisco,670027091,10-03,7,1940,2023,67.729
agoyan,621014469,10-04,7,1940,2023,171.167
manduriacu,670078161,10-04,7,1940,2023,368.033
minas_san_francisco,670027091,10-04,7,1940,2023,69.92
agoyan,621014469,10-05,7,1940,2023,178.446
manduriacu,670078161,10-05,7,1940,2023,388.449
minas_san_francisco,670027091,10-05,7,1940,2023,72.531
agoyan,621014469,10-06,7,1940,2023,181.699
manduriacu,670078161,10-06,7,1940,2023,401.34
minas_san_francisco,670027091,10-06,7,1940,2023,73.483
agoyan,621014469,10-07,7,1940,2023,182.178
manduriacu,670078161,10-07,7,1940,2023,403.782
minas_san_francisco,670027091,10-07,7,1940,2023,72.451
agoyan,621014469,10-08,7,1940,2023,189.418
manduriacu,670078161,10-08,7,1940,2023,394.188
minas_san_francisco,670027091,10-08,7,1940,2023,72.271
agoyan,621014469,10-09,7,1940,2023,199.155
manduriacu,670078161,10-09,7,1940,2023,394.983
minas_san_francisco,670027091,10-09,7,1940,2023,72.641
agoyan,621014469,10-10,7,1940,2023,204.034
manduriacu,670078161,10-10,7,1940,2023,395.348
minas_san_francisco,670027091,10-10,7,1940,2023,73.794
agoyan,621014469,10-11,7,1940,2023,202.721
manduriacu,670078161,10-11,7,1940,2023,395.805
minas_san_francisco,670027091,10-11,7,1940,2023,73.838
agoyan,621014469,10-12,7,1940,2023,203.246
manduriacu,670078161,10-12,7,1940,2023,389.104
minas_san_francisco,670027091,10-12,7,1940,2023,75.296
agoyan,621014469,10-13,7,1940,2023,205.765
manduriacu,670078161,10-13,7,1940,2023,388.298
minas_san_francisco,670027091,10-13,7,1940,2023,75.295
agoyan,621014469,10-14,7,1940,2023,213.418
manduriacu,670078161,10-14,7,1940,2023,392.379
minas_san_francisco,670027091,10-14,7,1940,2023,77.195
agoyan,621014469,10-15,7,1940,2023,214.9
manduriacu,670078161,10-15,7,1940,2023,401.149
minas_san_francisco,670027091,10-15,7,1940,2023,78.828
agoyan,621014469,10-16,7,1940,2023,223.712
manduriacu,670078161,10-16,7,1940,2023,407.261
minas_san_francisco,670027091,10-16,7,1940,2023,83.436
agoyan,621014469,10-17,7,1940,2023,223.517
manduriacu,670078161,10-17,7,1940,2023,400.382
minas_san_francisco,670027091,10-17,7,1940,2023,83.053
agoyan,621014469,10-18,7,1940,2023,223.812
manduriacu,670078161,10-18,7,1940,2023,406.828
minas_san_francisco,670027091,10-18,7,1940,2023,84.166
agoyan,621014469,10-19,7,1940,2023,229.672
manduriacu,670078161,10-19,7,1940,2023,413.311
minas_san_francisco,670027091,10-19,7,1940,2023,81.062
agoyan,621014469,10-20,7,1940,2023,228.057
manduriacu,670078161,10-20,7,1940,2023,411.3
minas_san_francisco,670027091,10-20,7,1940,2023,84.805
agoyan,621014469,10-21,7,1940,2023,230.894
manduriacu,670078161,10-21,7,1940,2023,402.803
minas_san_francisco,670027091,10-21,7,1940,2023,84.16
agoyan,621014469,10-22,7,1940,2023,238.667
manduriacu,670078161,10-22,7,1940,2023,396.222
minas_san_francisco,670027091,10-22,7,1940,2023,83.551
agoyan,621014469,10-23,7,1940,2023,244.985
manduriacu,670078161,10-23,7,1940,2023,406.142
minas_san_francisco,670027091,10-23,7,1940,2023,80.048
agoyan,621014469,10-24,7,1940,2023,246.378
manduriacu,670078161,10-24,7,1940,2023,414.549
minas_san_francisco,670027091,10-24,7,1940,2023,82.631
agoyan,621014469,10-25,7,1940,2023,246.624
manduriacu,670078161,10-25,7,1940,2023,428.85
minas_san_francisco,670027091,10-25,7,1940,2023,83.981
agoyan,621014469,10-26,7,1940,2023,241.082
manduriacu,670078161,10-26,7,1940,2023,447.191
minas_san_francisco,670027091,10-26,7,1940,2023,86.019
agoyan,621014469,10-27,7,1940,2023,253.114
manduriacu,670078161,10-27,7,1940,2023,444.012
minas_san_francisco,670027091,10-27,7,1940,2023,81.587
agoyan,621014469,10-28,7,1940,2023,245.549
manduriacu,670078161,10-28,7,1940,2023,438.051
minas_san_francisco,670027091,10-28,7,1940,2023,80.438
agoyan,621014469,10-29,7,1940,2023,241.16
manduriacu,670078161,10-29,7,1940,2023,438.548
minas_san_francisco,670027091,10-29,7,1940,2023,82.928
agoyan,621014469,10-30,7,1940,2023,249.884
manduriacu,670078161,10-30,7,1940,2023,433.132
minas_san_francisco,670027091,10-30,7,1940,2023,85.986
agoyan,621014469,10-31,7,1940,2023,248.454
manduriacu,670078161,10-31,7,1940,2023,424.398
minas_san_francisco,670027091,10-31,7,1940,2023,82.242
agoyan,621014469,11-01,7,1940,2023,245.739
manduriacu,670078161,11-01,7,1940,2023,433.079
minas_san_francisco,670027091,11-01,7,1940,2023,78.209
agoyan,621014469,11-02,7,1940,2023,242.922
manduriacu,670078161,11-02,7,1940,2023,437.019
minas_san_francisco,670027091,11-02,7,1940,2023,81.53
agoyan,621014469,11-03,7,1940,2023,257.194
manduriacu,670078161,11-03,7,1940,2023,434.31
minas_san_francisco,670027091,11-03,7,1940,2023,82.679
agoyan,621014469,11-04,7,1940,2023,258.957
manduriacu,670078161,11-04,7,1940,2023,436.537
minas_san_francisco,670027091,11-04,7,1940,2023,81.312
agoyan,621014469,11-05,7,1940,2023,252.088
manduriacu,670078161,11-05,7,1940,2023,457.085
minas_san_francisco,670027091,11-05,7,1940,2023,81.686
agoyan,621014469,11-06,7,1940,2023,254.322
manduriacu,670078161,11-06,7,1940,2023,455.719
minas_san_francisco,670027091,11-06,7,1940,2023,88.895
agoyan,621014469,11-07,7,1940,2023,263.33
manduriacu,670078161,11-07,7,1940,2023,470.632
minas_san_francisco,670027091,11-07,7,1940,2023,88.829
agoyan,621014469,11-08,7,1940,2023,253.252
manduriacu,670078161,11-08,7,1940,2023,465.331
minas_san_francisco,670027091,11-08,7,1940,2023,90.409
agoyan,621014469,11-09,7,1940,2023,260.129
manduriacu,670078161,11-09,7,1940,2023,480.248
minas_san_francisco,670027091,11-09,7,1940,2023,91.614
agoyan,621014469,11-10,7,1940,2023,274.455
manduriacu,670078161,11-10,7,1940,2023,476.399
minas_san_francisco,670027091,11-10,7,1940,2023,93.874
agoyan,621014469,11-11,7,1940,2023,276.407
manduriacu,670078161,11-11,7,1940,2023,491.809
minas_san_francisco,670027091,11-11,7,1940,2023,96.418
agoyan,621014469,11-12,7,1940,2023,284.703
manduriacu,670078161,11-12,7,1940,2023,487.293
minas_san_francisco,670027091,11-12,7,1940,2023,94.005
agoyan,621014469,11-13,7,1940,2023,286.438
manduriacu,670078161,11-13,7,1940,2023,483.66
minas_san_francisco,670027091,11-13,7,1940,2023,98.663
agoyan,621014469,11-14,7,1940,2023,274.543
manduriacu,670078161,11-14,7,1940,2023,465.716
minas_san_francisco,670027091,11-14,7,1940,2023,89.045
agoyan,621014469,11-15,7,1940,2023,270.953
manduriacu,670078161,11-15,7,1940,2023,451.604
minas_san_francisco,670027091,11-15,7,1940,2023,89.027
agoyan,621014469,11-16,7,1940,2023,276.155
manduriacu,670078161,11-16,7,1940,2023,449.803
minas_san_francisco,670027091,11-16,7,1940,2023,83.72
agoyan,621014469,11-17,7,1940,2023,273.625
manduriacu,670078161,11-17,7,1940,2023,452.832
minas_san_francisco,670027091,11-17,7,1940,2023,84.445
agoyan,621014469,11-18,7,1940,2023,276.317
manduriacu,670078161,11-18,7,1940,2023,446.346
minas_san_francisco,670027091,11-18,7,1940,2023,85.22
agoyan,621014469,11-19,7,1940,2023,272.654
manduriacu,670078161,11-19,7,1940,2023,445.027
minas_san_francisco,670027091,11-19,7,1940,2023,86.809
agoyan,621014469,11-20,7,1940,2023,277.662
manduriacu,670078161,11-20,7,1940,2023,457.183
minas_san_francisco,670027091,11-20,7,1940,2023,88.691
agoyan,621014469,11-21,7,1940,2023,279.607
manduriacu,670078161,11-21,7,1940,2023,449.397
minas_san_francisco,670027091,11-21,7,1940,2023,93.164
agoyan,621014469,11-22,7,1940,2023,278.608
manduriacu,670078161,11-22,7,1940,2023,448.611
minas_san_francisco,670027091,11-22,7,1940,2023,95.273
agoyan,621014469,11-23,7,1940,2023,279.516
manduriacu,670078161,11-23,7,1940,2023,450.956
minas_san_francisco,670027091,11-23,7,1940,2023,97.331
agoyan,621014469,11-24,7,1940,2023,278.09
manduriacu,670078161,11-24,7,1940,2023,457.157
minas_san_francisco,670027091,11-24,7,1940,2023,97.069
agoyan,621014469,11-25,7,1940,2023,287.353
manduriacu,670078161,11-25,7,1940,2023,458.729
minas_san_francisco,670027091,11-25,7,1940,2023,107.619
agoyan,621014469,11-26,7,1940,2023,277.887
manduriacu,670078161,11-26,7,1940,2023,455.668
minas_san_francisco,670027091,11-26,7,1940,2023,102.476
agoyan,621014469,11-27,7,1940,2023,278.995
manduriacu,670078161,11-27,7,1940,2023,456.199
minas_san_francisco,670027091,11-27,7,1940,2023,95.258
agoyan,621014469,11-28,7,1940,2023,283.966
manduriacu,670078161,11-28,7,1940,2023,477.063
minas_san_francisco,670027091,11-28,7,1940,2023,99.596
agoyan,621014469,11-29,7,1940,2023,287.455
manduriacu,670078161,11-29,7,1940,2023,475.762
minas_san_francisco,670027091,11-29,7,1940,2023,100.083
agoyan,621014469,11-30,7,1940,2023,299.561
manduriacu,670078161,11-30,7,1940,2023,463.654
minas_san_francisco,670027091,11-30,7,1940,2023,99.833
agoyan,621014469,12-01,7,1940,2023,297.766
manduriacu,670078161,12-01,7,1940,2023,469.479
minas_san_francisco,670027091,12-01,7,1940,2023,102.632
agoyan,621014469,12-02,7,1940,2023,297.773
manduriacu,670078161,12-02,7,1940,2023,469.121
minas_san_francisco,670027091,12-02,7,1940,2023,99.229
agoyan,621014469,12-03,7,1940,2023,289.892
manduriacu,670078161,12-03,7,1940,2023,476.891
minas_san_francisco,670027091,12-03,7,1940,2023,97.662
agoyan,621014469,12-04,7,1940,2023,278.558
manduriacu,670078161,12-04,7,1940,2023,470.351
minas_san_francisco,670027091,12-04,7,1940,2023,98.45
agoyan,621014469,12-05,7,1940,2023,285.45
manduriacu,670078161,12-05,7,1940,2023,482.874
minas_san_francisco,670027091,12-05,7,1940,2023,100.234
agoyan,621014469,12-06,7,1940,2023,274.719
manduriacu,670078161,12-06,7,1940,2023,480.895
minas_san_francisco,670027091,12-06,7,1940,2023,101.497
agoyan,621014469,12-07,7,1940,2023,265.456
manduriacu,670078161,12-07,7,1940,2023,472.514
minas_san_francisco,670027091,12-07,7,1940,2023,102.666
agoyan,621014469,12-08,7,1940,2023,262.015
manduriacu,670078161,12-08,7,1940,2023,483.151
minas_san_francisco,670027091,12-08,7,1940,2023,105.186
agoyan,621014469,12-09,7,1940,2023,267.506
manduriacu,670078161,12-09,7,1940,2023,496.199
minas_san_francisco,670027091,12-09,7,1940,2023,102.084
agoyan,621014469,12-10,7,1940,2023,261.435
manduriacu,670078161,12-10,7,1940,2023,497.718
minas_san_francisco,670027091,12-10,7,1940,2023,109.219
agoyan,621014469,12-11,7,1940,2023,280.717
manduriacu,670078161,12-11,7,1940,2023,499.458
minas_san_francisco,670027091,12-11,7,1940,2023,113.177
agoyan,621014469,12-12,7,1940,2023,290.49
manduriacu,670078161,12-12,7,1940,2023,515.398
minas_san_francisco,670027091,12-12,7,1940,2023,119.011
agoyan,621014469,12-13,7,1940,2023,298.093
manduriacu,670078161,12-13,7,1940,2023,533.215
minas_san_francisco,670027091,12-13,7,1940,2023,119.98
agoyan,621014469,12-14,7,1940,2023,302.603
