date,site,variable,value,source,mrid,fetched_at,raw_ref
2023-01-01,agoyan,caudal_m3s,50,ords:pointValues,140537,2026-09-22T08:41:21Z,celec_ords/2023/01/pointValuesMesH24.2023-01-01.ndjson#pointValuesMesH24:140537:2023-01-01
2023-01-01,agoyan,cota_masl,1648.97,ords:pointValues,140031,2026-09-22T08:38:29Z,celec_ords/2023/01/pointValuesMesH24.2023-01-01.ndjson#pointValuesMesH24:140031:2023-01-01
2023-01-01,agoyan,produccion_mwh,1534.05,ords:agoEnerDia,,2026-09-22T03:29:57Z,celec_ords/2023/01/agoEnerDia.2023-01-01.ndjson#agoEnerDia:2023-01-01
2023-01-01,amaluza,caudal_m3s,8,ords:repDiaHid12m,,2026-09-22T01:28:24Z,celec_ords/2023/09/repDiaHid12m.2023-09-20.ndjson#repDiaHid12m:2023-09-20
2023-01-01,amaluza,cota_masl,1981.54,ords:repDiaHid12m,,2026-09-22T01:28:24Z,celec_ords/2023/09/repDiaHid12m.2023-09-20.ndjson#repDiaHid12m:2023-09-20
2023-01-01,coca_codo_sinclair,caudal_m3s,134,ords:pointValues,100037,2026-09-22T08:35:23Z,celec_ords/2023/01/pointValuesMesH24.2023-01-01.ndjson#pointValuesMesH24:100037:2023-01-01
2023-01-01,coca_codo_sinclair,cota_masl,1220.5,ords:pointValues,100540,2026-09-22T08:32:25Z,celec_ords/2023/01/pointValuesMesH24.2023-01-01.ndjson#pointValuesMesH24:100540:2023-01-01
2023-01-01,coca_codo_sinclair,produccion_mwh,13236.876,ords:ccsEnerDia,,2026-09-22T06:30:56Z,celec_ords/2023/01/ccsEnerDia.2023-01-01.ndjson#ccsEnerDia:2023-01-01
2023-01-01,delsitanisagua,caudal_m3s,21,ords:repDiaHid12m,,2026-09-22T01:28:24Z,celec_ords/2023/09/repDiaHid12m.2023-09-20.ndjson#repDiaHid12m:2023-09-20
2023-01-01,delsitanisagua,cota_masl,1487.86,ords:repDiaHid12m,,2026-09-22T01:28:24Z,celec_ords/2023/09/repDiaHid12m.2023-09-20.ndjson#repDiaHid12m:2023-09-20
2023-01-01,manduriacu,caudal_m3s,230.5625,ords:pointValues,110537,2026-09-22T08:46:55Z,celec_ords/2023/01/pointValuesMesH24.2023-01-01.ndjson#pointValuesMesH24:110537:2023-01-01
2023-01-01,manduriacu,cota_masl,490,ords:pointValues,110031,2026-09-22T08:44:13Z,celec_ords/2023/01/pointValuesMesH24.2023-01-01.ndjson#pointValuesMesH24:110031:2023-01-01
2023-01-01,manduriacu,produccion_mwh,1250.92,ords:manEnerDia,,2026-09-22T07:08:14Z,celec_ords/2023/01/manEnerDia.2023-01-01.ndjson#manEnerDia:2023-01-01
