date,site,variable,value,source,mrid,fetched_at,raw_ref
2017-01-01,agoyan,caudal_m3s,66,ords:pointValues,140537,2026-09-22T08:42:53Z,celec_ords/2017/01/pointValuesMesH24.2017-01-01.ndjson#pointValuesMesH24:140537:2017-01-01
2017-01-01,agoyan,cota_masl,1649.22,ords:pointValues,140031,2026-09-22T08:40:00Z,celec_ords/2017/01/pointValuesMesH24.2017-01-01.ndjson#pointValuesMesH24:140031:2017-01-01
2017-01-01,agoyan,produccion_mwh,1696.008,ords:agoEnerDia,,2026-09-22T02:48:19Z,celec_ords/2017/01/agoEnerDia.2017-01-01.ndjson#agoEnerDia:2017-01-01
2017-01-01,amaluza,caudal_m3s,87,ords:repDiaHid12m,,2026-09-22T01:28:16Z,celec_ords/2017/09/repDiaHid12m.2017-09-20.ndjson#repDiaHid12m:2017-09-20
2017-01-01,amaluza,cota_masl,1982.36,ords:repDiaHid12m,,2026-09-22T01:28:16Z,celec_ords/2017/09/repDiaHid12m.2017-09-20.ndjson#repDiaHid12m:2017-09-20
2017-01-01,coca_codo_sinclair,caudal_m3s,335,ords:pointValues,100037,2026-09-22T08:37:00Z,celec_ords/2017/01/pointValuesMesH24.2017-01-01.ndjson#pointValuesMesH24:100037:2017-01-01
2017-01-01,coca_codo_sinclair,cota_masl,1229,ords:pointValues,100540,2026-09-22T08:33:58Z,celec_ords/2017/01/pointValuesMesH24.2017-01-01.ndjson#pointValuesMesH24:100540:2017-01-01
2017-01-01,mazar,caudal_m3s,37,ords:repDiaHid12m,,2026-09-22T01:28:16Z,celec_ords/2017/09/repDiaHid12m.2017-09-20.ndjson#repDiaHid12m:2017-09-20
2017-01-01,mazar,caudal_m3s,37.443999,ords:pointValues,30538,2026-09-22T12:18:04Z,celec_ords/2017/01/pointValuesMesH24.2017-01-01.ndjson#pointValuesMesH24:30538:2017-01-01
2017-01-01,mazar,cota_masl,2139.5,ords:repDiaHid12m,,2026-09-22T01:28:16Z,celec_ords/2017/09/repDiaHid12m.2017-09-20.ndjson#repDiaHid12m:2017-09-20
2017-01-01,mazar,produccion_mwh,901.979494,ords:repDiaEner12m,,2026-09-22T01:28:33Z,celec_ords/2017/04/repDiaEner12m.2017-04-26.ndjson#repDiaEner12m:2017-04-26
2017-01-01,molino,produccion_mwh,6217.83929,ords:repDiaEner12m,,2026-09-22T01:28:33Z,celec_ords/2017/04/repDiaEner12m.2017-04-26.ndjson#repDiaEner12m:2017-04-26
2017-01-01,paute_cuenca,caudal_cuenca_m3s,127.362704,ords:csrCaudCuenAniosAvg,,2026-09-23T15:15:05Z,celec_ords/2027/01/csrCaudCuenAniosAvg.2027-01-01.ndjson#csrCaudCuenAniosAvg:2010-01-01:2027-01-01
2017-01-01,sopladora,produccion_mwh,3199.920144,ords:repDiaEner12m,,2026-09-22T01:28:33Z,celec_ords/2017/04/repDiaEner12m.2017-04-26.ndjson#repDiaEner12m:2017-04-26
2017-01-02,agoyan,caudal_m3s,115,ords:pointValues,140537,2026-09-22T08:42:53Z,celec_ords/2017/01/pointValuesMesH24.2017-01-01.ndjson#pointValuesMesH24:140537:2017-01-01
2017-01-02,agoyan,cota_masl,1650.12,ords:pointValues,140031,2026-09-22T08:40:00Z,celec_ords/2017/01/pointValuesMesH24.2017-01-01.ndjson#pointValuesMesH24:140031:2017-01-01
2017-01-02,agoyan,produccion_mwh,3044.0109,ords:agoEnerDia,,2026-09-22T02:48:20Z,celec_ords/2017/01/agoEnerDia.2017-01-02.ndjson#agoEnerDia:2017-01-02
2017-01-02,amaluza,caudal_m3s,23,ords:repDiaHid12m,,2026-09-22T01:28:16Z,celec_ords/2017/09/repDiaHid12m.2017-09-20.ndjson#repDiaHid12m:2017-09-20
2017-01-02,amaluza,cota_masl,1982.01,ords:repDiaHid12m,,2026-09-22T01:28:16Z,celec_ords/2017/09/repDiaHid12m.2017-09-20.ndjson#repDiaHid12m:2017-09-20
