date,site,variable,value,source,mrid,fetched_at,raw_ref
2019-01-01,agoyan,caudal_m3s,75,ords:pointValues,140537,2026-09-22T08:42:22Z,celec_ords/2019/01/pointValuesMesH24.ndjson.gz#pointValuesMesH24:140537:2019-01-01
2019-01-01,agoyan,cota_masl,1647.06,ords:pointValues,140031,2026-09-22T08:39:29Z,celec_ords/2019/01/pointValuesMesH24.ndjson.gz#pointValuesMesH24:140031:2019-01-01
2019-01-01,agoyan,produccion_mwh,2477.18,ords:agoEnerDia,,2026-09-22T03:02:12Z,celec_ords/2019/01/agoEnerDia.ndjson.gz#agoEnerDia:2019-01-01
2019-01-01,amaluza,caudal_m3s,123,ords:repDiaHid12m,,2026-09-22T01:28:19Z,celec_ords/2019/09/repDiaHid12m.ndjson.gz#repDiaHid12m:2019-09-20
2019-01-01,amaluza,cota_masl,1984.42,ords:repDiaHid12m,,2026-09-22T01:28:19Z,celec_ords/2019/09/repDiaHid12m.ndjson.gz#repDiaHid12m:2019-09-20
2019-01-01,coca_codo_sinclair,caudal_m3s,130,ords:pointValues,100037,2026-09-22T08:36:28Z,celec_ords/2019/01/pointValuesMesH24.ndjson.gz#pointValuesMesH24:100037:2019-01-01
2019-01-01,coca_codo_sinclair,cota_masl,1222.4,ords:pointValues,100540,2026-09-22T08:33:26Z,celec_ords/2019/01/pointValuesMesH24.ndjson.gz#pointValuesMesH24:100540:2019-01-01
2019-01-01,coca_codo_sinclair,produccion_mwh,11800.744,ords:ccsEnerDia,,2026-09-22T06:01:54Z,celec_ords/2019/01/ccsEnerDia.ndjson.gz#ccsEnerDia:2019-01-01
2019-01-01,delsitanisagua,caudal_m3s,34,ords:repDiaHid12m,,2026-09-22T01:28:19Z,celec_ords/2019/09/repDiaHid12m.ndjson.gz#repDiaHid12m:2019-09-20
2019-01-01,delsitanisagua,cota_masl,1491.1,ords:repDiaHid12m,,2026-09-22T01:28:19Z,celec_ords/2019/09/repDiaHid12m.ndjson.gz#repDiaHid12m:2019-09-20
