date,site,variable,value,source,mrid,fetched_at,raw_ref
2018-01-01,agoyan,caudal_m3s,310,ords:pointValues,140537,2026-09-22T08:42:37Z,celec_ords/2018/01/pointValuesMesH24.ndjson.gz#pointValuesMesH24:140537:2018-01-01
2018-01-01,agoyan,cota_masl,1640.05,ords:pointValues,140031,2026-09-22T08:39:45Z,celec_ords/2018/01/pointValuesMesH24.ndjson.gz#pointValuesMesH24:140031:2018-01-01
2018-01-01,agoyan,produccion_mwh,2061.6,ords:agoEnerDia,,2026-09-22T02:55:17Z,celec_ords/2018/01/agoEnerDia.ndjson.gz#agoEnerDia:2018-01-01
2018-01-01,amaluza,caudal_m3s,144,ords:repDiaHid12m,,2026-09-22T01:28:18Z,celec_ords/2018/09/repDiaHid12m.ndjson.gz#repDiaHid12m:2018-09-20
2018-01-01,amaluza,cota_masl,1986.85,ords:repDiaHid12m,,2026-09-22T01:28:18Z,celec_ords/2018/09/repDiaHid12m.ndjson.gz#repDiaHid12m:2018-09-20
2018-01-01,coca_codo_sinclair,caudal_m3s,397,ords:pointValues,100037,2026-09-22T08:36:44Z,celec_ords/2018/01/pointValuesMesH24.ndjson.gz#pointValuesMesH24:100037:2018-01-01
2018-01-01,coca_codo_sinclair,cota_masl,1227.9,ords:pointValues,100540,2026-09-22T08:33:42Z,celec_ords/2018/01/pointValuesMesH24.ndjson.gz#pointValuesMesH24:100540:2018-01-01
2018-01-01,coca_codo_sinclair,produccion_mwh,16454.592,ords:ccsEnerDia,,2026-09-22T05:54:39Z,celec_ords/2018/01/ccsEnerDia.ndjson.gz#ccsEnerDia:2018-01-01
2018-01-01,manduriacu,cota_masl,492.7,ords:pointValues,110031,2026-09-22T08:45:31Z,celec_ords/2018/01/pointValuesMesH24.ndjson.gz#pointValuesMesH24:110031:2018-01-01
2018-01-01,manduriacu,produccion_mwh,1466.95,ords:manEnerDia,,2026-09-22T04:07:20Z,celec_ords/2018/01/manEnerDia.ndjson.gz#manEnerDia:2018-01-01
2018-01-01,mazar,caudal_m3s,26,ords:repDiaHid12m,,2026-09-22T01:28:18Z,celec_ords/2018/09/repDiaHid12m.ndjson.gz#repDiaHid12m:2018-09-20
2018-01-01,mazar,caudal_m3s,26.363101,ords:pointValues,30538,2026-09-22T12:17:49Z,celec_ords/2018/01/pointValuesMesH24.ndjson.gz#pointValuesMesH24:30538:2018-01-01
2018-01-01,mazar,cota_masl,2143.66,ords:repDiaHid12m,,2026-09-22T01:28:18Z,celec_ords/2018/09/repDiaHid12m.ndjson.gz#repDiaHid12m:2018-09-20
2018-01-01,mazar,produccion_mwh,619.110293,ords:repDiaEner12m,,2026-09-22T01:28:36Z,celec_ords/2018/04/repDiaEner12m.ndjson.gz#repDiaEner12m:2018-04-21
2018-01-01,molino,produccion_mwh,6211.017924,ords:repDiaEner12m,,2026-09-22T01:28:36Z,celec_ords/2018/04/repDiaEner12m.ndjson.gz#repDiaEner12m:2018-04-21
2018-01-01,paute_cuenca,caudal_cuenca_m3s,124.592654,ords:csrCaudCuenAniosAvg,,2026-09-23T01:54:52Z,celec_ords/2027/01/csrCaudCuenAniosAvg.ndjson.gz#csrCaudCuenAniosAvg:2010-01-01:2027-01-01
2018-01-01,sopladora,produccion_mwh,2930.704309,ords:repDiaEner12m,,2026-09-22T01:28:36Z,celec_ords/2018/04/repDiaEner12m.ndjson.gz#repDiaEner12m:2018-04-21
2018-01-02,agoyan,caudal_m3s,200,ords:pointValues,140537,2026-09-22T08:42:37Z,celec_ords/2018/01/pointValuesMesH24.ndjson.gz#pointValuesMesH24:140537:2018-01-01
2018-01-02,agoyan,cota_masl,1640.96,ords:pointValues,140031,2026-09-22T08:39:45Z,celec_ords/2018/01/pointValuesMesH24.ndjson.gz#pointValuesMesH24:140031:2018-01-01
2018-01-02,agoyan,produccion_mwh,0,ords:agoEnerDia,,2026-09-22T02:55:18Z,celec_ords/2018/01/agoEnerDia.ndjson.gz#agoEnerDia:2018-01-02
2018-01-02,amaluza,caudal_m3s,167,ords:repDiaHid12m,,2026-09-22T01:28:18Z,celec_ords/2018/09/repDiaHid12m.ndjson.gz#repDiaHid12m:2018-09-20
2018-01-02,amaluza,cota_masl,1987.12,ords:repDiaHid12m,,2026-09-22T01:28:18Z,celec_ords/2018/09/repDiaHid12m.ndjson.gz#repDiaHid12m:2018-09-20
2018-01-02,coca_codo_sinclair,caudal_m3s,241,ords:pointValues,100037,2026-09-22T08:36:44Z,celec_ords/2018/01/pointValuesMesH24.ndjson.gz#pointValuesMesH24:100037:2018-01-01
2018-01-02,coca_codo_sinclair,cota_masl,1227.3,ords:pointValues,100540,2026-09-22T08:33:42Z,celec_ords/2018/01/pointValuesMesH24.ndjson.gz#pointValuesMesH24:100540:2018-01-01
2018-01-02,coca_codo_sinclair,produccion_mwh,11092.8,ords:ccsEnerDia,,2026-09-22T05:54:40Z,celec_ords/2018/01/ccsEnerDia.ndjson.gz#ccsEnerDia:2018-01-02
2018-01-02,manduriacu,caudal_m3s,175.738889,ords:pointValues,110537,2026-09-22T08:48:14Z,celec_ords/2018/01/pointValuesMesH24.ndjson.gz#pointValuesMesH24:110537:2018-01-01
