date,site,variable,value,source,mrid,fetched_at,raw_ref
2022-01-01,agoyan,caudal_m3s,65,ords:pointValues,140537,2026-09-22T08:41:36Z,celec_ords/2022/01/pointValuesMesH24.2022-01-01.ndjson#pointValuesMesH24:140537:2022-01-01
2022-01-01,agoyan,cota_masl,1646.84,ords:pointValues,140031,2026-09-22T08:38:44Z,celec_ords/2022/01/pointValuesMesH24.2022-01-01.ndjson#pointValuesMesH24:140031:2022-01-01
2022-01-01,agoyan,produccion_mwh,2105.14,ords:agoEnerDia,,2026-09-22T03:23:01Z,celec_ords/2022/01/agoEnerDia.2022-01-01.ndjson#agoEnerDia:2022-01-01
2022-01-01,amaluza,caudal_m3s,86,ords:repDiaHid12m,,2026-09-22T01:28:23Z,celec_ords/2022/09/repDiaHid12m.2022-09-20.ndjson#repDiaHid12m:2022-09-20
2022-01-01,amaluza,cota_masl,1984.03,ords:repDiaHid12m,,2026-09-22T01:28:23Z,celec_ords/2022/09/repDiaHid12m.2022-09-20.ndjson#repDiaHid12m:2022-09-20
2022-01-01,coca_codo_sinclair,caudal_m3s,126,ords:pointValues,100037,2026-09-22T08:35:39Z,celec_ords/2022/01/pointValuesMesH24.2022-01-01.ndjson#pointValuesMesH24:100037:2022-01-01
2022-01-01,coca_codo_sinclair,cota_masl,1219.1,ords:pointValues,100540,2026-09-22T08:32:40Z,celec_ords/2022/01/pointValuesMesH24.2022-01-01.ndjson#pointValuesMesH24:100540:2022-01-01
2022-01-01,coca_codo_sinclair,produccion_mwh,13936.491,ords:ccsEnerDia,,2026-09-22T06:23:40Z,celec_ords/2022/01/ccsEnerDia.2022-01-01.ndjson#ccsEnerDia:2022-01-01
2022-01-01,delsitanisagua,caudal_m3s,35,ords:repDiaHid12m,,2026-09-22T01:28:23Z,celec_ords/2022/09/repDiaHid12m.2022-09-20.ndjson#repDiaHid12m:2022-09-20
2022-01-01,delsitanisagua,cota_masl,1489.1,ords:repDiaHid12m,,2026-09-22T01:28:23Z,celec_ords/2022/09/repDiaHid12m.2022-09-20.ndjson#repDiaHid12m:2022-09-20
2022-01-01,manduriacu,caudal_m3s,192.754167,ords:pointValues,110537,2026-09-22T08:47:11Z,celec_ords/2022/01/pointValuesMesH24.2022-01-01.ndjson#pointValuesMesH24:110537:2022-01-01
2022-01-01,manduriacu,cota_masl,492.3,ords:pointValues,110031,2026-09-22T08:44:29Z,celec_ords/2022/01/pointValuesMesH24.2022-01-01.ndjson#pointValuesMesH24:110031:2022-01-01
2022-01-01,manduriacu,produccion_mwh,1364.3,ords:manEnerDia,,2026-09-22T04:35:08Z,celec_ords/2022/01/manEnerDia.2022-01-01.ndjson#manEnerDia:2022-01-01
2022-01-01,mazar,caudal_m3s,62,ords:repDiaHid12m,,2026-09-22T01:28:23Z,celec_ords/2022/09/repDiaHid12m.2022-09-20.ndjson#repDiaHid12m:2022-09-20
2022-01-01,mazar,caudal_m3s,62.25822,ords:pointValues,30538,2026-09-22T12:16:51Z,celec_ords/2022/01/pointValuesMesH24.2022-01-01.ndjson#pointValuesMesH24:30538:2022-01-01
2022-01-01,mazar,cota_masl,2151.97,ords:repDiaHid12m,,2026-09-22T01:28:23Z,celec_ords/2022/09/repDiaHid12m.2022-09-20.ndjson#repDiaHid12m:2022-09-20
2022-01-01,mazar,produccion_mwh,1862.03881,ords:repDiaEner12m,,2026-09-22T01:28:48Z,celec_ords/2022/03/repDiaEner12m.2022-03-31.ndjson#repDiaEner12m:2022-03-31
2022-01-01,minas_san_francisco,caudal_m3s,25,ords:repDiaHid12m,,2026-09-22T01:28:23Z,celec_ords/2022/09/repDiaHid12m.2022-09-20.ndjson#repDiaHid12m:2022-09-20
2022-01-01,minas_san_francisco,cota_masl,790.42,ords:repDiaHid12m,,2026-09-22T01:28:23Z,celec_ords/2022/09/repDiaHid12m.2022-09-20.ndjson#repDiaHid12m:2022-09-20
2022-01-01,minas_san_francisco,produccion_mwh,1425.51,ords:repDiaEner12m,,2026-09-22T01:28:48Z,celec_ords/2022/03/repDiaEner12m.2022-03-31.ndjson#repDiaEner12m:2022-03-31
2022-01-01,molino,produccion_mwh,13859.547825,ords:repDiaEner12m,,2026-09-22T01:28:48Z,celec_ords/2022/03/repDiaEner12m.2022-03-31.ndjson#repDiaEner12m:2022-03-31
2022-01-01,paute_cuenca,caudal_cuenca_m3s,115.990057,ords:csrCaudCuenAniosAvg,,2026-09-26T16:48:45Z,celec_ords/2027/01/csrCaudCuenAniosAvg.2027-01-01.ndjson#csrCaudCuenAniosAvg:2010-01-01:2027-01-01
2022-01-01,sopladora,produccion_mwh,6599.195035,ords:repDiaEner12m,,2026-09-22T01:28:48Z,celec_ords/2022/03/repDiaEner12m.2022-03-31.ndjson#repDiaEner12m:2022-03-31
2022-01-02,agoyan,caudal_m3s,62,ords:pointValues,140537,2026-09-22T08:41:36Z,celec_ords/2022/01/pointValuesMesH24.2022-01-01.ndjson#pointValuesMesH24:140537:2022-01-01
2022-01-02,agoyan,cota_masl,1646.07,ords:pointValues,140031,2026-09-22T08:38:44Z,celec_ords/2022/01/pointValuesMesH24.2022-01-01.ndjson#pointValuesMesH24:140031:2022-01-01
2022-01-02,agoyan,produccion_mwh,2070.22,ords:agoEnerDia,,2026-09-22T03:23:02Z,celec_ords/2022/01/agoEnerDia.2022-01-02.ndjson#agoEnerDia:2022-01-02
2022-01-02,amaluza,caudal_m3s,144,ords:repDiaHid12m,,2026-09-22T01:28:23Z,celec_ords/2022/09/repDiaHid12m.2022-09-20.ndjson#repDiaHid12m:2022-09-20
2022-01-02,amaluza,cota_masl,1983.34,ords:repDiaHid12m,,2026-09-22T01:28:23Z,celec_ords/2022/09/repDiaHid12m.2022-09-20.ndjson#repDiaHid12m:2022-09-20
2022-01-02,coca_codo_sinclair,caudal_m3s,118,ords:pointValues,100037,2026-09-22T08:35:39Z,celec_ords/2022/01/pointValuesMesH24.2022-01-01.ndjson#pointValuesMesH24:100037:2022-01-01
2022-01-02,coca_codo_sinclair,cota_masl,1219.8,ords:pointValues,100540,2026-09-22T08:32:40Z,celec_ords/2022/01/pointValuesMesH24.2022-01-01.ndjson#pointValuesMesH24:100540:2022-01-01
2022-01-02,coca_codo_sinclair,produccion_mwh,12781.651,ords:ccsEnerDia,,2026-09-22T06:23:41Z,celec_ords/2022/01/ccsEnerDia.2022-01-02.ndjson#ccsEnerDia:2022-01-02
2022-01-02,delsitanisagua,caudal_m3s,41,ords:repDiaHid12m,,2026-09-22T01:28:23Z,celec_ords/2022/09/repDiaHid12m.2022-09-20.ndjson#repDiaHid12m:2022-09-20
2022-01-02,delsitanisagua,cota_masl,1489.45,ords:repDiaHid12m,,2026-09-22T01:28:23Z,celec_ords/2022/09/repDiaHid12m.2022-09-20.ndjson#repDiaHid12m:2022-09-20
2022-01-02,manduriacu,caudal_m3s,199.4,ords:pointValues,110537,2026-09-22T08:47:11Z,celec_ords/2022/01/pointValuesMesH24.2022-01-01.ndjson#pointValuesMesH24:110537:2022-01-01
2022-01-02,manduriacu,cota_masl,492.1,ords:pointValues,110031,2026-09-22T08:44:29Z,celec_ords/2022/01/pointValuesMesH24.2022-01-01.ndjson#pointValuesMesH24:110031:2022-01-01
2022-01-02,manduriacu,produccion_mwh,1296.78,ords:manEnerDia,,2026-09-22T04:35:09Z,celec_ords/2022/01/manEnerDia.2022-01-02.ndjson#manEnerDia:2022-01-02
2022-01-02,mazar,caudal_m3s,51,ords:repDiaHid12m,,2026-09-22T01:28:23Z,celec_ords/2022/09/repDiaHid12m.2022-09-20.ndjson#repDiaHid12m:2022-09-20
2022-01-02,mazar,caudal_m3s,51.230221,ords:pointValues,30538,2026-09-22T12:16:51Z,celec_ords/2022/01/pointValuesMesH24.2022-01-01.ndjson#pointValuesMesH24:30538:2022-01-01
2022-01-02,mazar,cota_masl,2151.65,ords:repDiaHid12m,,2026-09-22T01:28:23Z,celec_ords/2022/09/repDiaHid12m.2022-09-20.ndjson#repDiaHid12m:2022-09-20
2022-01-02,mazar,produccion_mwh,2585.779955,ords:repDiaEner12m,,2026-09-22T01:28:48Z,celec_ords/2022/03/repDiaEner12m.2022-03-31.ndjson#repDiaEner12m:2022-03-31
2022-01-02,minas_san_francisco,caudal_m3s,27,ords:repDiaHid12m,,2026-09-22T01:28:23Z,celec_ords/2022/09/repDiaHid12m.2022-09-20.ndjson#repDiaHid12m:2022-09-20
2022-01-02,minas_san_francisco,cota_masl,791.2,ords:repDiaHid12m,,2026-09-22T01:28:23Z,celec_ords/2022/09/repDiaHid12m.2022-09-20.ndjson#repDiaHid12m:2022-09-20
2022-01-02,minas_san_francisco,produccion_mwh,1607.12,ords:repDiaEner12m,,2026-09-22T01:28:48Z,celec_ords/2022/03/repDiaEner12m.2022-03-31.ndjson#repDiaEner12m:2022-03-31
2022-01-02,molino,produccion_mwh,15824.298616,ords:repDiaEner12m,,2026-09-22T01:28:48Z,celec_ords/2022/03/repDiaEner12m.2022-03-31.ndjson#repDiaEner12m:2022-03-31
2022-01-02,sopladora,produccion_mwh,8250.271348,ords:repDiaEner12m,,2026-09-22T01:28:48Z,celec_ords/2022/03/repDiaEner12m.2022-03-31.ndjson#repDiaEner12m:2022-03-31
2022-01-03,agoyan,caudal_m3s,71,ords:pointValues,140537,2026-09-22T08:41:36Z,celec_ords/2022/01/pointValuesMesH24.2022-01-01.ndjson#pointValuesMesH24:140537:2022-01-01
2022-01-03,agoyan,cota_masl,1646.55,ords:pointValues,140031,2026-09-22T08:38:44Z,celec_ords/2022/01/pointValuesMesH24.2022-01-01.ndjson#pointValuesMesH24:140031:2022-01-01
2022-01-03,agoyan,produccion_mwh,2059.25,ords:agoEnerDia,,2026-09-22T03:23:03Z,celec_ords/2022/01/agoEnerDia.2022-01-03.ndjson#agoEnerDia:2022-01-03
2022-01-03,amaluza,caudal_m3s,142,ords:repDiaHid12m,,2026-09-22T01:28:23Z,celec_ords/2022/09/repDiaHid12m.2022-09-20.ndjson#repDiaHid12m:2022-09-20
2022-01-03,amaluza,cota_masl,1983.23,ords:repDiaHid12m,,2026-09-22T01:28:23Z,celec_ords/2022/09/repDiaHid12m.2022-09-20.ndjson#repDiaHid12m:2022-09-20
2022-01-03,coca_codo_sinclair,caudal_m3s,115,ords:pointValues,100037,2026-09-22T08:35:39Z,celec_ords/2022/01/pointValuesMesH24.2022-01-01.ndjson#pointValuesMesH24:100037:2022-01-01
2022-01-03,coca_codo_sinclair,cota_masl,1219.4,ords:pointValues,100540,2026-09-22T08:32:40Z,celec_ords/2022/01/pointValuesMesH24.2022-01-01.ndjson#pointValuesMesH24:100540:2022-01-01
2022-01-03,coca_codo_sinclair,produccion_mwh,12620.979,ords:ccsEnerDia,,2026-09-22T06:23:42Z,celec_ords/2022/01/ccsEnerDia.2022-01-03.ndjson#ccsEnerDia:2022-01-03
2022-01-03,delsitanisagua,caudal_m3s,38,ords:repDiaHid12m,,2026-09-22T01:28:23Z,celec_ords/2022/09/repDiaHid12m.2022-09-20.ndjson#repDiaHid12m:2022-09-20
2022-01-03,delsitanisagua,cota_masl,1489.11,ords:repDiaHid12m,,2026-09-22T01:28:23Z,celec_ords/2022/09/repDiaHid12m.2022-09-20.ndjson#repDiaHid12m:2022-09-20
2022-01-03,manduriacu,caudal_m3s,190.298611,ords:pointValues,110537,2026-09-22T08:47:11Z,celec_ords/2022/01/pointValuesMesH24.2022-01-01.ndjson#pointValuesMesH24:110537:2022-01-01
2022-01-03,manduriacu,cota_masl,490.5,ords:pointValues,110031,2026-09-22T08:44:29Z,celec_ords/2022/01/pointValuesMesH24.2022-01-01.ndjson#pointValuesMesH24:110031:2022-01-01
2022-01-03,manduriacu,produccion_mwh,1388.2,ords:manEnerDia,,2026-09-22T04:35:10Z,celec_ords/2022/01/manEnerDia.2022-01-03.ndjson#manEnerDia:2022-01-03
