date,site,variable,value,source,mrid,fetched_at,raw_ref
2011-01-01,mazar,caudal_m3s,93.475,ords:pointValues,30538,2026-09-22T13:54:54Z,celec_ords/2011/01/pointValuesMesH24.ndjson.gz#pointValuesMesH24:30538:2011-01-01
2011-01-01,paute_cuenca,caudal_cuenca_m3s,142.157622,ords:csrCaudCuenAniosAvg,,2026-09-22T14:36:21Z,celec_ords/2027/01/csrCaudCuenAniosAvg.ndjson.gz#csrCaudCuenAniosAvg:2010-01-01:2027-01-01
2011-01-02,mazar,caudal_m3s,103.45,ords:pointValues,30538,2026-09-22T13:54:54Z,celec_ords/2011/01/pointValuesMesH24.ndjson.gz#pointValuesMesH24:30538:2011-01-01
2011-01-03,mazar,caudal_m3s,74.367,ords:pointValues,30538,2026-09-22T13:54:54Z,celec_ords/2011/01/pointValuesMesH24.ndjson.gz#pointValuesMesH24:30538:2011-01-01
2011-01-04,mazar,caudal_m3s,67.76,ords:pointValues,30538,2026-09-22T13:54:54Z,celec_ords/2011/01/pointValuesMesH24.ndjson.gz#pointValuesMesH24:30538:2011-01-01
2011-01-05,mazar,caudal_m3s,108.381,ords:pointValues,30538,2026-09-22T13:54:54Z,celec_ords/2011/01/pointValuesMesH24.ndjson.gz#pointValuesMesH24:30538:2011-01-01
2011-01-06,mazar,caudal_m3s,54.351,ords:pointValues,30538,2026-09-22T13:54:54Z,celec_ords/2011/01/pointValuesMesH24.ndjson.gz#pointValuesMesH24:30538:2011-01-01
2011-01-07,mazar,caudal_m3s,103.465,ords:pointValues,30538,2026-09-22T13:54:54Z,celec_ords/2011/01/pointValuesMesH24.ndjson.gz#pointValuesMesH24:30538:2011-01-01
2011-01-08,mazar,caudal_m3s,70.369,ords:pointValues,30538,2026-09-22T13:54:54Z,celec_ords/2011/01/pointValuesMesH24.ndjson.gz#pointValuesMesH24:30538:2011-01-01
2011-01-09,mazar,caudal_m3s,220.596,ords:pointValues,30538,2026-09-22T13:54:54Z,celec_ords/2011/01/pointValuesMesH24.ndjson.gz#pointValuesMesH24:30538:2011-01-01
2011-01-10,mazar,caudal_m3s,98.723,ords:pointValues,30538,2026-09-22T13:54:54Z,celec_ords/2011/01/pointValuesMesH24.ndjson.gz#pointValuesMesH24:30538:2011-01-01
2011-01-11,mazar,caudal_m3s,97.466,ords:pointValues,30538,2026-09-22T13:54:54Z,celec_ords/2011/01/pointValuesMesH24.ndjson.gz#pointValuesMesH24:30538:2011-01-01
2011-01-12,mazar,caudal_m3s,66.816,ords:pointValues,30538,2026-09-22T13:54:54Z,celec_ords/2011/01/pointValuesMesH24.ndjson.gz#pointValuesMesH24:30538:2011-01-01
2011-01-13,mazar,caudal_m3s,60.981,ords:pointValues,30538,2026-09-22T13:54:54Z,celec_ords/2011/01/pointValuesMesH24.ndjson.gz#pointValuesMesH24:30538:2011-01-01
