run_id,generated_at,origin_date,site,variable,model_id,model_version,features_hash,origin_level_masl,train_days,balance_days,analog_years,backtest_origins,curve_datum_m,curve_area_coefficient,curve_area_exponent,curve_rmse_level_m,turbine_m3s_per_mw,release_stance_m3s,crest_masl
2026-09-21-mazar-1-1c43d784,2026-09-22T16:59:36Z,2026-09-21,mazar,cota_masl,M3-water-balance,1,1c43d7840613ac80,2138.37,4385,3977,16,105,2036.66,48.458321,2.5,0.689341,0.670779,19.42,2155.83
